ID,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,Elongation,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%Ni,%Cu,%Nb,CE(IIW),Pipe_Grade
1561,16,0.281,61400,91500,20.6,0.315,1.29,0.023,0.058,0.011,0.046,0.025,0.01,0.071,0.079,0.001,0.547,X46
1562,12.75,0.25,52788,68279,29.3,0.293,0.733,0.014,0.005,0.007,0.001,0.149,0.005,0.017,0.268,0.001,0.427,X46
1562,12.75,0.25,53232,69271,29.9,0.293,0.733,0.014,0.005,0.007,0.001,0.149,0.005,0.017,0.268,0.001,0.427,X46
1562,12.75,0.25,54187,68674,22.8,0.293,0.733,0.014,0.005,0.007,0.001,0.149,0.005,0.017,0.268,0.001,0.427,X46
1563,6.625,0.25,57500,70200,24.8,0.182,0.514,0.025,0.005,0.031,0.008,0.042,0.017,0.078,0.254,0.001,0.302,X42
1563,6.625,0.25,54400,67200,27.3,0.228,0.589,0.027,0.004,0.038,0.001,0.068,0.021,0.086,0.283,0.001,0.369,X42
1563,6.625,0.25,52700,67700,27.6,0.216,0.548,0.018,0.004,0.037,0.002,0.058,0.019,0.068,0.171,0.001,0.339,X42
1563,6.625,0.25,50700,65300,27.2,0.183,0.485,0.036,0.004,0.029,0.011,0.044,0.02,0.072,0.244,0.001,0.297,X42
1563,6.625,0.25,54200,65200,29.1,0.203,0.523,0.024,0.008,0.031,0.002,0.067,0.022,0.076,0.202,0.001,0.326,X42
1554,30,0.344,49700,78700,33.9,0.248,0.972,0.021,0.01,0.058,0.011,0.025,0.007,0.015,0.02,0.001,0.419,X42
1554,30,0.344,55100,79000,28.1,0.248,0.972,0.021,0.01,0.058,0.011,0.025,0.007,0.015,0.02,0.001,0.419,X42
1554,30,0.344,47700,72600,34.4,0.237,0.903,0.02,0.011,0.034,0.005,0.023,0.011,0.023,0.037,0.001,0.398,X42
1554,30,0.344,47900,72100,28.9,0.237,0.903,0.02,0.011,0.034,0.005,0.023,0.011,0.023,0.037,0.001,0.398,X42
1555,8.625,0.188,47732,61487,28.4,0.229,0.428,0.033,0.016,0.082,0.001,0.021,0.004,0.07,0.066,0.001,0.314,Grade B
1564,16,0.281,48574,80225,32,0.267,0.654,0.032,0.011,0.045,0.022,0.022,0.004,0.009,0.011,0.001,0.383,X42
1564,16,0.281,47682,73044,35.3,0.283,0.538,0.016,0.018,0.153,0.018,0.02,0.009,0.023,0.036,0.001,0.383,X42
1565,8.625,0.25,52100,69100,31.7,0.223,0.571,0.015,0.005,0.01,0.004,0.035,0.015,0.074,0.107,0.001,0.34,X46
1565,8.625,0.188,50700,69700,30.8,0.239,0.617,0.019,0.009,0.017,0.002,0.045,0.008,0.039,0.102,0.001,0.362,X46
1565,8.625,0.19,54800,73900,27.1,0.286,0.642,0.024,0.008,0.014,0.001,0.031,0.01,0.049,0.089,0.001,0.41,X46
1565,8.625,0.188,54300,72900,29.2,0.283,0.63,0.019,0.008,0.013,0.002,0.031,0.009,0.048,0.087,0.001,0.405,X46
1566,6.625,0.28,52136,67127,31.8,0.253,0.726,0.002,0.007,0.133,0.046,0.01,0.006,0.018,0.069,0.001,0.384,X42
1566,6.625,0.28,53481,67079,35.1,0.246,0.722,0.002,0.007,0.132,0.046,0.01,0.006,0.018,0.068,0.001,0.375,X42
1566,6.625,0.156,53005,67131,24.4,0.258,0.888,0.02,0.009,0.013,0.002,0.009,0.005,0.008,0.006,0.001,0.357,X42
1566,6.625,0.156,66754,79601,21.9,0.258,0.861,0.021,0.009,0.012,0.001,0.009,0.005,0.009,0.006,0.001,0.405,X42
1566,6.625,0.156,64440,77767,23.2,0.257,0.879,0.018,0.009,0.013,0.003,0.009,0.005,0.008,0.006,0.001,0.408,X42
1566,6.625,0.156,67649,80008,20.8,0.208,0.846,0.015,0.007,0.028,0.002,0.015,0.009,0.02,0.028,0.001,0.41,X42
1568,8.625,0.25,51500,67000,34.1,0.209,0.809,0.024,0.008,0.014,0.039,0.019,0.004,0.011,0.071,0.001,0.354,X42
1568,8.625,0.25,48000,64500,35,0.209,0.809,0.024,0.008,0.014,0.039,0.019,0.004,0.011,0.071,0.001,0.354,X42
1568,8.625,0.25,48700,66000,35.6,0.209,0.809,0.024,0.008,0.014,0.039,0.019,0.004,0.011,0.071,0.001,0.354,X42
1568,8.625,0.25,51000,66000,36,0.209,0.809,0.024,0.008,0.014,0.039,0.019,0.004,0.011,0.071,0.001,0.354,X42
1568,8.625,0.25,52500,65500,39,0.209,0.809,0.024,0.008,0.014,0.039,0.019,0.004,0.011,0.071,0.001,0.354,X42
1568,8.625,0.25,51500,64500,38.3,0.209,0.809,0.024,0.008,0.014,0.039,0.019,0.004,0.011,0.071,0.001,0.354,X42
1569,3.5,0.216,73268,74913,30.7,0.053,1.03,0.001,0.006,0.17,0.025,0.009,0.003,0.008,0.008,0.02,0.112,X52
1560,6.625,0.219,58595,67924,36.5,0.203,0.963,0.018,0.008,0.022,0.04,0.025,0.006,0.012,0.012,0.001,0.375,Grade B
1561,10.75,0.307,36120,51352,34.2,0.048,0.33,0.008,0.003,0.004,0.001,0.03,0.009,0.025,0.022,0.001,0.069,Grade B
1561,10.75,0.307,35548,51030,32.4,0.048,0.33,0.008,0.003,0.004,0.001,0.03,0.009,0.025,0.022,0.001,0.069,Grade B
1561,10.75,0.307,34476,49733,39.8,0.048,0.33,0.008,0.003,0.004,0.001,0.03,0.009,0.025,0.022,0.001,0.069,Grade B
1561,10.75,0.307,35309,50591,24.8,0.038,0.378,0.013,0.013,0.005,0.001,0.025,0.012,0.031,0.022,0.001,0.061,Grade B
1561,10.75,0.307,33401,49099,37,0.038,0.378,0.013,0.013,0.005,0.001,0.025,0.012,0.031,0.022,0.001,0.061,Grade B
1561,10.75,0.307,33065,49868,39.4,0.038,0.378,0.013,0.013,0.005,0.001,0.025,0.012,0.031,0.022,0.001,0.061,Grade B
1561,10.75,0.307,33217,45492,42.6,0.048,0.33,0.008,0.003,0.004,0.001,0.03,0.009,0.025,0.022,0.001,0.069,Grade B
1561,10.75,0.307,34015,45814,45,0.048,0.33,0.008,0.003,0.004,0.001,0.03,0.009,0.025,0.022,0.001,0.069,Grade B
1561,10.75,0.307,34073,46183,39.6,0.048,0.33,0.008,0.003,0.004,0.001,0.03,0.009,0.025,0.022,0.001,0.069,Grade B
1561,10.75,0.307,35448,48143,37.5,0.038,0.378,0.013,0.013,0.005,0.001,0.025,0.012,0.031,0.022,0.001,0.061,Grade B
1561,10.75,0.307,35619,47387,46.5,0.038,0.378,0.013,0.013,0.005,0.001,0.025,0.012,0.031,0.022,0.001,0.061,Grade B
1561,10.75,0.307,35184,46681,42.2,0.038,0.378,0.013,0.013,0.005,0.001,0.025,0.012,0.031,0.022,0.001,0.061,Grade B
1562,6.625,0.156,60587,78012,31.5,0.232,1.187,0.022,0.012,0.065,0.001,0.02,0.007,0.063,0.089,0.001,0.445,X52
1562,6.625,0.156,61966,70353,30.1,0.179,1.197,0.023,0.009,0.078,0.001,0.019,0.006,0.054,0.063,0.001,0.391,X52
1562,6.625,0.156,62541,70531,30.4,0.185,1.162,0.018,0.009,0.071,0.001,0.015,0.005,0.049,0.044,0.001,0.389,X52
1562,6.625,0.156,58982,70016,30.9,0.19,1.075,0.022,0.013,0.037,0.001,0.023,0.005,0.04,0.045,0.001,0.38,X52
1562,6.625,0.156,65140,82151,29.1,0.23,1.188,0.026,0.013,0.065,0.001,0.021,0.007,0.062,0.089,0.001,0.444,X52
1562,6.625,0.156,63136,79222,28.9,0.232,1.188,0.023,0.022,0.082,0.001,0.021,0.007,0.058,0.064,0.001,0.444,X52
1562,6.625,0.172,66989,79900,34.1,0.184,1.297,0.018,0.007,0.029,0.073,0.02,0.009,0.038,0.109,0.002,0.416,X52
1562,6.625,0.156,62828,79135,29.5,0.224,1.165,0.02,0.02,0.079,0.001,0.021,0.007,0.057,0.065,0.001,0.432,X52
1562,6.625,0.156,60815,78056,30.7,0.243,1.163,0.019,0.014,0.085,0.001,0.023,0.005,0.046,0.062,0.001,0.45,X52
1563,4.5,0.188,35917,55021,36.5,0.122,0.373,0.02,0.006,0.005,0.001,0.023,0.004,0.019,0.013,0.001,0.192,Grade A25
1564,20,0.375,49457,74336,39,0.199,1.12,0.012,0.009,0.202,0.012,0.013,0.006,0.015,0.006,0.001,0.403,X52
1564,20,0.375,47817,76060,38.2,0.199,1.12,0.012,0.009,0.202,0.012,0.013,0.006,0.015,0.006,0.001,0.403,X52
1565,22,0.344,47724,71422,36.3,0.256,0.844,0.024,0.006,0.04,0.007,0.022,0.007,0.008,0.009,0.001,0.404,X46
1565,22,0.344,48515,77801,31.9,0.23,0.863,0.023,0.013,0.134,0.001,0.034,0.016,0.048,0.04,0.001,0.39,X46
1565,22,0.344,44585,75184,34.7,0.243,0.87,0.023,0.012,0.148,0.001,0.031,0.016,0.046,0.033,0.001,0.403,X46
1565,22,0.344,52852,83443,31.3,0.253,0.919,0.024,0.01,0.147,0.002,0.028,0.016,0.045,0.033,0.001,0.42,X46
1567,8.625,0.25,50837,81469,33.3,0.3,0.954,0.022,0.009,0.051,0.013,0.023,0.005,0.011,0.01,0.001,0.466,X42
1567,8.625,0.25,49364,77701,35.3,0.274,0.989,0.023,0.012,0.117,0.014,0.02,0.02,0.013,0.016,0.001,0.449,X42
1569,12.75,0.375,46732,73596,35.7,0.245,0.783,0.028,0.013,0.052,0.036,0.01,0.003,0.007,0.013,0.001,0.38,Grade B
1569,12.75,0.375,55476,74505,31.3,0.245,0.783,0.028,0.013,0.052,0.036,0.01,0.003,0.007,0.013,0.001,0.38,Grade B
1570,12.75,0.203,51344,74873,26.1,0.261,0.892,0.024,0.006,0.018,0.021,0.016,0.007,0.029,0.089,0.001,0.422,X42
1570,12.75,0.203,57411,76739,25.6,0.244,0.883,0.022,0.006,0.018,0.007,0.016,0.007,0.029,0.088,0.001,0.403,X42
1570,12.75,0.203,53311,75879,27.9,0.279,0.87,0.019,0.006,0.019,0.006,0.021,0.006,0.02,0.038,0.002,0.434,X42
1570,12.75,0.203,50573,73656,28.5,0.278,0.867,0.017,0.009,0.022,0.004,0.018,0.005,0.018,0.036,0.002,0.431,X42
1570,12.75,0.203,48633,69600,31.2,0.29,0.808,0.028,0.007,0.015,0.004,0.018,0.005,0.029,0.112,0.001,0.439,X42
1570,12.75,0.203,49124,69045,31.6,0.26,0.826,0.021,0.008,0.017,0.002,0.018,0.005,0.026,0.111,0.001,0.411,X42
1570,12.75,0.203,50303,72375,26.2,0.267,0.782,0.03,0.008,0.016,0.006,0.019,0.007,0.028,0.11,0.001,0.412,X42
1570,12.75,0.203,51081,70091,30.1,0.266,0.781,0.018,0.007,0.016,0.001,0.024,0.004,0.018,0.047,0.001,0.406,X42
1570,12.75,0.203,52572,73303,32.2,0.268,0.84,0.016,0.006,0.015,0.005,0.02,0.005,0.019,0.038,0.001,0.417,X42
1570,12.75,0.203,48263,70828,25.8,0.26,0.773,0.027,0.006,0.017,0.005,0.019,0.007,0.029,0.096,0.001,0.403,X42
1571,12.75,0.312,44996,72838,34.5,0.243,0.806,0.011,0.009,0.012,0.005,0.028,0.014,0.024,0.033,0.001,0.39,X42
1572,16,0.281,53325,68877,29,0.229,0.752,0.023,0.037,0.008,0.001,0.017,0.008,0.027,0.038,0.001,0.364,X46
1572,16,0.281,59889,81372,26,0.27,0.916,0.022,0.046,0.009,0.014,0.027,0.006,0.049,0.064,0.001,0.437,X46
1573,16,0.25,58568,79832,22.8,0.256,0.553,0.033,0.032,0.054,0.001,0.027,0.007,0.048,0.392,0.001,0.385,X46
1573,16,0.25,55558,73242,25.1,0.254,0.712,0.036,0.015,0.05,0.002,0.034,0.012,0.078,0.237,0.001,0.403,X46
1573,16,0.25,59871,79909,24.6,0.286,0.67,0.026,0.01,0.056,0.002,0.025,0.008,0.061,0.245,0.001,0.425,X46
1573,16,0.25,59337,77256,21.8,0.254,0.54,0.026,0.03,0.051,0.001,0.027,0.007,0.048,0.393,0.001,0.38,X46
1573,16,0.25,63692,79102,23.1,0.238,0.616,0.031,0.038,0.05,0.001,0.037,0.007,0.054,0.411,0.001,0.381,X46
1574,6.625,0.188,49136,63969,33.2,0.225,0.736,0.029,0.029,0.013,0.067,0.016,0.005,0.024,0.116,0.001,0.361,Grade B
1574,6.625,0.188,53662,68462,32,0.241,0.716,0.031,0.031,0.014,0.006,0.014,0.004,0.023,0.111,0.001,0.373,Grade B
1575,12.75,0.375,41519,71107,39.8,0.254,0.741,0.018,0.008,0.015,0.011,0.02,0.011,0.026,0.025,0,0.389,Grade B
1576,8.625,0.219,54896,69026,28.7,0.229,0.435,0.038,0.01,0.044,0.0004,0.039,0.007,0.029,0.036,0.001,0.318,Grade B
1576,8.625,0.219,58731,72953,32.2,0.229,0.435,0.038,0.01,0.044,0.0004,0.039,0.007,0.029,0.036,0.001,0.318,Grade B
1578,24,0.495,81700,101200,31,0.05,1.57,0.006,0.011,0.17,0.036,0.09,0.178,0.1,0.27,0.069,0.17,X70
1578,24,0.495,81200,100400,34,0.04,1.58,0.002,0.013,0.14,0.04,0.14,0.188,0.1,0.24,0.068,0.15,X70
1579,24,0.312,53500,67000,23.6,0.293,0.96,0.031,0.038,0.128,0.001,0.044,0.009,0.059,0.204,0.001,0.461,X52
1579,24,0.312,60900,82200,27.9,0.241,1.14,0.031,0.042,0.161,0.001,0.04,0.01,0.045,0.117,0.001,0.452,X52
1579,24,0.312,60400,82200,29.8,0.268,1.06,0.026,0.022,0.117,0.001,0.036,0.011,0.079,0.259,0.001,0.477,X52
1579,24,0.312,64500,84900,28.1,0.278,1.01,0.02,0.013,0.13,0.001,0.019,0.007,0.048,0.164,0.001,0.466,X52
1579,10.75,0.25,49700,65900,32.1,0.172,0.65,0.016,0.009,0.006,0.001,0.026,0.003,0.016,0.017,0.001,0.51,Grade B
1580,4,0.188,59200,71300,30.9,0.212,0.608,0.029,0.005,0.035,0.003,0.051,0.018,0.074,0.223,0.001,0.347,X42
1580,4,0.188,57100,71100,32,0.21,0.6,0.027,0.005,0.034,0.002,0.05,0.018,0.074,0.224,0.001,0.343,X42
1580,4,0.188,51300,64700,34,0.206,0.598,0.022,0.004,0.027,0.005,0.041,0.016,0.071,0.185,0.001,0.334,X42
1580,4,0.188,57400,69400,31.5,0.21,0.602,0.029,0.005,0.034,0.003,0.05,0.018,0.074,0.225,0.001,0.344,X42
1580,4,0.188,52800,64300,29.9,0.191,0.59,0.023,0.003,0.023,0.006,0.047,0.018,0.06,0.147,0.001,0.316,X42
1580,4,0.188,50300,62200,30.8,0.202,0.557,0.013,0.003,0.013,0.003,0.034,0.01,0.041,0.118,0.001,0.314,X42
1580,4,0.188,53100,65000,32.7,0.218,0.583,0.024,0.007,0.031,0.003,0.053,0.014,0.071,0.195,0.001,0.346,X42
1580,4,0.188,57300,70600,33.8,0.212,0.604,0.029,0.005,0.034,0.004,0.051,0.018,0.074,0.222,0.001,0.346,X42
1580,4,0.188,54400,65400,31,0.183,0.564,0.021,0.004,0.019,0.003,0.045,0.015,0.134,0.181,0.001,0.31,X42
1580,4,0.237,42700,65800,38.1,0.123,0.505,0.022,0.056,0.026,0.098,0.007,0.007,0.007,0.011,0.001,0.211,X42
1580,4,0.188,62300,73700,28.4,0.199,0.546,0.022,0.004,0.021,0.007,0.034,0.014,0.083,0.167,0.001,0.316,X42
1580,4,0.188,65200,70248,33.6,0.052,0.975,0.006,0.007,0.189,0.034,0.02,0.006,0.005,0.006,0.023,0.11,X42
1580,4,0.188,61300,68600,31.5,0.06,0.877,0.006,0.009,0.195,0.039,0.016,0.006,0.004,0.004,0.016,0.113,X42
1581,12.75,0.219,49100,78000,28.4,0.286,0.89,0.024,0.007,0.065,0.001,0.018,0.01,0.032,0.041,0.001,0.445,X52
1581,12.75,0.219,47900,76000,26.7,0.291,1.01,0.026,0.006,0.07,0.001,0.025,0.011,0.054,0.046,0.001,0.473,X52
1582,24,0.495,83460,90873,34.3,0.036,1.56,0.003,0.011,0.113,0.041,0.082,0.19,0.089,0.25,0.064,0.149,X70
1582,24,0.495,82995,92531,32.6,0.036,1.56,0.003,0.011,0.113,0.041,0.082,0.19,0.089,0.25,0.064,0.149,X70
1582,24,0.495,87076,96987,31.5,0.049,1.55,0.004,0.011,0.169,0.053,0.075,0.184,0.099,0.274,0.067,0.165,X70
1582,24,0.495,88842,100660,28.2,0.049,1.55,0.004,0.011,0.169,0.053,0.075,0.184,0.099,0.274,0.067,0.165,X70
1586,12.75,0.33,46773,74686,36.7,0.254,0.676,0.023,0.017,0.137,0.01,0.056,0.056,0.022,0.064,0.001,0.385,Grade B
1586,12.75,0.33,47882,73734,32.2,0.25,0.67,0.021,0.016,0.134,0.01,0.003,0.003,0.022,0.064,0.001,0.38,Grade B
1583,16,0.312,63894,77502,24.4,0.282,0.69,0.019,0.007,0.051,0.001,0.014,0.005,0.038,0.196,0.001,0.416,X46
1584,16,0.312,63661,85490,25,0.274,0.94,0.02,0.032,0.046,0.001,0.031,0.011,0.069,0.211,0.001,0.436,X46
1585,8.625,0.25,51025,72529,39.2,0.162,0.639,0.046,0.02,0.25,0.001,0.028,0.002,0.02,0.077,0.001,0.281,Grade B
1587,8.675,0.225,59498,73047,25.2,0.264,0.718,0.027,0.01,0.009,0.001,0.023,0.006,0.036,0.122,0.001,0.4,X46
1588,12.75,0.25,74600,99600,20.2,0.184,1.01,0.018,0.01,0.018,0.001,0.014,0.004,0.012,0.009,0.026,0.363,X60
1589,24,0.344,65947,77332,27.7,0.105,1.3,0.01,0.017,0.351,0.033,0.014,0.005,0.021,0.011,0.001,0.328,X52
1589,24,0.344,65941,86952,29.8,0.186,1.23,0.01,0.019,0.423,0.045,0.017,0.004,0.017,0.018,0.001,0.398,X52
1590,10.75,0.203,49752,60437,29.2,0.15,0.66,0.016,0.007,0.005,0.002,0.026,0.006,0.038,0.108,0.001,0.276,X42
1591,4.5,0.188,35917,55021,36.5,0.122,0.373,0.02,0.006,0.005,0.001,0.023,0.004,0.019,0.013,0.001,0.192,Grade A25
1592,8.625,0.322,44879,74652,34.7,0.239,0.529,0.02,0.012,0.154,0.022,0.02,0.011,0.028,0.035,0.001,0.337,Grade B
1593,16,0.25,64509,80594,24.6,0.27,0.794,0.032,0.011,0.005,0.025,0.035,0.004,0.01,0.018,0.001,0.41,X52
1594,12.75,0.203,62120,82654,23.7,0.279,0.782,0.028,0.036,0.073,0.001,0.042,0.014,0.075,0.177,0.001,0.438,X46
1594,12.75,0.203,57942,78281,25.5,0.267,0.819,0.028,0.033,0.056,0.001,0.038,0.015,0.071,0.157,0.001,0.429,X46
1594,12.75,0.203,60128,78903,20.6,0.24,0.746,0.036,0.031,0.05,0.001,0.039,0.014,0.078,0.185,0.001,0.392,X46
1595,12.75,0.25,55218,76711,28.2,0.216,0.701,0.02,0.006,0.018,0.009,0.009,0.009,0.005,0.003,0.001,0.34,Grade B
1596,12.75,0.25,61871,80491,30.7,0.264,0.718,0.027,0.01,0.009,0.001,0.023,0.006,0.036,0.122,0.001,0.4,X52
1596,12.75,0.25,58438,74943,29.3,0.264,0.718,0.027,0.01,0.009,0.001,0.023,0.006,0.036,0.122,0.001,0.4,X52
1597,12.75,0.438,40453,68055,37.8,0.223,0.54,0.024,0.017,0.021,0.028,0.037,0.057,0.049,0.02,0.001,0.34,Grade B
1598,10,0.25,49465,74285,33.4,0.232,0.664,0.017,0.014,0.033,0.011,0.009,0.002,0.009,0.015,0.001,0.346,Grade B
1599,26,0.25,72991,91549,24.6,0.286,1.17,0.028,0.016,0.018,0,0.028,0.007,0.024,0.018,0.001,0.491,X56
1600,4,0.219,35453,60037,38,0.123,0.607,0.027,0.056,0.003,0.003,0.021,0.003,0.014,0.059,0.001,0.234,Grade A
1601,6.625,0.188,51985,62029,35.3,0.096,0.63,0.011,0.003,0.006,0.001,0.06,0.014,0.073,0.191,0.007,0.143,Grade B
1602,12.75,0.203,61950,81701,27.1,0.2,0.972,0.02,0.01,0.017,0.001,0.021,0.004,0.034,0.037,0.036,0.372,X52
1604,20,0.23,65253,78765,26.3,0.289,1.17,0.017,0.005,0.065,0.001,0.026,0.008,0.02,0.03,0.001,0.495,X52
1606,22,0.344,52608,78949,27.7,0.256,0.82,0.023,0.056,0.005,0.019,0.038,0.003,0.024,0.028,0,0.405,X46
1608,10.75,0.25,55538,71486,27.5,0.215,0.74,0.016,0.012,0.012,0.001,0.05,0.015,0.089,0.094,0.001,0.364,X42
1609,6.625,0.303,29214,52386,41.2,0.105,0.506,0.03,0.011,0.022,0.009,0.016,0.002,0.009,0.048,0.001,0.198,Class I
1610,16,0.25,56363,72828,34.7,0.246,0.892,0.01,0.013,0.002,0.001,0.025,0.004,0.018,0.036,0.001,0.405,X52
1605,34,0.438,57973,76427,33.1,0.24,0.766,0.028,0.028,0.007,0.025,0.03,0.008,0.033,0.04,0.001,0.38,X48
1607,22,0.281,53598,72346,27.8,0.234,0.936,0.019,0.014,0.07,0.001,0.02,0.004,0.067,0.048,0.001,0.402,X42
1607,22,0.281,49884,71933,32.7,0.227,0.708,0.025,0.033,0.008,0.003,0.043,0.005,0.03,0.045,0.001,0.359,X42
1607,22,0.281,51957,71061,32.5,0.226,0.718,0.028,0.035,0.008,0.003,0.043,0.005,0.029,0.045,0.001,0.36,X42
1611,16,0.25,50950,69436,37.7,0.217,1.26,0.01,0.009,0.007,0.002,0.012,0.005,0.014,0.049,0.001,0.435,X46
1603,8.625,0.277,50164,77529,31.2,0.153,0.427,0.024,0.079,0.2,0.022,0.008,0.005,0.006,0.012,0.001,0.228,Grade B
1612,8.625,0.188,60579,70780,36,0.06,0.634,0.006,0.009,0.112,0.039,0.045,0.006,0.017,0.063,0.029,0.103,X52
1613,16,0.312,41435,68318,34.8,0.258,0.535,0.025,0.005,0.027,0.013,0.032,0.003,0.007,0.013,0.001,0.356,Grade B
1614,20,0.312,48424,70209,32.3,0.24,1.082,0.022,0.009,0.019,0.005,0.034,0.004,0.009,0.02,0.001,0.43,X42
1615,4.5,0.188,65333,76582,28.9,0.184,0.544,0.024,0.004,0.013,0.006,0.045,0.014,0.137,0.168,0.001,0.307,Grade B
1616,22,0.312,59876,85478,26.7,0.274,1.07,0.026,0.059,0.011,0.029,0.023,0.007,0.06,0.064,0.001,0.468,X46
1616,22,0.344,52680,72836,25,0.225,0.65,0.051,0.047,0.007,0.017,0.025,0.004,0.078,0.053,0.001,0.349,X46
1616,22,0.344,62567,85024,26.5,0.272,0.93,0.036,0.056,0.013,0.01,0.02,0.005,0.053,0.038,0.001,0.437,X46
1616,22,0.344,59732,83870,25.1,0.287,0.96,0.037,0.053,0.011,0.038,0.016,0.005,0.03,0.034,0.001,0.456,X46
1616,22,0.344,56480,79950,25.9,0.277,0.82,0.03,0.054,0.011,0.054,0.017,0.006,0.03,0.053,0.001,0.395,X46
1616,22,0.344,53288,76004,30.7,0.278,0.77,0.029,0.046,0.009,0.004,0.021,0.004,0.02,0.021,0.001,0.415,X46
1617,26,0.281,58436,78915,33.3,0.239,0.996,0.023,0.012,0.012,0.004,0.031,0.004,0.025,0.045,0.001,0.417,X52
1617,26,0.281,52702,78723,35.6,0.239,0.996,0.023,0.012,0.012,0.004,0.031,0.004,0.025,0.045,0.001,0.417,X52
1617,26,0.281,60063,80154,32.5,0.268,1.155,0.027,0.012,0.023,0.004,0.035,0.005,0.043,0.018,0.001,0.473,X52
1617,26,0.281,52903,79592,36.6,0.268,1.155,0.027,0.012,0.023,0.004,0.035,0.005,0.043,0.018,0.001,0.473,X52
1617,26,0.281,56444,76663,34,0.249,0.961,0.018,0.014,0.011,0.007,0.032,0.003,0.013,0.032,0.001,0.42,X52
1617,26,0.281,49770,75049,34.2,0.249,0.961,0.018,0.014,0.011,0.007,0.032,0.003,0.013,0.032,0.001,0.42,X52
1617,26,0.281,60398,83233,29,0.279,1.082,0.021,0.013,0.02,0.002,0.04,0.005,0.025,0.048,0.002,0.474,X52
1617,26,0.281,52622,82360,34.1,0.279,1.082,0.021,0.013,0.02,0.002,0.04,0.005,0.025,0.048,0.002,0.474,X52
1617,26,0.281,56169,78151,30.6,0.258,0.995,0.022,0.014,0.021,0.004,0.033,0.004,0.02,0.033,0.002,0.435,X52
1617,26,0.281,50686,77397,34.6,0.258,0.995,0.022,0.014,0.021,0.004,0.033,0.004,0.02,0.033,0.002,0.435,X52
1618,8,0.322,25559,47173,50.5,0.039,0.4,0.021,0.011,0.003,0.001,0.007,0.002,0.007,0.01,0.001,0.0744,Class I
1618,8,0.322,26652,47054,62.6,0.076,0.297,0.028,0.006,0.005,0.014,0.007,0.001,0.032,0.008,0.001,0.0929,Class I
1618,8,0.322,25428,46492,51,0.053,0.392,0.012,0.009,0.005,0.001,0.008,0.002,0.006,0.01,0.001,0.0607,Class I
1619,12.75,0.25,51299,76839,31.6,0.292,1.01,0.016,0.022,0.012,0.004,0.013,0.004,0.011,0.063,0.001,0.469,Grade B
1620,12.75,0.25,55433,72393,29,0.244,0.749,0.025,0.009,0.05,0.001,0.03,0.007,0.023,0.051,0.001,0.381,X46
