ID,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,Elongation,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%Ni,%Cu,%Nb,CE(IIW),Pipe_Grade
412,6.625,0.3,54000,59500,23,0.108,0.384,0.016,0.009,0.008,0.005,0.025,0.004,0.011,0.058,0.001,0.182,Grade B
548,6.625,0.25,48900,74000,30,0.246,0.353,0.014,0.006,0.017,0.001,0.035,0.005,0.008,0.013,0.001,0.314,Grade B
550,16,0.281,47000,70000,31,0.255,0.59,0.019,0.008,0.039,0.005,0.025,0.005,0.007,0.014,0.001,0.361,X42
550,16,0.281,48400,71000,35,0.255,0.59,0.019,0.008,0.039,0.005,0.025,0.005,0.007,0.014,0.001,0.361,X42
551,10.75,0.307,48700,76000,27,0.227,0.795,0.024,0.012,0.032,0.01,0.021,0.006,0.027,0.025,0.001,0.369,Grade B
552,8.625,0.203,50000,69500,37,0.281,0.666,0.021,0.008,0.031,0.021,0.023,0.004,0.008,0.016,0.003,0.399,Grade B
553,10.75,0.344,51000,65500,29,0.261,0.549,0.036,0.024,0.012,0.011,0.015,0.012,0.051,0.087,0.003,0.367,Grade B
553,10.75,0.344,52000,66000,25,0.243,0.485,0.031,0.019,0.018,0.019,0.016,0.009,0.049,0.067,0.002,0.337,Grade B
553,10.75,0.344,52500,66000,28,0.207,0.64,0.02,0.007,0.008,0.002,0.029,0.007,0.056,0.093,0.006,0.331,Grade B
419,8.625,0.156,62000,75500,29,0.255,1.08,0.016,0.012,0.015,0.006,0.028,0.007,0.011,0.016,0.018,0,X52
416,10.75,0.25,55500,77500,30,0.216,0.933,0.016,0.014,0.035,0.012,0.008,0.007,0.006,0.013,0.002,0,X46
421,8.625,0.203,63000,87000,29,0.25,1.07,0.017,0.012,0.164,0.035,0.025,0.019,0.028,0.022,0.002,0.446,X52
422,10.75,0.203,52000,72000,35,0.267,1.13,0.02,0.008,0.02,0.016,0.015,0.008,0.013,0.019,0.002,0.463,X46
557,16,0.25,61500,82000,25,0.306,1.02,0.025,0.008,0.041,0.015,0.013,0.011,0.011,0.014,0.001,0.483,X52
557,16,0.25,61500,81500,27,0.314,1.05,0.028,0.009,0.043,0.015,0.013,0.012,0.011,0.014,0.002,0.496,X52
426,6.625,0.125,78000,87000,21,0.176,0.759,0.019,0.005,0.013,0.054,0.085,0.036,0.094,0.139,0.002,0,X60
560,16,0.312,57000,72000,18,0.242,0.88,0.024,0.016,0.003,0.008,0.029,0.01,0.015,0.033,0.002,0.4,X48
560,16,0.312,58000,71500,30,0.257,0.99,0.023,0.017,0.006,0.006,0.029,0.009,0.016,0.026,0.003,0.433,X48
560,16,0.312,60000,76000,20,0.259,1.02,0.03,0.019,0.004,0.005,0.029,0.016,0.019,0.031,0.002,0.442,X48
428,10.75,0.365,36600,52500,43,0.086,0.405,0.03,0.007,0.03,0.011,0.007,0.003,0.008,0.015,0.001,0.157,Class II
429,8.625,0.203,46700,72500,29,0.253,0.748,0.029,0.008,0.106,0.002,0.06,0.017,0.078,0.17,0.002,0.41,Grade B
431,6.625,0.188,50500,65000,34,0.261,0.76,0.028,0.009,0.011,0.022,0.019,0.008,0.028,0.143,0.002,0.405,Grade B
432,20,0.312,48900,70500,34,0.259,0.841,0.028,0.015,0.004,0.01,0.032,0.007,0.047,0.049,0.003,0.414,X46
432,20,0.312,51000,73500,34,0.246,0.86,0.029,0.015,0.009,0.004,0.038,0.008,0.023,0.059,0.003,0.404,X46
434,16,0.219,52500,71500,35,0.209,0.816,0.015,0.008,0.013,0.008,0.015,0.007,0.008,0.008,0.001,0.351,X42
435,12.75,0.25,47200,66500,31,0.215,0.656,0.027,0.006,0.006,0,0.124,0.005,0.008,0.24,0.001,0.367,X46
435,12.75,0.25,50000,69500,27,0.228,0.605,0.023,0.006,0.004,0,0.121,0.004,0.01,0.235,0.001,0.37,X46
435,12.75,0.25,53500,71500,25,0.185,0.645,0.016,0.004,0.004,0,0.135,0.004,0.007,0.209,0.001,0.385,X46
435,12.75,0.25,55000,80500,25,0.28,0.872,0.017,0.006,0.005,0.001,0.177,0.007,0.014,0.29,0.001,0.483,X46
435,12.75,0.25,57000,76500,23,0.293,0.905,0.028,0.008,0.004,0.002,0.15,0.007,0.014,0.317,0.001,0.498,X46
566,12.75,0.25,56500,74500,24,0.216,0.559,0.016,0.004,0.004,0.002,0.138,0.01,0.024,0.214,0.004,0.355,X46
441,14,0.25,67500,82500,29,0.051,1.07,0.006,0.007,0.196,0.033,0.018,0.006,0.006,0.01,0.04,0,X60
441,14,0.25,78000,83000,27,0.051,1.07,0.006,0.007,0.196,0.033,0.018,0.006,0.006,0.01,0.04,0,X60
443,22,0.344,51500,75000,31,0.292,0.851,0.028,0.059,0.008,0.001,0.015,0.007,0.033,0.036,0.002,0.443,X46
444,22,0.344,52500,76500,26,0.234,0.699,0.029,0.053,0.01,0.067,0.014,0.007,0.056,0.097,0.002,0.365,X46
442,22,0.344,55000,80500,27,0.268,0.816,0.031,0.051,0.008,0.011,0.015,0.006,0.033,0.031,0.002,0.413,X46
445,22,0.312,52000,75000,31,0.246,0.773,0.013,0.035,0.005,0.001,0.019,0.006,0.032,0.035,0.002,0.385,X46
446,22,0.312,55500,80000,25,0.262,0.857,0.032,0.052,0.007,0.025,0.017,0.007,0.027,0.051,0.003,0.415,X46
449,8.625,0.156,56000,72500,31,0.211,0.649,0.018,0.012,0.01,0.005,0.032,0.013,0.057,0.137,0.001,0.341,X52
451,32,0.312,56500,78000,33,0.202,1,0.02,0.007,0.023,0.002,0.047,0.016,0.024,0.021,0.002,0.385,X52
450,22,0.312,41500,71000,35,0.232,0.486,0.04,0.017,0.149,0.02,0.007,0.005,0.006,0.009,0.002,0.317,Grade B
450,22,0.312,48300,74000,36,0.232,0.486,0.04,0.017,0.149,0.02,0.007,0.005,0.006,0.009,0.002,0.317,Grade B
448,10.75,0.203,47300,70000,25,0.253,0.79,0.016,0.008,0.006,0,0.008,0.006,0.007,0.008,0.001,0.389,X42
452,8.625,0.156,51500,66500,34,0.258,0.68,0.023,0.01,0.009,0.018,0.031,0.01,0.049,0.116,0.002,0.391,X52
453,12.75,0.25,49900,68000,30,0.219,0.678,0.015,0.005,0.004,0,0.119,0.005,0.013,0.202,0.001,0.371,X46
453,12.75,0.25,50500,64500,32,0.178,0.68,0.015,0.006,0.003,0,0.146,0.012,0.022,0.216,0.001,0.339,X46
453,12.75,0.25,52000,69000,22,0.252,0.801,0.017,0.008,0.004,0,0.019,0.005,0.008,0.313,0.001,0.412,X46
453,12.75,0.25,52000,67500,28,0.241,0.659,0.016,0.005,0.005,0,0.118,0.004,0.008,0.257,0.001,0.393,X46
462,8.625,0.219,51500,67000,37,0.211,0.679,0.008,0.016,0.017,0.098,0.038,0.005,0.016,0.014,0.002,0.335,X42
463,6.625,0.156,62000,79000,27,0.221,0.744,0.021,0.021,0.081,0.005,0.044,0.014,0.056,0.117,0.003,0.369,X46
464,12.75,0.25,60000,76000,20,0.205,0.686,0.02,0.007,0.007,0,0.023,0.007,0.023,0.094,0.001,0.333,X42
563,12.75,0.25,46600,71500,32,0.207,0.627,0.015,0.006,0.189,0.032,0.022,0.004,0.005,0.008,0.003,0.326,X42
486,24,0.281,59500,79500,29,0.243,1.01,0.035,0.019,0.069,0.002,0.02,0.008,0.065,0.11,0.003,0.43,X52
485,22,0.281,58500,82500,29,0.262,0.968,0.032,0.013,0.045,0.003,0.02,0.006,0.029,0.14,0.003,0.44,X52
487,12.75,0.203,50000,68000,32,0.194,0.699,0.027,0.023,0.215,0.025,0.043,0.009,0.036,0.089,0.002,0.329,X46
488,12.75,0.25,51500,66000,35,0.172,1.19,0.023,0.006,0.013,0.005,0.026,0.007,0.011,0.015,0.021,0.379,X52
488,12.75,0.25,53500,64000,33,0.17,0.987,0.016,0.006,0.009,0.002,0.02,0.006,0.019,0.014,0,0.345,X52
490,24,0.281,56500,79000,31,0.261,0.948,0.027,0.017,0.064,0.004,0.019,0.008,0.072,0.149,0.003,0.44,X52
490,24,0.281,64500,88000,27,0.264,0.976,0.025,0.012,0.075,0.004,0.02,0.006,0.069,0.125,0.003,0.446,X52
497,18,0.625,68500,88000,36,0.075,1.47,0.003,0.006,0.334,0.027,0.043,0.032,0.094,0.291,0.042,0.367,X65
495,10.75,0.188,57000,75000,31,0.206,1.07,0.018,0.006,0.014,0.058,0.013,0.007,0.011,0.014,0.051,0.391,X60
496,10.75,0.25,49700,68500,30,0.236,0.466,0.028,0.027,0.006,0.022,0.018,0.006,0.031,0.038,0.002,0.323,Grade B
492,6.625,0.25,52000,83000,32,0.253,0.871,0.023,0.006,0.205,0.021,0.017,0.015,0.03,0.036,0.002,0.409,X42
565,22,0.375,49600,82500,32,0.267,0.78,0.023,0.012,0.128,0.003,0.006,0.006,0.005,0.01,0.002,0.401,X46
564,8.625,0.25,61500,74000,23,0.244,0.754,0.018,0.008,0.008,0.009,0.011,0.005,0.011,0.012,0.003,0.375,X42
568,8.625,0.219,55500,75000,29,0.24,1.06,0.027,0.021,0.019,0.007,0.035,0.007,0.023,0.09,0.002,0.433,X52
569,22,0.344,59500,82000,32,0.266,1.04,0.023,0.01,0.052,0.001,0.021,0.006,0.02,0.116,0.003,0.454,X52
570,22,0.25,60000,85500,24,0.272,0.745,0.038,0.011,0.141,0.003,0.039,0.013,0.07,0.216,0.003,0.426,X45
571,10.75,0.279,58000,71500,30,0.255,0.553,0.019,0.028,0.002,0.051,0.025,0.008,0.059,0.059,0.004,0.362,Grade B
572,4.5,0.141,57500,74500,31,0.238,0.838,0.014,0.004,0.008,0.003,0.017,0.007,0.025,0.052,0.004,0.388,Grade B
572,4.5,0.141,58500,77000,27,0.23,0.851,0.013,0.003,0.008,0.002,0.017,0.007,0.024,0.05,0.004,0.382,Grade B
573,8.625,0.188,53500,66500,35,0.232,0.79,0.027,0.005,0.014,0.023,0.017,0.017,0.027,0.198,0.003,0.386,X42
579,12.75,0.25,61000,84000,28,0.27,1.19,0.023,0.03,0.048,0.001,0.028,0.013,0.076,0.402,0.002,0.509,X52
579,12.75,0.25,63000,85000,29,0.271,1.14,0.016,0.025,0.033,0.001,0.02,0.011,0.05,0.37,0.002,0.496,X52
579,12.75,0.25,63500,90500,27,0.275,1.15,0.015,0.024,0.039,0.002,0.028,0.012,0.061,0.397,0.002,0.506,X52
579,12.75,0.25,63500,87500,27,0.269,1.15,0.024,0.031,0.039,0.001,0.038,0.015,0.105,0.507,0.002,0.513,X52
579,12.75,0.25,64000,88500,26,0.301,1.38,0.019,0.039,0.03,0.002,0.03,0.015,0.068,0.4,0.002,0.572,X52
579,12.75,0.25,64500,89500,28,0.304,1.21,0.021,0.031,0.038,0.001,0.036,0.016,0.124,0.418,0.002,0.553,X52
579,12.75,0.25,64500,89000,27,0.27,1.13,0.027,0.031,0.05,0.001,0.035,0.014,0.078,0.432,0.002,0.503,X52
579,12.75,0.25,66500,95500,25,0.278,1.15,0.015,0.029,0.037,0,0.028,0.013,0.062,0.407,0.002,0.51,X52
575,10.75,0.219,61000,93500,26,0.324,1.06,0.012,0.008,0.014,0.005,0.015,0.007,0.008,0.015,0.001,0.507,X52
575,10.75,0.219,64500,96500,25,0.321,1.08,0.015,0.008,0.012,0.009,0.01,0.007,0.008,0.017,0.001,0.506,X52
575,10.75,0.219,65500,95000,22,0.283,1.05,0.023,0.01,0.008,0.01,0.015,0.006,0.008,0.015,0.002,0.464,X52
575,10.75,0.219,66500,93500,19,0.287,1.16,0.013,0.011,0.017,0.005,0.013,0.011,0.008,0.012,0.001,0.487,X52
588,10.75,0.25,52500,72000,27,0.215,0.734,0.014,0.007,0.003,0.001,0.022,0.004,0.011,0.016,0.002,0.345,X42
590,10.75,0.188,57800,83400,27.1,0.259,1.13,0.018,0.01,0.235,0.004,0.03,0.013,0.047,0.118,0.002,0.468,X52
598,24,0.281,62500,83000,32,0.269,1.07,0.033,0.016,0.066,0.002,0.017,0.007,0.03,0.19,0.004,0.467,X52
606,24,0.281,58000,78500,32,0.269,1.07,0.033,0.016,0.066,0.002,0.017,0.007,0.03,0.19,0.004,0.467,X52
602,24,0.281,60300,78100,27.1,0.278,0.982,0.029,0.018,0.112,0.001,0.012,0.005,0.07,0.078,0.002,0.456,X52
600,16,0.25,47400,71000,33,0.25,0.69,0.025,0.006,0.013,0.073,0.016,0.008,0.029,0.081,0.002,0.378,X42
601,16,0.25,54000,68000,34,0.177,0.47,0.026,0.028,0.184,0.016,0.042,0.008,0.041,0.096,0.002,0.275,X52
609,12.75,0.203,53000,68000,36.8,0.225,1.04,0.015,0.009,0.015,0.003,0.017,0.005,0.01,0.013,0.012,0.404,X52
613,10.75,0.25,61500,86000,27.1,0.246,1.03,0.027,0.007,0.01,0.004,0.01,0.004,0.008,0.013,0.002,0.422,X52
634,6.625,0.25,43100,69500,36.9,0.221,0.805,0.019,0.007,0.034,0.006,0.016,0.003,0.006,0.01,0.001,0.36,X42
634,6.625,0.25,43300,70500,36.9,0.221,0.805,0.019,0.007,0.034,0.006,0.016,0.003,0.006,0.01,0.001,0.36,X42
631,3.5,0.156,52000,63000,37,0.268,0.488,0.015,0.008,0.015,0.017,0.056,0.009,0.036,0.062,0.001,0.369,X42
630,8.625,0.25,47700,67500,38.1,0.164,0.79,0.007,0.016,0.147,0.034,0.032,0.006,0.02,0.007,0.001,0.305,X42
635,16,0.281,50600,79800,32.5,0.252,1.24,0.023,0.012,0.103,0.012,0.045,0.026,0.064,0.07,0.002,0.483,X52
625,10.75,0.25,52500,68000,30.1,0.196,0.458,0.024,0.03,0.004,0.028,0.024,0.005,0.047,0.046,0.001,0.283,Grade B
623,10.75,0.25,50500,60500,32.2,0.24,0.566,0.03,0.007,0.007,0.001,0.023,0.009,0.045,0.17,0.001,0.355,X42
638,10.75,0.219,59600,85600,25.8,0.246,1.03,0.027,0.007,0.01,0.004,0.01,0.004,0.008,0.013,0.002,0.422,X52
638,10.75,0.219,59600,91500,23.9,0.272,1.07,0.017,0.007,0.013,0.004,0.009,0.005,0.01,0.024,0.002,0.458,X52
638,10.75,0.219,61500,86000,27.1,0.288,1.06,0.021,0.009,0.011,0.003,0.015,0.006,0.008,0.017,0.001,0.471,X52
638,10.75,0.219,61500,93500,24.7,0.311,1.18,0.017,0.008,0.01,0.003,0.013,0.01,0.009,0.021,0.002,0.518,X52
638,10.75,0.219,65900,99400,22.7,0.299,1.16,0.016,0.008,0.01,0.009,0.012,0.006,0.008,0.014,0.002,0.495,X52
638,10.75,0.219,66200,96300,23.5,0.281,1.07,0.014,0.009,0.009,0.006,0.015,0.019,0.011,0.02,0.002,0.47,X52
637,8.625,0.203,63500,88000,33.5,0.34,0.858,0.02,0.018,0.17,0.021,0.02,0.009,0.033,0.016,0.001,0.492,Grade B
636,12.75,0.312,77000,83500,34.4,0.071,1.21,0.006,0.017,0.258,0.045,0.012,0.004,0.004,0.006,0.039,0.277,X65
647,10.75,0.344,41900,70000,37.5,0.259,0.463,0.024,0.011,0.116,0.041,0.048,0.006,0.024,0.061,0.002,0.353,Grade B
647,10.75,0.344,42700,69000,36,0.271,0.463,0.027,0.012,0.117,0.041,0.048,0.006,0.024,0.061,0.002,0.365,Grade B
647,10.75,0.344,46600,72500,32.9,0.268,0.438,0.021,0.011,0.305,0.019,0.037,0.009,0.014,0.024,0.002,0.353,Grade B
646,10.75,0.25,44500,65500,30,0.228,0.541,0.021,0.008,0.048,0.002,0.024,0.007,0.028,0.06,0.002,0.33,Grade B
644,16,0.25,59000,86500,28.6,0.274,1.23,0.025,0.032,0.218,0.019,0.032,0.012,0.068,0.383,0.003,0.518,X52
644,16,0.25,60000,85000,29,0.288,1.18,0.019,0.026,0.029,0.002,0.022,0.018,0.068,0.346,0.003,0.521,X52
644,16,0.25,61000,85500,30,0.268,1.17,0.026,0.027,0.037,0.019,0.025,0.012,0.078,0.395,0.003,0.518,X52
644,16,0.25,61500,88500,29.8,0.266,1.17,0.02,0.029,0.038,0.002,0.024,0.02,0.097,0.418,0.004,0.505,X52
644,16,0.25,62500,93000,28,0.279,1.15,0.02,0.029,0.04,0.004,0.035,0.015,0.07,0.357,0.004,0.51,X52
644,16,0.25,63000,87500,27.4,0.275,1.25,0.023,0.027,0.068,0.001,0.028,0.017,0.105,0.364,0.004,0.524,X52
656,10.75,0.25,63500,86500,32,0.209,1.14,0.017,0.01,0.117,0.016,0.015,0.01,0.014,0.017,0.003,0.411,X52
656,10.75,0.25,63500,86500,32,0.209,1.14,0.017,0.01,0.117,0.016,0.015,0.01,0.014,0.017,0.003,0.411,X52
653,24,0.25,72500,92000,26.3,0.204,1.28,0.018,0.01,0.023,0.002,0.051,0.01,0.02,0.023,0.026,0.433,X60
653,24,0.25,74000,90500,16,0.204,1.28,0.018,0.01,0.023,0.002,0.051,0.01,0.02,0.023,0.026,0.433,X60
650,12.75,0.312,49100,76000,37.5,0.31,0.92,0.041,0.012,0.012,0.006,0.04,0.008,0.029,0.05,0.002,0.479,X42
650,12.75,0.312,51000,75000,36.3,0.29,0.891,0.027,0.008,0.017,0.026,0.023,0.011,0.019,0.04,0.003,0.45,X42
658,10.75,0.307,55500,71000,32.6,0.15,0.588,0.023,0.006,0.005,0,0.019,0.004,0.009,0.022,0.001,0.255,Grade B
658,10.75,0.307,57500,69000,31.6,0.15,0.588,0.023,0.006,0.005,0,0.019,0.004,0.009,0.022,0.001,0.255,Grade B
664,8.625,0.277,39900,63000,40.9,0.145,0.946,0.016,0.012,0.138,0,0.008,0.003,0.008,0.016,0,0.307,Grade B
662,12.75,0.25,42400,66500,44.9,0.222,0.766,0.027,0.007,0.035,0.004,0.011,0.006,0.029,0.112,0.001,0.363,X42
670,6.625,0.156,57500,75000,34.6,0.144,0.779,0.01,0.02,0.123,0.041,0.032,0.005,0.018,0.006,0.014,0.284,X52
669,6.625,0.188,54000,74000,34.6,0.197,0.434,0.033,0.041,0.238,0.012,0.063,0.006,0.058,0.192,0.001,0.3,X46
676,12.75,0.25,55500,75500,29.5,0.249,1.05,0.026,0.009,0.045,0.002,0.017,0.003,0.025,0.106,0.002,0.437,X42
674,40,0.344,75500,90000,25.1,0.197,1.12,0.017,0.009,0.216,0.02,0.042,0.006,0.029,0.085,0.037,0.402,X60
675,8.625,0.315,32796,50860,39.4,0.199,0.573,0.027,0.006,0.012,0.003,0.06,0.004,0.033,0.141,0.002,0.319,Grade A
672,24,0.281,67000,90000,24,0.198,1.3,0.018,0.01,0.044,0.001,0.018,0.002,0.017,0.07,0.012,0.425,X60
695,8.625,0.25,52000,71000,38.5,0.174,0.693,0.012,0.008,0.217,0.041,0.023,0.002,0.044,0.039,0.002,0.3,X52
696,8.625,0.25,54000,72000,36.1,0.177,0.694,0.013,0.008,0.218,0.04,0.023,0.002,0.044,0.039,0.001,0.303,X52
697,6.625,0.25,57500,74500,29.5,0.206,0.796,0.027,0.014,0.118,0.003,0.044,0.01,0.061,0.114,0.002,0.362,X52
693,6.625,0.203,45000,63500,43.2,0.148,0.502,0.018,0.018,0.218,0.029,0.022,0.003,0.037,0.018,0.002,0.241,X42
693,6.625,0.203,45200,64000,40,0.146,0.502,0.018,0.017,0.216,0.03,0.022,0.003,0.036,0.018,0.002,0.239,X42
671,6.625,0.156,54500,74000,31,0.282,0.584,0.018,0.007,0.015,0.007,0.033,0.012,0.076,0.138,0.001,0.403,X42
692,16.625,0.281,55000,87500,33.5,0.248,1.21,0.017,0.014,0.168,0.024,0.047,0.012,0.065,0.058,0.002,0.47,X52
689,16.25,0.312,55500,71500,32.9,0.233,0.78,0.027,0.014,0.006,0.014,0.044,0.009,0.024,0.063,0.002,0.379,X52
690,10.625,0.28,51500,76000,41.4,0.245,1.01,0.027,0.009,0.015,0.02,0.026,0.007,0.048,0.057,0.002,0.427,X42
691,10.625,0.28,54000,77000,38.3,0.259,0.76,0.024,0.01,0.052,0.018,0.033,0.005,0.028,0.036,0.002,0.398,X42
687,10.75,0.279,39200,60000,47.2,0.164,0.513,0.017,0.007,0.027,0.011,0.008,0,0.007,0.02,0.001,0.253,Grade B
677,6.625,0.125,66000,82000,30.6,0.188,0.744,0.016,0.004,0.017,0.045,0.055,0.025,0.073,0.139,0.001,0.359,X60
677,6.625,0.125,68500,87500,28.2,0.192,0.827,0.019,0.006,0.02,0.064,0.134,0.027,0.081,0.131,0.002,0.387,X60
677,6.625,0.125,68500,75500,31,0.197,0.742,0.016,0.004,0.015,0.037,0.059,0.021,0.056,0.069,0.001,0.355,X60
677,6.625,0.125,69200,84200,30.9,0.186,0.775,0.019,0.004,0.018,0.06,0.075,0.023,0.068,0.138,0.001,0.359,X60
677,6.625,0.125,70000,77000,28.1,0.195,0.745,0.015,0.003,0.015,0.037,0.059,0.021,0.056,0.069,0.001,0.354,X60
677,6.625,0.125,70200,77800,24.6,0.18,0.69,0.017,0.003,0.016,0.059,0.057,0.028,0.085,0.176,0.002,0.339,X60
677,6.625,0.125,71700,82100,29.1,0.186,0.766,0.018,0.004,0.018,0.06,0.075,0.023,0.068,0.137,0.002,0.358,X60
677,6.625,0.125,73100,89400,30.3,0.194,0.761,0.021,0.003,0.025,0.058,0.066,0.024,0.028,0.227,0.002,0.371,X60
677,6.625,0.125,78200,87300,26.4,0.185,0.725,0.016,0.004,0.017,0.031,0.087,0.03,0.107,0.145,0.002,0.356,X60
700,6.625,0.188,63200,71200,35.4,0.133,1.19,0.002,0.016,0.257,0.035,0.064,0.093,0.066,0.045,0.031,0.377,X42
698,12.75,0.25,60500,76000,30.7,0.161,0.639,0.027,0.01,0.054,0.006,0.077,0.011,0.143,0.462,0.005,0.326,X45
705,30,0.438,77500,109000,24.5,0.244,1.37,0.019,0.013,0.036,0.002,0.052,0.006,0.044,0.103,0.035,0.494,X60
702,20,0.25,69500,82000,33.3,0.22,1.1,0.015,0.016,0.03,0.002,0.019,0.002,0.018,0.083,0.014,0.415,X60
701,22,0.3,51500,84000,35,0.276,1.15,0.019,0.015,0.134,0.009,0.008,0.001,0.009,0.01,0.001,0.471,X52
707,8.625,0.203,57500,97000,25.7,0.27,0.77,0.04,0.03,0.09,0,0.08,0.02,0.08,0.21,0,0.44,Grade B
708,6.625,0.25,49800,73500,34.3,0.191,0.592,0.027,0.006,0.129,0.027,0.026,0.018,0.062,0.077,0.002,0.308,X42
708,6.625,0.25,53500,81000,36.9,0.233,0.721,0.024,0.007,0.16,0.047,0.034,0.025,0.06,0.072,0.003,0.374,X42
709,16,0.25,58000,72500,38.3,0.186,1.1,0.021,0.006,0.034,0.001,0.011,0.001,0.01,0.01,0.025,0.37,X52
710,4.5,0.188,57500,74000,35.4,0.218,0.609,0.02,0.008,0.014,0.005,0.027,0.005,0.044,0.108,0.001,0.328,X46
711,16,0.25,73500,88000,17,0.055,1.05,0.014,0.008,0.034,0.05,0.028,0.003,0.021,0.028,0.063,0.24,X60
716,16,0.281,63500,82500,32.8,0.234,0.816,0.029,0.016,0.007,0.006,0.03,0.001,0.019,0.037,0.002,0.38,X52
719,24,0.25,55500,83500,33.5,0.307,1.2,0.016,0.008,0.047,0.014,0.025,0.002,0.012,0.025,0.004,0.507,X52
717,24,0.25,65000,89500,28.6,0.245,1.31,0.024,0.011,0.021,0.001,0.044,0.005,0.03,0.024,0.014,0.477,X60
717,24,0.25,67000,93500,30.4,0.245,1.31,0.024,0.011,0.021,0.001,0.044,0.005,0.03,0.024,0.014,0.477,X60
720,6.625,0.188,60500,67500,27.1,0.185,0.64,0.025,0.008,0.045,0.003,0.024,0.005,0.04,0.13,0.002,0.309,X42
721,8.625,0.277,47100,55000,36.8,0.123,0.459,0.019,0.01,0.004,0.001,0.04,0.002,0.022,0.072,0.001,0.214,Grade B
722,12.75,0.25,58000,74000,28.7,0.234,0.96,0.022,0.014,0.058,0.002,0.025,0.004,0.044,0.146,0.002,0.413,X52
725,20,0.5,46200,69000,36.1,0.239,0.814,0.028,0.023,0.025,0.005,0.075,0.006,0.039,0.046,0.002,0.397,X42
724,8.625,0.322,38600,64500,37.2,0.295,0.442,0.026,0.006,0.043,0.002,0.019,0.005,0.012,0.026,0.001,0.376,Grade B
723,8.625,0.322,38600,64500,37.2,0.295,0.442,0.026,0.006,0.043,0.002,0.019,0.005,0.012,0.026,0.001,0.376,Grade B
726,8.625,0.322,48900,72000,42.1,0.186,0.562,0.008,0.006,0.318,0.021,0.035,0.003,0.032,0.126,0.001,0.298,X42
726,8.625,0.322,61500,69000,34.8,0.046,0.974,0.005,0.013,0.178,0.019,0.031,0.009,0.039,0.075,0.012,0.224,X42
726,8.625,0.322,62500,69500,37.2,0.047,0.983,0.005,0.013,0.179,0.018,0.032,0.009,0.039,0.076,0.013,0.227,X42
728,8.625,0.203,45000,69000,35.1,0.153,0.727,0.024,0.011,0.04,0.022,0.033,0.001,0.009,0.015,0.001,0.283,Grade B
730,24,0.25,70500,92000,29.7,0.247,1.29,0.018,0.018,0.053,0.001,0.054,0.002,0.017,0.022,0.018,0.476,X60
731,16,0.375,43500,70000,41.3,0.283,0.673,0.022,0.005,0.051,0.005,0.015,0.002,0.012,0.029,0.001,0.4,X42
732,6.625,0.28,42700,59000,36,0.221,0.898,0.019,0.011,0.014,0.001,0.024,0.002,0.019,0.042,0.001,0.38,Grade B
733,6.625,0.188,46600,66000,35.5,0.262,0.715,0.03,0.01,0.011,0.048,0.034,0.006,0.052,0.181,0.003,0.405,Grade B
733,6.625,0.188,58000,76000,32.9,0.262,0.713,0.028,0.011,0.01,0.027,0.34,0.006,0.053,0.18,0.003,0.405,Grade B
734,24,0.35,71000,83000,32.4,0.051,1.53,0.002,0.012,0.243,0.047,0.058,0.003,0.017,0.039,0.064,0.334,X70
734,24,0.35,77500,97000,31.6,0.058,1.38,0.003,0.014,0.212,0.04,0.032,0.002,0.008,0.016,0.058,0.308,X70
734,24,0.35,78000,94000,30,0.051,1.53,0.002,0.012,0.243,0.047,0.058,0.003,0.017,0.039,0.064,0.334,X70
734,24,0.35,80500,98500,32,0.065,1.36,0.003,0.013,0.213,0.047,0.058,0.003,0.017,0.013,0.064,0.334,X70
734,24,0.35,82500,101000,30.9,0.065,1.57,0.002,0.01,0.225,0.037,0.047,0.002,0.013,0.046,0.066,0.353,X70
734,24,0.35,82500,96500,28.5,0.04,1.42,0.004,0.011,0.186,0.035,0.026,0,0.009,0.028,0.074,0.285,X70
734,24,0.35,84000,101000,29.9,0.061,1.32,0.003,0.014,0.229,0.048,0.034,0.002,0.008,0.017,0.061,0.3,X70
734,24,0.35,87500,98000,31.8,0.061,1.32,0.003,0.014,0.229,0.048,0.034,0.002,0.008,0.017,0.061,0.3,X70
738,16,0.281,57000,69000,38.5,0.223,0.835,0.021,0.01,0.005,0.003,0.026,0.004,0.018,0.033,0.002,0.372,X52
737,14,0.281,53000,69500,37.2,0.219,0.866,0.022,0.007,0.017,0.003,0.031,0,0.011,0.014,0.002,0.372,X42
739,36,0.438,63500,84500,32.4,0.209,1.3,0.016,0.006,0.027,0.001,0.031,0.001,0.019,0.028,0.041,0.436,X60
739,36,0.438,63500,84500,33.5,0.209,1.27,0.017,0.008,0.029,0.001,0.055,0.001,0.029,0.04,0.04,0.437,X60
761,8.625,0.25,35200,48400,32.8,0.055,0.4,0.029,0.014,0.006,0.026,0.009,0.001,0.006,0.017,0.001,0.125,Grade B
760,8.625,0.25,42800,72500,30,0.25,0.84,0.023,0.007,0.022,0.031,0.016,0.004,0.009,0.012,0.001,0.395,Grade B
759,8.625,0.25,43500,79500,36.3,0.284,0.92,0.021,0.006,0.056,0.026,0.052,0.01,0.015,0.033,0.002,0.453,Grade B
762,8.625,0.25,47300,64000,33.3,0.238,0.76,0.032,0.006,0.009,0,0.004,0.009,0.023,0.015,0.001,0.386,Grade B
