name,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,Grade_Early_bin
576,44300,68000,1946,0.206,0.583,0.014,0.023,0.007,0.012,0.009,0.003,0,0.009,0.012,0.001,0.002,0.001,0.002,0
577,44500,65500,1956,0.228,0.541,0.021,0.048,0.008,0.002,0.024,0.007,0.001,0.028,0.06,0.011,0.002,0.002,0.013,0
578,45900,57700,1954,0.14,0.55,0.018,0,0.005,0,0.019,0.009,0,0.029,0.075,0.006,0,0,0.004,0
579,49000,77000,1952,0.24,0.6,0.018,0.17,0.008,0.01,0.02,0.023,0,0.032,0.04,0,0,0.002,0,0
580,49700,68500,1948,0.236,0.466,0.028,0.006,0.027,0.022,0.018,0.006,0.001,0.031,0.038,0.004,0.002,0.002,0.005,0
581,50500,60500,1954,0.24,0.566,0.03,0.007,0.007,0.001,0.023,0.009,0.001,0.045,0.17,0.02,0.002,0.001,0.007,0
582,51500,68000,1948,0.222,0.542,0.028,0.008,0.026,0.016,0.032,0.014,0,0.053,0.048,0.002,0.001,0.001,0.001,0
583,52500,72000,1954,0.215,0.734,0.014,0.003,0.007,0.001,0.022,0.004,0.001,0.011,0.016,0.002,0.002,0.002,0.005,0
584,52500,68000,1948,0.196,0.458,0.024,0.004,0.03,0.028,0.024,0.005,0,0.047,0.046,0.002,0.002,0.001,0.005,0
585,54000,67000,1954,0.177,0.616,0.015,0.003,0.006,0.001,0.023,0.005,0.001,0.016,0.058,0.005,0.002,0.002,0.006,0
586,54000,69000,1954,0.219,0.769,0.027,0.088,0.011,0.001,0.015,0.007,0.001,0.021,0.046,0.004,0.002,0.001,0.006,0
587,55500,77500,1954,0.216,0.933,0.016,0.035,0.014,0.012,0.008,0.007,0.002,0.006,0.013,0.002,0.002,0.002,0.005,0
588,57000,74000,1955,0.212,0.839,0.024,0.008,0.014,0.017,0.041,0.008,0,0.032,0.123,0.022,0.001,0.001,0.002,0
589,60000,73500,1948,0.222,0.542,0.028,0.008,0.026,0.016,0.032,0.014,0,0.053,0.048,0.002,0.001,0.001,0.001,0
590,61500,86000,1961,0.246,1.03,0.027,0.01,0.007,0.004,0.01,0.004,0.002,0.008,0.013,0.001,0.002,0.002,0.006,0
591,62000,81500,1953,0.28,0.71,0.022,0.13,0.008,0.019,0.02,0.01,0.001,0.045,0.19,0.024,0.002,0.002,0.011,0
592,63500,86500,1960,0.209,1.14,0.017,0.117,0.01,0.016,0.015,0.01,0.025,0.014,0.017,0.003,0.002,0.003,0.004,0
593,63500,86500,1960,0.209,1.14,0.017,0.117,0.01,0.016,0.015,0.01,0.025,0.014,0.017,0.003,0.002,0.003,0.004,0
594,63500,77500,1955,0.212,0.839,0.024,0.008,0.014,0.017,0.041,0.008,0,0.032,0.123,0.022,0.001,0.001,0.002,0
595,35200,48400,1952,0.055,0.4,0.029,0.006,0.014,0.026,0.009,0.001,0,0.006,0.017,0.002,0.001,0.001,0.004,0
596,42800,72500,1952,0.25,0.84,0.023,0.022,0.007,0.031,0.016,0.004,0,0.009,0.012,0.001,0.001,0.001,0.002,0
597,43500,79500,1952,0.284,0.92,0.021,0.056,0.006,0.026,0.052,0.01,0.001,0.015,0.033,0.004,0.001,0.002,0.003,0
598,47300,64000,1952,0.238,0.76,0.032,0.009,0.006,0,0.004,0.009,0.002,0.023,0.015,0.041,0.001,0.001,0.038,0
599,47700,67500,1980,0.164,0.79,0.007,0.147,0.016,0.034,0.032,0.006,0.002,0.02,0.007,0.001,0.002,0.001,0.004,0
600,48200,76500,1952,0.282,0.92,0.018,0.055,0.006,0.026,0.052,0.01,0.001,0.016,0.033,0.004,0.001,0.001,0.003,0
601,48400,64500,1956,0.24,0.54,0.033,0.069,0.009,0.002,0.011,0.003,0,0.065,0.076,0.006,0.001,0,0.026,0
602,48400,60000,1958,0.198,0.797,0.022,0.015,0.008,0.005,0.018,0.003,0,0.008,0.01,0,0.001,0.001,0.003,0
603,51500,72600,1956,0.25,0.6,0.042,0.067,0.025,0.004,0.023,0.003,0.001,0.065,0.09,0.008,0.001,0,0.025,0
604,52000,71000,1969,0.174,0.693,0.012,0.217,0.008,0.041,0.023,0.002,0,0.044,0.039,0.002,0.001,0.002,0.013,0
605,54000,72000,1969,0.177,0.694,0.013,0.218,0.008,0.04,0.023,0.002,0,0.044,0.039,0.001,0.001,0.001,0.013,0
606,55000,69500,1954,0.183,0.374,0.018,0.041,0.006,0.013,0.02,0.007,0,0.062,0.204,0.02,0.001,0.001,0.009,0
607,58000,69000,1969,0.235,0.98,0.028,0.015,0.008,0.007,0.041,0.004,0,0.011,0.011,0.001,0,0.001,0.003,0
608,59000,69000,1960,0.176,0.888,0.017,0.011,0.005,0.005,0.035,0.003,0,0.017,0.02,0.001,0.001,0.001,0.002,0
609,59000,79500,1968,0.259,0.84,0.02,0.127,0.006,0.005,0.068,0.016,0,0.081,0.154,0.01,0.001,0.001,0.008,0
610,60000,76000,1957,0.275,0.85,0.028,0.045,0.01,0.007,0.022,0.006,0.002,0.03,0.135,0.014,0.002,0.002,0.007,0
611,61000,77000,1962,0.239,0.879,0.018,0.014,0.009,0.003,0.011,0.008,0.002,0.009,0.017,0.002,0.002,0.003,0.007,0
612,61500,74000,1968,0.244,0.754,0.018,0.008,0.008,0.009,0.011,0.005,0.002,0.011,0.012,0.002,0.002,0.003,0.006,0
613,61500,81000,1968,0.268,0.691,0.017,0.058,0.005,0.003,0.059,0.014,0.001,0.069,0.151,0.009,0.001,0.001,0.008,0
614,43100,69500,1948,0.221,0.805,0.019,0.034,0.007,0.006,0.016,0.003,0.001,0.006,0.01,0.001,0.006,0.001,0.004,0
615,43300,70500,1948,0.221,0.805,0.019,0.034,0.007,0.006,0.016,0.003,0.001,0.006,0.01,0.001,0.006,0.001,0.004,0
616,44800,65500,1956,0.19,0.49,0.018,0.043,0.053,0.11,0.006,0,0.003,0.004,0.009,0.001,0.002,0.001,0.004,0
617,46400,68000,1956,0.19,0.49,0.018,0.043,0.053,0.11,0.006,0,0.003,0.004,0.009,0.001,0.002,0.001,0.004,0
618,47700,72500,1970,0.046,0.825,0.005,0.256,0.009,0.024,0.029,0.015,0.003,0.056,0.116,0.008,0.016,0.017,0.005,0
619,47900,74500,1955,0.231,0.49,0.018,0.21,0.038,0.003,0.062,0.007,0,0.067,0.132,0.021,0.001,0.001,0.013,0
620,48900,74000,1941,0.246,0.353,0.014,0.017,0.006,0.001,0.035,0.005,0,0.008,0.013,0.002,0.012,0.001,0.004,0
621,49300,73500,1955,0.192,0.451,0.028,0.228,0.036,0.002,0.05,0.008,0,0.051,0.115,0.012,0.002,0.001,0.01,0
622,49800,73500,1977,0.191,0.592,0.027,0.129,0.006,0.027,0.026,0.018,0,0.062,0.077,0.006,0.002,0.002,0.003,0
623,52000,83000,1962,0.253,0.871,0.023,0.205,0.006,0.021,0.017,0.015,0.002,0.03,0.036,0.007,0.003,0.002,0.004,0
624,52000,74000,1955,0.248,0.388,0.032,0.236,0.026,0.014,0.037,0.004,0,0.043,0.092,0.013,0.002,0.001,0.011,0
625,53000,77000,1955,0.235,0.451,0.026,0.264,0.03,0.013,0.046,0.005,0,0.047,0.102,0.026,0.002,0.001,0.011,0
626,53500,81000,1977,0.233,0.721,0.024,0.16,0.007,0.047,0.034,0.025,0,0.06,0.072,0.006,0.002,0.003,0.004,0
627,54500,76000,1955,0.23,0.475,0.037,0.267,0.02,0.022,0.059,0.008,0,0.058,0.144,0.032,0.001,0.001,0.013,0
628,54500,62500,1955,0.173,0.814,0.013,0.003,0.01,0.001,0.017,0.002,0,0.033,0.013,0,0.001,0.001,0.007,0
629,56000,77500,1955,0.232,0.518,0.027,0.245,0.03,0.022,0.059,0.008,0,0.058,0.215,0.023,0.001,0.001,0.012,0
630,56500,66500,1969,0.196,0.722,0.015,0.006,0.008,0.002,0.018,0,0,0.038,0.02,0.001,0,0.001,0.009,0
631,57500,74500,1969,0.206,0.796,0.027,0.118,0.014,0.003,0.044,0.01,0.001,0.061,0.114,0.007,0.001,0.002,0.01,0
632,60000,74000,1973,0.14,0.71,0.01,0.008,0.007,0.002,0.017,0.004,0,0.012,0.01,0,0.001,0.001,0.002,0
633,68000,81000,1950,0.132,0.628,0.006,0.003,0.003,0.001,0.007,0.003,0,0.004,0.012,0.001,0.001,0.001,0,0
634,72000,82000,1981,0.234,0.565,0.019,0.015,0.005,0.007,0.074,0.009,0,0.023,0.044,0.002,0.001,0.001,0.001,0
635,66500,92000,2015,0.212,1.13,0.012,0.151,0.011,0.019,0.021,0.009,0.024,0.009,0.011,0.001,0.002,0.001,0.001,0
636,36500,57500,1951,0.073,0.413,0.023,0.004,0.051,0.013,0.015,0.004,0,0.023,0.044,0.015,0.001,0.001,0.002,1
637,36700,69500,1984,0.247,0.74,0.017,0.026,0.011,0.005,0.027,0.007,0,0.023,0.018,0.001,0.001,0.001,0.003,0
638,42400,73500,1984,0.24,0.71,0.017,0.024,0.01,0.008,0.027,0.007,0,0.023,0.018,0.001,0.001,0.001,0.003,0
639,47800,66500,1950,0.049,0.408,0.02,0.018,0.075,0.001,0.01,0.002,0.009,0.01,0.009,0.001,0.001,0.001,0.005,1
640,54000,63500,1968,0.221,0.634,0.032,0.011,0.007,0.001,0.012,0.002,0,0.013,0.009,0.001,0.001,0.001,0.004,0
641,72000,75500,1997,0.064,0.859,0.006,0.202,0.008,0.037,0.033,0.01,0.006,0.021,0.054,0.004,0.003,0.024,0.003,0
642,56500,84500,1968,0.268,1.12,0.017,0.015,0.014,0.006,0.059,0.012,0.04,0.033,0.028,0.002,0.001,0.001,0.005,0
643,57000,74000,1968,0.27,1.06,0.015,0.059,0.007,0,0.019,0.011,0,0.027,0.062,0,0,0,0,0
644,57500,76500,1968,0.252,1.17,0.014,0.011,0.009,0.009,0.038,0.027,0.04,0.141,0.016,0.001,0.001,0.001,0.006,0
645,59500,79000,1968,0.252,1.17,0.014,0.011,0.009,0.009,0.038,0.027,0.04,0.141,0.016,0.001,0.001,0.001,0.006,0
646,60100,82000,1968,0.28,1.08,0.015,0.006,0.008,0.001,0.054,0.012,0.002,0.022,0.035,0.007,0.002,0.002,0.006,0
647,60500,82000,1968,0.248,1.16,0.017,0.036,0.011,0.004,0.052,0.009,0.044,0.028,0.022,0.001,0.001,0.001,0.004,0
648,63500,83500,1968,0.268,1.12,0.017,0.015,0.014,0.006,0.059,0.012,0.04,0.033,0.028,0.002,0.001,0.001,0.005,0
649,66500,91000,1968,0.236,1.22,0.021,0.019,0.019,0.004,0.074,0.01,0.002,0.041,0.03,0.002,0.001,0.029,0.005,0
650,67500,88000,1968,0.248,1.16,0.017,0.036,0.011,0.004,0.052,0.009,0.044,0.028,0.022,0.001,0.001,0.001,0.004,0
651,68000,88500,1968,0.236,1.22,0.021,0.019,0.019,0.004,0.074,0.01,0.002,0.041,0.03,0.002,0.001,0.029,0.005,0
652,59500,78000,1968,0.308,1.11,0.015,0.053,0.008,0.001,0.035,0.006,0.001,0.021,0.028,0.002,0.001,0.001,0.004,0
653,64000,81500,1968,0.249,1.08,0.015,0.008,0.012,0.006,0.035,0.008,0.04,0.034,0.026,0.002,0.002,0.002,0.006,0
654,67000,91500,1968,0.258,1.06,0.016,0.012,0.012,0.005,0.07,0.009,0.001,0.039,0.017,0.001,0.001,0.019,0.005,0
655,68000,91500,1968,0.235,1.08,0.022,0.023,0.012,0.004,0.058,0.009,0.038,0.037,0.031,0.005,0.001,0.001,0.004,0
656,69000,93000,1968,0.266,1.21,0.02,0.033,0.01,0.005,0.038,0.009,0.043,0.044,0.032,0.001,0.001,0.001,0.005,0
657,69000,93000,1968,0.266,1.21,0.02,0.033,0.01,0.005,0.038,0.009,0.043,0.044,0.032,0.001,0.001,0.001,0.005,0
658,71500,94000,1968,0.258,1.15,0.023,0.042,0.008,0.003,0.032,0.008,0.047,0.025,0.029,0.001,0.001,0.001,0.004,0
659,60000,82000,1962,0.262,1.16,0.027,0.009,0.018,0.005,0.076,0.014,0.002,0.02,0.03,0.002,0.001,0.001,0.003,0
660,52500,71500,1971,0.209,0.816,0.015,0.013,0.008,0.008,0.015,0.007,0.001,0.008,0.008,0.002,0.002,0.001,0.004,0
661,58500,85000,1961,0.3,1.14,0.018,0.057,0.012,0.002,0.272,0.011,0.003,0.043,0.048,0.003,0.001,0.001,0.004,0
662,51000,72000,1962,0.207,0.859,0.016,0.067,0.014,0.006,0.024,0.005,0.001,0.036,0.119,0.009,0.001,0.001,0.015,0
663,54500,70000,1969,0.199,1.04,0.028,0.015,0.009,0.007,0.022,0.007,0.003,0.011,0.027,0.002,0.002,0.014,0.007,0
664,55500,73500,1962,0.28,1.07,0.021,0.005,0.01,0.03,0.013,0,0.017,0.033,0,0.002,0,0,0,0
665,57000,72500,1962,0.251,0.967,0.014,0.007,0.01,0.008,0.049,0.007,0,0.014,0.024,0.001,0.001,0.001,0,0
666,57000,72500,1962,0.243,0.968,0.026,0.008,0.01,0.009,0.045,0.009,0,0.013,0.023,0.001,0.001,0.001,0,0
667,57000,72000,1962,0.243,0.968,0.026,0.008,0.01,0.009,0.045,0.009,0,0.013,0.023,0.001,0.001,0.001,0,0
668,57500,72500,1962,0.251,0.967,0.014,0.007,0.01,0.008,0.049,0.007,0,0.014,0.024,0.001,0.001,0.001,0,0
669,59000,73500,1962,0.246,0.952,0.02,0.008,0.008,0.005,0.041,0.008,0,0.025,0.031,0.002,0.001,0.001,0.001,0
670,60500,77000,1962,0.264,0.908,0.02,0.008,0.008,0.006,0.044,0.016,0,0.015,0.043,0.002,0.001,0.001,0.001,0
671,61500,84000,1962,0.32,1.1,0.017,0.01,0.011,0.007,0.016,0.011,0,0.009,0.019,0.001,0,0,0,0
672,61500,81500,1962,0.18,1.17,0.012,0.026,0.008,0.004,0.011,0.004,0.095,0.016,0.008,0,0.002,0.001,0.005,0
673,61500,73000,1962,0.243,0.968,0.026,0.008,0.01,0.009,0.045,0.009,0,0.013,0.023,0.001,0.001,0.001,0,0
674,63500,80000,1962,0.25,0.942,0.016,0.007,0.009,0.015,0.075,0.009,0,0.017,0.023,0.002,0.001,0.001,0.001,0
675,67000,93000,1962,0.32,1,0.017,0.007,0.012,0.006,0.015,0.013,0,0.013,0.02,0.002,0,0.029,0,0
676,67000,80500,1962,0.251,0.967,0.014,0.007,0.01,0.008,0.049,0.007,0,0.014,0.024,0.001,0.001,0.001,0,0
677,68500,82000,1980,0.058,1.02,0.016,0.024,0.008,0.052,0.024,0.006,0.003,0.017,0.037,0.002,0.004,0.061,0.005,0
678,70000,90500,1981,0.093,1.56,0.01,0.29,0.007,0.043,0.014,0.003,0.049,0.013,0.021,0.002,0.002,0.05,0.004,0
679,73500,90000,1981,0.11,1.5,0.006,0.23,0.016,0.018,0.021,0.002,0.076,0.011,0.022,0.003,0.002,0.054,0.003,0
680,74500,86500,1987,0.06,1.12,0.013,0.219,0.012,0.06,0.03,0.001,0.002,0.009,0.15,0.001,0.002,0.054,0.001,0
681,47900,58000,1957,0.19,0.616,0.034,0.009,0.01,0.001,0.031,0.006,0,0.046,0.177,0.033,0.001,0.002,0.009,0
682,49200,60000,1957,0.143,0.592,0.029,0.009,0.009,0.001,0.031,0.005,0,0.046,0.174,0.03,0.001,0.003,0.009,0
683,50500,66500,1950,0.261,0.765,0.012,0.009,0.007,0.001,0.026,0.006,0,0.023,0.036,0.003,0.001,0.001,0.002,0
684,51000,69500,1957,0.241,0.823,0.023,0.037,0.007,0.008,0.013,0.005,0.001,0.027,0.098,0.016,0.001,0.002,0.007,0
685,51000,66500,1952,0.218,0.591,0.024,0.006,0.01,0.006,0.037,0.015,0,0.018,0.04,0.003,0.001,0.001,0.003,0
686,52500,75000,1957,0.266,0.879,0.029,0.036,0.007,0.005,0.015,0.004,0.001,0.03,0.132,0.027,0.001,0.003,0.007,0
687,52500,65500,1957,0.165,0.799,0.028,0.007,0.01,0.001,0.032,0.005,0.001,0.042,0.148,0.022,0.001,0.003,0.01,0
688,52500,61500,1958,0.168,0.671,0.2,0.011,0.006,0.003,0.028,0.01,0,0.028,0.042,0.003,0.001,0.001,0.004,0
689,54000,73000,1965,0.237,0.592,0.018,0.056,0.005,0.002,0.022,0.005,0,0.014,0.068,0.007,0.001,0.001,0.022,0
690,54000,73500,1965,0.237,0.595,0.02,0.055,0.005,0.002,0.022,0.005,0,0.014,0.069,0.007,0.001,0.001,0.022,0
691,59500,78000,1958,0.22,0.88,0.023,0.037,0.009,0.004,0.018,0.006,0,0.025,0.082,0.009,0.001,0.001,0.005,0
692,59600,85600,1961,0.246,1.03,0.027,0.01,0.007,0.004,0.01,0.004,0.002,0.008,0.013,0.001,0.002,0.002,0.006,0
693,59600,91500,1961,0.272,1.07,0.017,0.013,0.007,0.004,0.009,0.005,0.002,0.01,0.024,0.003,0.002,0.002,0.007,0
694,60500,84000,1961,0.266,1.13,0.015,0.001,0.007,0.003,0.009,0.002,0.001,0.008,0.01,0,0.001,0.001,0.004,0
695,61000,93500,1961,0.324,1.06,0.012,0.014,0.008,0.005,0.015,0.007,0.003,0.008,0.015,0.001,0.002,0.001,0.007,0
696,61500,86000,1961,0.288,1.06,0.021,0.011,0.009,0.003,0.015,0.006,0.002,0.008,0.017,0.001,0.002,0.001,0.007,0
697,61500,93500,1961,0.311,1.18,0.017,0.01,0.008,0.003,0.013,0.01,0.003,0.009,0.021,0.002,0.002,0.002,0.008,0
698,62000,73500,1957,0.284,0.823,0.029,0.036,0.007,0.006,0.014,0.003,0,0.024,0.108,0.011,0.001,0.002,0.007,0
699,62000,87000,1961,0.285,1.18,0.014,0.012,0.007,0.004,0.012,0.004,0.001,0.008,0.011,0,0.001,0.001,0.005,0
700,63000,91000,1961,0.281,1.26,0.017,0.013,0.01,0.003,0.014,0.005,0,0.01,0.01,0,0.001,0.001,0.007,0
701,64500,96500,1961,0.321,1.08,0.015,0.012,0.008,0.009,0.01,0.007,0.002,0.008,0.017,0.001,0.002,0.001,0.006,0
702,65000,94500,1961,0.271,1.14,0.022,0.012,0.009,0.002,0.012,0.002,0.001,0.009,0.008,0,0.001,0.001,0.004,0
703,65000,91500,1961,0.284,1.11,0.018,0.01,0.009,0.002,0.011,0.003,0.001,0.008,0.01,0,0.001,0.001,0.004,0
704,65500,95000,1961,0.283,1.05,0.023,0.008,0.01,0.01,0.015,0.006,0.002,0.008,0.015,0.001,0.002,0.002,0.007,0
705,65900,99400,1961,0.299,1.16,0.016,0.01,0.008,0.009,0.012,0.006,0.002,0.008,0.014,0.002,0.002,0.002,0.007,0
706,66000,91500,1961,0.286,1.18,0.015,0.012,0.007,0.003,0.012,0.003,0.001,0.009,0.011,0,0.001,0.001,0.005,0
707,66200,96300,1961,0.281,1.07,0.014,0.009,0.009,0.006,0.015,0.019,0.002,0.011,0.02,0.002,0.002,0.002,0.008,0
708,66500,93500,1961,0.287,1.16,0.013,0.017,0.011,0.005,0.013,0.011,0.002,0.008,0.012,0.001,0.002,0.001,0.006,0
709,66500,91500,1961,0.279,1.1,0.024,0.01,0.008,0.003,0.01,0.002,0.001,0.01,0.008,0,0.001,0.001,0.005,0
710,67500,93000,1961,0.25,1.14,0.014,0.011,0.009,0.002,0.011,0.002,0.001,0.008,0.01,0,0.001,0.001,0.005,0
711,33400,51000,1953,0.149,0.617,0.02,0.22,0.018,0.035,0.045,0.008,0,0.041,0.121,0.026,0.001,0.001,0.007,0
712,34300,52500,1953,0.149,0.617,0.02,0.22,0.018,0.035,0.045,0.008,0,0.041,0.121,0.026,0.001,0.001,0.007,0
713,34800,52500,1953,0.149,0.617,0.02,0.22,0.018,0.035,0.045,0.008,0,0.041,0.121,0.026,0.001,0.001,0.007,0
714,51500,67000,1989,0.211,0.679,0.008,0.017,0.016,0.098,0.038,0.005,0.003,0.016,0.014,0.008,0.003,0.002,0.003,0
715,54000,71500,1960,0.226,0.58,0.015,0.01,0.006,0.006,0.027,0.008,0,0.045,0.118,0.009,0.001,0.001,0.01,0
716,54250,72500,1960,0.32,0.92,0.021,0.006,0.006,0.016,0.013,0.012,0,0.018,0.074,0,0,0,0,0
717,54500,72000,1946,0.231,0.44,0.024,0.031,0.009,0.033,0.031,0.01,0,0.026,0.04,0.004,0.002,0.002,0.005,0
718,54500,69000,1979,0.118,0.486,0.019,0.137,0.014,0.035,0.011,0.004,0,0.013,0.005,0,0.002,0.035,0,0
719,55000,65500,1982,0.2,1,0.012,0.01,0.009,0.001,0.007,0,0.001,0.009,0.044,0.01,0.002,0.002,0.017,0
720,55500,75000,1960,0.24,1.06,0.027,0.019,0.021,0.007,0.035,0.007,0.004,0.023,0.09,0.007,0.002,0.002,0.009,0
721,56000,71500,1973,0.241,0.893,0.017,0.017,0.011,0.002,0.022,0.017,0,0.023,0.034,0.003,0.002,0.001,0.005,0
722,57000,68000,1979,0.14,0.462,0.019,0.151,0.009,0.023,0.008,0.004,0,0.011,0.008,0,0.002,0.032,0,0
723,59000,68000,1982,0.2,1,0.012,0.01,0.009,0.001,0.007,0,0.001,0.009,0.044,0.01,0.002,0.002,0.017,0
724,60000,82300,1960,0.199,1.1,0.023,0.124,0.011,0.017,0.023,0.011,0.015,0.024,0.029,0.003,0.001,0.001,0.001,0
725,60500,69500,1969,0.21,0.92,0.021,0.021,0.007,0.008,0.025,0,0.002,0.053,0.029,0.001,0.002,0.002,0.006,0
726,60500,75500,1963,0.24,0.89,0.019,0.013,0.006,0.004,0.032,0.011,0.002,0.03,0.041,0,0,0,0,0
727,61000,75000,1953,0.248,0.732,0.027,0.009,0.011,0.001,0.033,0.008,0,0.035,0.094,0.018,0.001,0.001,0.003,0
728,62500,74000,1979,0.228,0.72,0.026,0.01,0.014,0.002,0.024,0.004,0,0.047,0.029,0.002,0.001,0.001,0.008,0
729,63500,86000,1960,0.25,1.25,0.013,0.011,0.011,0.004,0.05,0.011,0.002,0.59,0.418,0.003,0.001,0.001,0.007,0
730,65000,87100,1960,0.188,1.08,0.015,0.124,0.01,0.013,0.018,0.01,0.014,0.022,0.023,0.002,0.001,0.001,0.001,0
731,67750,93250,1960,0.25,1.09,0.014,0.006,0.008,0.002,0.009,0.011,0,0.009,0.021,0,0,0,0,0
732,69250,92750,1960,0.29,1.14,0.018,0.003,0.009,0.005,0.009,0.011,0,0.008,0.016,0,0,0,0,0
733,60000,76764,1993,0.076,0.945,0.006,0.224,0.014,0.012,0.088,0.092,0,0.327,0.433,0.021,0.002,0.002,0.011,0
734,61500,73000,1960,0.21,0.48,0.018,0.13,0.014,0.021,0.025,0.012,0.001,0.019,0.058,0.008,0.002,0.001,0.006,0
735,45800,73500,1981,0.249,0.855,0.011,0.018,0.005,0.012,0.013,0.004,0,0,0.015,0.002,0.001,0.001,0.001,0
736,46700,73500,1981,0.226,0.829,0.012,0.016,0.005,0.014,0.013,0.004,0,0,0.015,0.002,0.001,0.001,0.001,0
737,56000,72000,1965,0.243,1.22,0.024,0.009,0.007,0.003,0.006,0.008,0.001,0.021,0.036,0.003,0.001,0.021,0.004,0
738,56000,76000,1965,0.257,1.25,0.025,0.006,0.007,0.011,0.043,0.006,0.001,0.019,0.031,0.003,0.001,0.011,0.004,0
739,56500,72000,1965,0.226,1.22,0.022,0.01,0.007,0.004,0.065,0.008,0.002,0.02,0.036,0.003,0.001,0.019,0.004,0
740,57500,75000,1965,0.243,1.22,0.024,0.009,0.007,0.003,0.006,0.008,0.001,0.021,0.036,0.003,0.001,0.021,0.004,0
741,57500,74500,1965,0.221,1.26,0.017,0.01,0.007,0.003,0.053,0.01,0.002,0.027,0.033,0.003,0.001,0.018,0.004,0
742,58000,73500,1965,0.232,1.26,0.019,0.009,0.008,0.003,0.053,0.01,0.001,0.027,0.033,0.002,0.001,0.019,0.004,0
743,58000,74000,1965,0.232,1.26,0.019,0.009,0.008,0.003,0.053,0.01,0.001,0.027,0.033,0.002,0.001,0.019,0.004,0
744,59500,76000,1965,0.218,1.3,0.028,0.011,0.008,0.002,0.078,0.008,0.002,0.031,0.038,0.003,0.001,0.023,0.004,0
745,60500,79000,1965,0.275,1.41,0.018,0.01,0.007,0.002,0.055,0.009,0.002,0.028,0.042,0.003,0.001,0.025,0.004,0
746,61500,79000,1965,0.24,1.32,0.022,0.011,0.013,0.003,0.06,0.007,0.002,0.019,0.035,0.004,0.001,0.026,0.005,0
747,62000,78500,1965,0.215,1.25,0.015,0.013,0.007,0.003,0.062,0.006,0.002,0.018,0.035,0.003,0.001,0.019,0.004,0
748,62000,78000,1965,0.228,1.24,0.022,0.009,0.009,0.003,0.049,0.015,0,0.071,0.069,0.002,0.001,0.021,0.004,0
749,62500,84500,1965,0.259,1.35,0.027,0.011,0.009,0.002,0.079,0.024,0.002,0.038,0.028,0.003,0.001,0.025,0.005,0
750,62500,80000,1965,0.231,1.22,0.023,0.01,0.007,0.006,0.065,0.008,0.002,0.021,0.036,0.003,0.001,0.02,0.004,0
751,62500,82500,1965,0.252,1.34,0.018,0.014,0.008,0.002,0.08,0.006,0.002,0.018,0.025,0.002,0.002,0.028,0.004,0
752,63500,88500,1965,0.262,1.33,0.025,0.011,0.009,0.002,0.079,0.023,0.002,0.038,0.029,0.003,0.001,0.024,0.005,0
753,66000,83000,1965,0.218,1.23,0.019,0.011,0.008,0.004,0.063,0.006,0.002,0.018,0.036,0.003,0.001,0.018,0.004,0
754,50000,68000,1966,0.194,0.699,0.027,0.215,0.023,0.025,0.043,0.009,0.001,0.036,0.089,0.01,0.002,0.002,0.013,0
755,50000,69500,1966,0.221,0.841,0.013,0.026,0.016,0.003,0.015,0.005,0,0.018,0.06,0.005,0.001,0.001,0.008,0
756,51500,70000,1965,0.19,0.601,0.032,0.238,0.017,0.027,0.042,0.01,0.001,0.053,0.101,0.022,0.002,0.003,0.012,0
757,53000,68000,1964,0.225,1.04,0.015,0.015,0.009,0.003,0.017,0.005,0.003,0.01,0.013,0.003,0.002,0.012,0.005,0
758,54500,79500,1966,0.221,0.857,0.013,0.028,0.014,0.004,0.014,0.005,0,0.017,0.06,0.005,0.001,0.001,0.006,0
759,61500,74000,1965,0.255,1.12,0.022,0.013,0.01,0.006,0.031,0.012,0.003,0.016,0.011,0.002,0.002,0.014,0.006,0
760,62000,78500,1969,0.251,1.03,0.012,0.024,0.012,0.002,0.042,0.006,0,0.015,0.009,0.001,0.001,0.017,0.003,0
761,65000,82500,1969,0.268,1.12,0.016,0.026,0.012,0.004,0.045,0.011,0,0.025,0.013,0.001,0.002,0.016,0.002,0
762,65500,81000,1969,0.269,1.2,0.023,0.021,0.011,0.003,0.028,0.007,0.001,0.011,0.006,0.004,0.001,0.01,0.004,0
763,70000,91500,1969,0.262,1.15,0.022,0.025,0.019,0.004,0.048,0.014,0,0.016,0.01,0.001,0.002,0.014,0.002,0
764,47300,70000,1959,0.253,0.79,0.016,0.006,0.008,0,0.008,0.006,0.001,0.007,0.008,0.002,0.002,0.001,0.005,0
765,51500,71000,1955,0.224,0.681,0.016,0.007,0.011,0.037,0.026,0.005,0.001,0.012,0.033,0.004,0.002,0.001,0.005,0
766,52000,72000,1968,0.267,1.13,0.02,0.02,0.008,0.016,0.015,0.008,0.003,0.013,0.019,0.002,0.002,0.002,0.007,0
767,52000,70000,1957,0.219,0.583,0.021,0.011,0.013,0.027,0.026,0.005,0,0.015,0.018,0.001,0.001,0.001,0.003,0
768,55500,77000,1967,0.19,1.03,0.018,0.22,0.012,0.054,0.024,0.01,0.036,0.008,0.01,0.002,0.003,0.002,0.005,0
769,63500,79500,1965,0.278,0.873,0.017,0.028,0.005,0.004,0.027,0.006,0,0.018,0.026,0.001,0.001,0.001,0.007,0
