name,Yield_Strength,Tensile_Strength,Pipe Vintage,%C,%Mn,%S,%Si,%P,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Sn,%Ti,%Nb,%Co,Grade_Early_bin
964,56500,74000,1962,0.22,1.18,0.018,0.083,0.013,0.001,0.003,0.006,0,0.072,0.05,0.004,0.002,0.001,0.021,0
965,57000,76000,1962,0.227,1.1,0.02,0.021,0.013,0.002,0.026,0.006,0,0.028,0.055,0.004,0.001,0.001,0.004,0
966,60000,85000,1965,0.291,1.25,0.019,0.015,0.009,0.005,0.054,0.024,0.043,0.081,0.076,0.006,0.001,0.001,0.01,0
967,60500,93000,1965,0.291,1.25,0.019,0.015,0.009,0.005,0.054,0.024,0.043,0.081,0.076,0.006,0.001,0.001,0.01,0
968,60500,86000,1962,0.264,1.13,0.013,0.016,0.012,0.002,0.024,0.005,0,0.014,0.028,0.001,0.001,0.001,0.003,0
969,61500,82000,1968,0.252,0.943,0.013,0.009,0.011,0.006,0.046,0.015,0.002,0.054,0.113,0.009,0.002,0.002,0.011,0
970,61500,82500,1969,0.27,1.21,0.028,0.029,0.013,0.005,0.044,0.006,0.001,0.013,0.015,0.001,0.001,0.02,0.004,0
971,62000,75500,1969,0.255,1.08,0.016,0.015,0.012,0.006,0.028,0.007,0.002,0.011,0.016,0.002,0.002,0.018,0.007,0
972,67000,86000,1962,0.206,1.11,0.017,0.058,0.01,0.001,0.02,0.005,0,0.073,0.043,0.002,0.001,0.001,0.021,0
973,68500,85000,1962,0.22,1.18,0.018,0.083,0.013,0.001,0.003,0.006,0,0.072,0.05,0.004,0.002,0.001,0.021,0
974,69500,83000,1985,0.06,1.32,0.008,0.034,0.007,0.055,0.027,0.008,0,0.034,0.06,0.014,0.001,0.088,0.006,0
975,71500,90500,1962,0.264,1.13,0.013,0.016,0.012,0.002,0.024,0.005,0,0.014,0.028,0.001,0.001,0.001,0.003,0
976,73000,87000,1962,0.227,1.1,0.02,0.021,0.013,0.002,0.026,0.006,0,0.028,0.055,0.004,0.001,0.001,0.004,0
977,76500,93500,1985,0.064,1.34,0.008,0.035,0.008,0.053,0.027,0.008,0,0.034,0.061,0.015,0.001,0.092,0.006,0
978,58500,76000,1973,0.224,0.819,0.012,0.011,0.006,0.007,0.028,0.012,0,0.055,0.138,0.006,0.001,0.001,0.006,0
979,63500,78500,1973,0.224,0.819,0.012,0.011,0.006,0.007,0.028,0.012,0,0.055,0.138,0.006,0.001,0.001,0.006,0
980,49200,67500,1961,0.183,0.953,0.016,0.008,0.008,0.001,0.04,0.006,0,0.02,0.052,0.005,0.001,0.001,0.003,0
981,51500,65000,1959,0.202,0.468,0.03,0.077,0.011,0.002,0.011,0.003,0,0.013,0.057,0.003,0.001,0.001,0.003,0
982,52500,68000,1965,0.201,0.547,0.007,0.016,0.008,0.005,0.035,0.006,0,0.009,0.074,0.001,0.001,0.001,0.022,0
983,54000,69500,1963,0.206,0.544,0.038,0.057,0.014,0.005,0.027,0.01,0.001,0.046,0.178,0.014,0.002,0.002,0.01,0
984,54500,74000,1970,0.282,0.584,0.018,0.015,0.007,0.007,0.033,0.012,0,0.076,0.138,0.01,0.001,0.001,0.011,0
985,54500,69000,1964,0.178,0.5,0.017,0.013,0.005,0.012,0.018,0.009,0,0.05,0.137,0.006,0.001,0.001,0.011,0
986,55000,71500,1964,0.216,0.543,0.024,0.011,0.005,0.005,0.021,0.006,0,0.04,0.075,0.005,0.001,0.001,0.01,0
987,56000,72500,1964,0.237,0.582,0.027,0.058,0.008,0.003,0.043,0.017,0.001,0.078,0.246,0.025,0.002,0.002,0.011,0
988,57500,75000,1979,0.144,0.779,0.01,0.123,0.02,0.041,0.032,0.005,0.007,0.018,0.006,0.001,0.004,0.014,0.004,0
989,57500,74500,1964,0.233,0.573,0.021,0.012,0.008,0.009,0.037,0.009,0,0.053,0.14,0.006,0.001,0.001,0.011,0
990,58000,74500,1964,0.234,0.575,0.023,0.058,0.006,0.003,0.04,0.017,0.001,0.077,0.296,0.025,0.002,0.002,0.01,0
991,59000,73000,1961,0.183,0.953,0.016,0.008,0.008,0.001,0.04,0.006,0,0.02,0.052,0.005,0.001,0.001,0.003,0
992,60500,75500,1962,0.23,0.532,0.02,0.049,0.01,0.006,0.021,0.01,0.001,0.054,0.233,0.009,0.002,0.003,0.011,0
993,62000,79000,1968,0.221,0.744,0.021,0.081,0.021,0.005,0.044,0.014,0.002,0.056,0.117,0.008,0.002,0.003,0.012,0
994,62500,79000,1968,0.248,0.662,0.015,0.013,0.006,0.006,0.024,0.007,0,0.046,0.087,0.005,0.001,0.001,0.008,0
995,70500,81000,1972,0.226,0.976,0.015,0.128,0.017,0.003,0.04,0.01,0,0.052,0.1,0.006,0.002,0.001,0.008,0
996,60500,72500,1966,0.216,0.811,0.02,0.016,0.007,0.015,0.011,0.004,0,0.009,0.011,0.001,0.002,0.001,0.001,0
997,49500,69000,1964,0.288,0.63,0.015,0.018,0.005,0.004,0.026,0.011,0.001,0.01,0.006,0.001,0.002,0.002,0.005,0
998,52000,63000,1968,0.268,0.488,0.015,0.015,0.008,0.017,0.056,0.009,0,0.036,0.062,0.004,0.002,0.001,0.006,0
999,45600,79000,1965,0.251,0.41,0.022,0.03,0.008,0.007,0.015,0.012,0,0.008,0.007,0,0.006,0.001,0.004,0
1000,45600,79000,1965,0.215,0.74,0.021,0.005,0.006,0.001,0.015,0.002,0,0.021,0.025,0.003,0.001,0.001,0.005,0
1001,68500,79000,1968,0.209,0.964,0.017,0.043,0.008,0.001,0.028,0.006,0,0.019,0.072,0.003,0.001,0.019,0.021,0
1002,57500,74500,1977,0.238,0.838,0.014,0.008,0.004,0.003,0.017,0.007,0.002,0.025,0.052,0.003,0.002,0.004,0.007,0
1003,58500,77000,1977,0.23,0.851,0.013,0.008,0.003,0.002,0.017,0.007,0.002,0.024,0.05,0.003,0.002,0.004,0.006,0
1004,70400,89900,1980,0.26,0.7,0.018,0.003,0.009,0.001,0.014,0.004,0.055,0.008,0.009,0,0.002,0.003,0,0
1005,62500,82500,1981,0.187,0.723,0.013,0.017,0.004,0.034,0.052,0.024,0.049,0.065,0.104,0.006,0.002,0.002,0.006,0
1006,66000,82000,1983,0.188,0.744,0.016,0.017,0.004,0.045,0.055,0.025,0.052,0.073,0.139,0.008,0.003,0.001,0.006,0
1007,68500,87500,1983,0.192,0.827,0.019,0.02,0.006,0.064,0.134,0.027,0.054,0.081,0.131,0.007,0.003,0.002,0.006,0
1008,68500,75500,1983,0.197,0.742,0.016,0.015,0.004,0.037,0.059,0.021,0.05,0.056,0.069,0.007,0.002,0.001,0.005,0
1009,69200,84200,1983,0.186,0.775,0.019,0.018,0.004,0.06,0.075,0.023,0.054,0.068,0.138,0.007,0.003,0.001,0.006,0
1010,70000,77000,1983,0.195,0.745,0.015,0.015,0.003,0.037,0.059,0.021,0.05,0.056,0.069,0.006,0.003,0.001,0.005,0
1011,70200,77800,1983,0.18,0.69,0.017,0.016,0.003,0.059,0.057,0.028,0.049,0.085,0.176,0.009,0.003,0.002,0.007,0
1012,71700,82100,1983,0.186,0.766,0.018,0.018,0.004,0.06,0.075,0.023,0.053,0.068,0.137,0.007,0.003,0.002,0.006,0
1013,73100,89400,1983,0.194,0.761,0.021,0.025,0.003,0.058,0.066,0.024,0.057,0.082,0.227,0.011,0.003,0.002,0.007,0
1014,77800,87100,1982,0.18,0.715,0.018,0.018,0.003,0.041,0.094,0.025,0.042,0.087,0.153,0.008,0.001,0.001,0.005,0
1015,78000,87000,1982,0.176,0.759,0.019,0.013,0.005,0.054,0.085,0.036,0.051,0.094,0.139,0.007,0.003,0.002,0.007,0
1016,78200,87300,1983,0.185,0.725,0.016,0.017,0.004,0.031,0.087,0.03,0.051,0.107,0.145,0.008,0.003,0.002,0.007,0
1017,82300,90900,1982,0.181,0.763,0.017,0.021,0.004,0.042,0.059,0.025,0.049,0.078,0.137,0.007,0.001,0.001,0.005,0
1018,51000,73500,1957,0.205,0.752,0.024,0.035,0.006,0.01,0.009,0.005,0,0.026,0.11,0.01,0.001,0.001,0.007,0
1019,52000,73000,1957,0.206,0.75,0.025,0.035,0.006,0.01,0.009,0.004,0,0.026,0.109,0.01,0.001,0.001,0.006,0
1020,38200,62500,1956,0.202,0.455,0.022,0.028,0.005,0.03,0.035,0.009,0,0.045,0.012,0.001,0.001,0.001,0.003,1
1021,38900,58500,1956,0.132,0.402,0.018,0.007,0.003,0.011,0.031,0.002,0,0.013,0.034,0.002,0.001,0.001,0.003,1
1022,47100,75500,1956,0.259,0.911,0.028,0.022,0.01,0.029,0.022,0.002,0,0.015,0.017,0.001,0.001,0.001,0.001,1
1023,52500,72500,1957,0.251,0.562,0.032,0.041,0.008,0.004,0.022,0.009,0,0.055,0.0159,0.026,0.001,0.001,0.008,0
1024,53000,71500,1957,0.216,0.512,0.032,0.037,0.009,0.005,0.025,0.007,0,0.065,0.234,0.026,0.001,0.001,0.007,0
1025,54500,74500,1957,0.196,0.526,0.036,0.035,0.011,0.004,0.029,0.009,0,0.068,0.153,0.022,0.001,0.001,0.008,0
1026,54500,72000,1957,0.216,0.528,0.033,0.04,0.009,0.005,0.025,0.007,0,0.065,0.232,0.025,0.001,0.001,0.007,0
1027,56000,72000,1957,0.195,0.564,0.024,0.036,0.009,0.006,0.022,0.005,0,0.043,0.158,0.014,0.001,0.001,0.007,0
1028,56000,73500,1957,0.216,0.528,0.035,0.039,0.009,0.004,0.025,0.007,0,0.065,0.235,0.026,0.001,0.001,0.007,0
1029,56000,79500,1957,0.253,0.89,0.021,0.02,0.011,0.006,0.035,0.008,0,0.055,0.146,0.014,0.001,0.001,0.009,0
1030,58500,78500,1957,0.249,0.55,0.031,0.039,0.008,0.003,0.021,0.006,0,0.055,0.157,0.025,0.001,0.001,0.008,0
1031,63000,82000,1957,0.134,0.587,0.025,0.011,0.005,0.007,0.023,0.002,0,0.002,0.013,0.001,0.001,0.038,0.003,0
1032,69800,87800,1976,0.171,0.12,0.023,0.023,0.007,0.001,0.036,0.015,0.044,0.011,0.009,0.001,0.001,0.022,0.001,0
1033,72000,91000,2015,0.068,0.156,0.002,0.283,0.014,0.034,0.016,0.008,0.06,0.034,0.009,0.002,0.002,0.068,0.003,0
1034,48900,64300,1960,0.235,0.801,0.027,0.017,0.005,0.009,0.018,0.016,0,0.029,0.194,0.016,0.001,0.001,0.006,0
1035,50100,61700,1982,0.065,0.882,0.013,0.019,0.012,0.042,0.019,0.004,0,0.009,0.015,0.009,0.001,0.032,0,0
1036,58600,71200,1982,0.09,0.741,0.014,0.019,0.007,0.055,0.015,0.004,0,0.008,0.02,0.007,0.001,0.018,0,0
1037,74500,82600,1982,0.062,0.907,0.013,0.022,0.009,0.058,0.019,0.005,0,0.008,0.018,0.011,0.001,0.035,0,0
1038,60200,73000,1982,0.094,0.753,0.014,0.02,0.007,0.055,0.016,0.004,0,0.008,0.021,0.006,0.001,0.018,0,0
1039,73400,86600,1982,0.061,1.007,0.01,0.021,0.009,0.044,0.016,0.005,0,0.009,0.013,0.005,0.001,0.038,0,0
1040,56800,79200,1970,0.165,0.933,0.014,0.026,0.009,0.001,0.04,0.008,0,0.025,0.04,0.002,0.001,0.034,0.003,0
1041,62800,78300,1970,0.192,0.927,0.02,0.028,0.03,0.004,0.047,0.012,0,0.04,0.037,0.003,0.001,0.033,0.003,0
1042,50300,75700,1958,0.256,1.04,0.023,0.023,0.009,0.002,0.015,0.08,0,0.007,0.008,0,0.005,0.001,0.003,0
1043,44400,68900,1958,0.24,0.57,0.027,0.041,0.007,0.004,0.015,0.004,0,0.007,0.01,0.001,0.009,0.001,0.002,0
1044,48500,65000,1955,0.208,0.693,0.018,0.005,0.004,0.001,0.011,0.003,0,0.011,0.017,0.001,0,0.001,0.003,0
1045,57500,76700,1962,0.274,0.99,0.012,0.01,0.007,0.005,0.013,0.008,0,0.012,0.091,0.008,0.001,0.001,0.028,0
1046,50700,80100,1970,0.262,0.813,0.013,0.199,0.011,0.005,0.026,0.008,0,0.013,0.008,0.002,0.001,0.001,0,0
1047,40600,71000,1970,0.19,0.795,0.013,0.021,0.005,0.017,0.016,0.013,0,0.005,0.004,0,0.001,0.001,0,0
1048,39400,61000,1970,0.197,0.665,0.041,0.293,0.018,0.019,0.068,0.019,0,0.139,0.182,0.024,0.002,0.001,0.014,0
1049,42500,65900,1970,0.21,0.655,0.021,0.061,0.007,0.021,0.105,0.021,0,0.024,0.033,0.002,0.002,0.001,0.002,0
1050,48600,65700,1970,0.209,0.926,0.016,0.011,0.007,0.001,0.036,0.006,0,0.019,0.033,0.002,0.001,0.001,0.002,0
1051,50000,69100,1963,0.237,0.751,0.02,0.08,0.01,0.002,0.025,0.004,0,0.053,0.041,0.002,0.001,0.001,0.015,0
1052,71000,82000,1992,0.09,1.15,0.01,0.014,0.013,0.026,0.028,0.006,0,0.011,0.011,0,0.001,0.04,0.001,0
1053,65500,79500,1992,0.084,1.09,0.009,0.014,0.013,0.031,0.03,0.008,0,0.013,0.011,0.002,0.001,0.04,0.001,0
1054,68000,84000,1982,0.079,1.01,0.017,0.024,0.006,0.042,0.025,0.007,0,0.017,0.029,0.001,0.001,0.06,0.002,0
1055,64000,81500,1982,0.066,0.97,0.013,0.032,0.005,0.052,0.024,0.007,0,0.017,0.025,0.001,0.001,0.074,0.001,0
1056,48600,67400,1954,0.235,0.739,0.017,0.008,0.007,0.001,0.024,0.006,0,0.034,0.064,0.01,0.001,0.001,0.003,0
1057,50000,65700,1954,0.239,0.768,0.019,0.006,0.007,0.001,0.021,0.005,0,0.031,0.034,0.003,0.001,0.001,0.003,0
1058,57900,78000,1950,0.122,0.412,0.022,0.186,0.072,0.014,0.006,0.002,0,0.005,0.01,0,0.001,0.001,0.001,0
1059,60700,82300,1950,0.185,0.465,0.03,0.24,0.093,0.033,0.007,0.004,0,0.004,0.011,0.001,0.001,0.001,0.001,0
1060,69400,74400,1979,0.074,0.946,0.009,0.141,0.017,0.01,0.025,0.008,0,0.022,0.008,0.002,0.001,0.011,0,0
1061,55500,82000,1949,0.279,0.83,0.031,0.109,0.01,0.001,0.03,0.007,0,0.062,0.225,0.041,0.001,0.001,0.008,0
1062,55000,73000,1950,0.254,0.63,0.022,0.077,0.009,0.006,0.033,0.009,0,0.067,0.154,0.026,0.001,0.001,0.008,0
1063,60000,81500,1998,0.073,0.87,0.003,0.209,0.007,0.04,0.023,0.005,0,0.013,0.024,0.01,0.018,0.022,0,0
1064,60500,75500,1998,0.057,1.3,0.002,0.297,0.014,0.039,0.012,0.004,0.008,0.005,0.005,0.001,0.014,0.025,0,0
1065,52000,69500,1970,0.2,0.67,0.01,0.01,0.005,0.014,0.008,0.003,0,0.013,0.075,0.003,0.001,0.001,0.024,0
1066,51000,62500,1970,0.223,0.6,0.019,0.014,0.012,0.003,0.042,0.01,0,0.054,0.094,0.005,0.001,0.001,0.008,0
1067,65000,72500,1980,0.107,0.92,0.005,0.011,0.008,0.013,0.033,0.005,0,0.011,0.007,0,0.001,0.018,0.001,0
1068,69000,75000,1980,0.059,1.07,0.004,0.252,0.019,0.038,0.018,0.004,0,0.009,0.015,0.001,0.002,0.02,0.001,0
1069,62000,70000,1990,0.102,0.92,0.008,0.014,0.011,0.021,0.018,0.005,0,0.008,0.007,0.005,0.001,0.017,0.002,0
1070,65000,70000,1990,0.047,0.092,0.006,0.208,0.008,0.042,0.022,0.006,0,0.01,0.022,0.001,0.002,0.022,0,0
1071,66000,72000,1990,0.039,1.19,0.003,0.189,0.013,0.025,0.029,0.013,0,0.041,0.081,0.005,0.01,0.033,0.002,0
1072,68500,76000,1990,0.033,1.15,0.002,0.205,0.013,0.023,0.047,0.015,0,0.046,0.13,0.009,0.011,0.034,0.004,0
1073,71000,76000,1990,0.051,1.24,0.006,0.205,0.01,0.041,0.017,0.005,0,0.004,0.004,0.001,0.002,0.028,0,0
1074,61500,73500,1990,0.056,1,0.005,0.22,0.006,0.041,0.004,0.013,0,0.004,0.004,0,0.002,0.023,0,0
1075,66000,72500,1990,0.073,1.01,0.002,0.237,0.01,0.037,0.005,0.008,0,0.005,0.005,0.001,0.003,0.018,0.001,0
1076,64800,87800,1947,0.272,0.978,0.02,0.031,0.017,0.019,0.009,0.003,0,0.006,0.013,0.001,0.001,0.001,0.001,0
1077,66600,88600,1947,0.251,0.827,0.023,0.028,0.013,0.013,0.011,0.003,0,0.009,0.012,0.001,0.001,0.001,0.002,0
1078,51600,73600,1947,0.228,0.881,0.03,0.021,0.019,0.004,0.012,0.006,0,0.011,0.17,0.001,0.001,0.001,0.002,0
1079,50600,75000,1947,0.24,0.873,0.025,0.027,0.021,0.014,0.01,0.004,0,0.007,0.011,0.001,0.001,0.001,0.001,0
1080,57000,73500,1957,0.24,0.763,0.026,0.044,0.029,0.001,0.019,0.008,0,0.039,0.115,0.01,0.001,0.001,0.008,0
1081,53300,66000,1957,0.228,0.696,0.023,0.058,0.012,0.001,0.023,0.007,0,0.042,0.113,0.01,0,0.001,0.01,0
1082,58500,76000,1957,0.279,0.774,0.037,0.041,0.036,0.001,0.027,0.007,0,0.036,0.103,0.009,0.001,0.001,0.008,0
1083,48500,65000,1957,0.198,0.714,0.019,0.067,0.016,0.001,0.043,0.007,0,0.039,0.103,0.019,0,0.001,0.011,0
1084,50000,65500,1957,0.214,0.708,0.027,0.058,0.018,0.001,0.034,0.007,0,0.044,0.132,0.012,0,0.001,0.01,0
1085,63000,75500,1954,0.198,0.633,0.021,0.01,0.02,0.001,0.085,0.012,0,0.085,0.319,0.02,0.002,0.001,0.007,0
1086,59000,71000,1954,0.167,0.668,0.026,0.008,0.01,0.001,0.081,0.012,0,0.079,0.385,0.27,0.001,0.001,0.007,0
1087,56500,70000,1954,0.209,0.495,0.025,0.032,0.004,0.001,0.052,0.016,0,0.089,0.249,0.021,0,0.001,0.007,0
1088,53500,66000,1954,0.201,0.624,0.022,0.006,0.005,0.001,0.052,0.01,0,0.07,0.342,0.03,0.001,0.001,0.007,0
1089,55000,67500,1954,0.179,0.686,0.029,0.042,0.005,0.009,0.042,0.009,0,0.071,0.212,0.018,0.0014,0.001,0.007,0
1090,58500,72500,1954,0.164,0.661,0.023,0.007,0.009,0.001,0.079,0.001,0,0.077,0.375,0.024,0.001,0.001,0.007,0
1091,65500,81500,1954,0.188,0.655,0.026,0.008,0.022,0.001,0.086,0.001,0,0.086,0.321,0.021,0.001,0.001,0.007,0
1092,59000,69000,1954,0.22,0.499,0.028,0.034,0.004,0.001,0.088,0.007,0,0.088,0.246,0.02,0.001,0.001,0.007,0
1093,63000,67500,2000,0.05,0.965,0.006,0.181,0.007,0.035,0.02,0.005,0,0.004,0.006,0.009,0.002,0.021,0,0
1094,69500,75500,2000,0.068,0.945,0.006,0.269,0.016,0.024,0.02,0.014,0,0.068,0.129,0.005,0.025,0.012,0.005,0
1095,54500,66500,1969,0.132,0.896,0.018,0.147,0.024,0.002,0.012,0.004,0,0.007,0.01,0.001,0.001,0.001,0.003,0
1096,57800,75400,1952,0.259,0.979,0.032,0.007,0.018,0.009,0.029,0.006,0,0.021,0.037,0.004,0.001,0.001,0.003,0
1097,59800,76600,1952,0.254,0.965,0.027,0.008,0.017,0.015,0.028,0.006,0,0.021,0.037,0.004,0.001,0.001,0.003,0
1098,54400,80200,1983,0.226,0.758,0.005,0.261,0.007,0.021,0.063,0.02,0,0.083,0.164,0.01,0.002,0.001,0.005,0
1099,56200,85100,1983,0.254,0.952,0.009,0.246,0.008,0.03,0.028,0.011,0,0.007,0.012,0.001,0.002,0.001,0,0
1100,46300,73500,1949,0.292,0.685,0.024,0.031,0.007,0.002,0.018,0.003,0,0.007,0.007,0.001,0.008,0.007,0.003,0
1101,43500,67600,1949,0.273,0.666,0.022,0.016,0.005,0.001,0.013,0.004,0,0.007,0.007,0,0.004,0.007,0.003,0
1102,43700,70400,1949,0.289,0.609,0.024,0.025,0.01,0.008,0.017,0.003,0,0.007,0.008,0.001,0.007,0.007,0.002,0
1103,52400,80900,1949,0.235,0.878,0.014,0.162,0.011,0.016,0.011,0.006,0,0.012,0.014,0.001,0.001,0.001,0.0004,0
1104,49000,65100,1954,0.109,0.431,0.035,0.161,0.023,0.021,0.141,0.01,0,0.068,0.164,0.012,0.001,0.001,0.019,0
1105,44000,63000,1954,0.105,0.401,0.028,0.159,0.019,0.018,0.091,0.012,0,0.057,0.131,0.01,0.001,0.001,0.016,0
1106,40500,61500,1954,0.141,0.422,0.025,0.165,0.011,0.02,0.051,0.012,0,0.064,0.128,0.012,0.001,0.001,0.016,0
1107,44100,73500,1990,0.246,0.663,0.008,0.231,0.01,0.016,0.067,0.014,0,0.036,0.014,0.001,0.001,0.001,0.002,0
1108,46700,65600,1954,0.125,0.468,0.038,0.161,0.021,0.012,0.057,0.009,0,0.059,0.163,0.013,0.001,0.001,0.017,0
1109,47900,76700,1990,0.246,0.658,0.01,0.232,0.009,0.018,0.065,0.019,0,0.041,0.024,0.002,0.002,0.001,0.002,0
1110,61700,73800,1990,0.196,0.68,0.009,0.014,0.019,0.055,0.041,0.004,0,0.024,0.023,0.006,0.001,0.001,0.001,0
1111,55700,67100,1958,0.226,0.489,0.026,0.007,0.011,0.043,0.03,0.009,0,0.032,0.048,0.003,0.001,0.001,0.004,0
1112,65900,83300,1968,0.168,1.03,0.013,0.02,0.007,0.004,0.014,0.005,0,0.014,0.014,0.001,0.001,0.024,0.004,0
1113,39500,67500,1983,0.239,0.56,0.015,0.035,0.009,0.005,0.008,0.003,0,0.005,0.002,0,0.001,0.001,0.001,0
1114,48300,67000,1983,0.137,0.69,0.019,0.041,0.01,0.055,0.016,0.003,0,0.01,0.023,0.003,0.001,0.001,0.002,0
1115,72000,85500,1983,0.065,1.04,0.009,0.22,0.008,0.056,0.015,0.006,0,0.007,0.012,0.001,0.001,0.061,0,0
1116,47200,68000,1983,0.152,0.41,0.011,0.009,0.012,0.002,0.066,0.002,0,0.024,0.071,0.006,0.001,0.001,0.002,0
1117,51000,71500,1983,0.195,1.07,0.006,0.213,0.006,0.026,0.067,0.024,0,0.068,0.013,0.001,0.002,0.001,0,0
1118,56500,69000,1983,0.099,0.94,0.008,0.012,0.01,0.031,0.021,0.006,0,0.011,0.008,0.002,0.001,0.018,0.001,0
1119,44000,60500,1983,0.155,0.69,0.023,0.014,0.007,0.024,0.013,0.002,0,0.007,0.022,0.001,0.001,0.001,0.001,0
1120,45200,66000,1983,0.247,0.5,0.018,0.012,0.008,0.004,0.026,0.001,0,0.005,0.008,0,0.005,0.001,0.002,0
1121,78000,89000,1983,0.055,1.06,0.009,0.2,0.011,0.053,0.015,0.006,0,0.008,0.014,0.001,0.001,0.064,0,0
1122,46000,69900,1983,0.264,0.45,0.022,0.007,0.021,0.001,0.069,0.003,0,0.026,0.077,0.01,0.001,0.001,0.003,0
1123,57000,67000,1983,0.091,0.88,0.006,0.015,0.012,0.026,0.026,0.006,0,0.012,0.017,0.002,0.001,0.015,0,0
1124,54500,68000,1983,0.104,1,0.008,0.017,0.013,0.027,0.029,0.008,0,0.01,0.01,0.001,0.001,0.018,0.001,0
1125,41000,60500,1983,0.163,0.64,0.012,0.011,0.006,0.02,0.01,0.002,0,0.008,0.018,0.001,0.001,0.001,0.002,0
1126,56500,74200,1954,0.253,0.808,0.02,0.007,0.015,0.016,0.038,0.005,0,0.01,0.016,0.001,0.001,0.001,0.003,0
1127,55500,72400,1954,0.248,0.777,0.025,0.007,0.014,0.002,0.021,0.005,0,0.015,0.027,0.003,0.001,0.001,0.003,0
1128,59700,71200,1954,0.253,0.474,0.037,0.086,0.007,0.002,0.047,0.009,0,0.071,0.208,0.027,0.001,0.001,0.009,0
1129,59000,70000,1954,0.249,0.468,0.038,0.078,0.009,0.002,0.041,0.007,0,0.061,0.228,0.036,0.001,0.001,0.009,0
1130,56600,69200,1954,0.261,0.45,0.034,0.084,0.011,0.001,0.043,0.007,0,0.06,0.216,0.034,0.001,0.001,0.009,0
1131,57600,73900,1965,0.223,0.574,0.019,0.008,0.005,0.001,0.026,0.003,0,0.012,0.072,0.004,0,0.001,0.019,0
1132,57200,75400,1965,0.242,0.575,0.019,0.008,0.006,0.001,0.026,0.003,0,0.013,0.074,0.004,0,0.001,0.02,0
1133,56500,75500,1961,0.222,1.03,0.03,0.048,0.023,0.003,0.029,0.006,0,0.031,0.069,0.006,0.001,0.001,0.014,0
1134,48191,75441,1959,0.272,0.825,0.025,0.033,0.008,0.004,0.021,0.013,0,0.009,0.01,0.001,0.006,0.001,0.003,0
1135,45961,57208,1946,0.12,0.407,0.02,0.004,0.004,0.001,0.033,0.02,0,0.112,0.113,0.009,0.001,0.001,0.004,0
1136,46500,60706,1946,0.157,0.585,0.028,0.007,0.006,0.001,0.03,0.009,0,0.049,0.093,0.01,0.001,0.001,0.003,0
1137,51908,63246,1946,0.164,0.458,0.024,0.011,0.013,0.004,0.037,0.006,0,0.026,0.032,0.002,0.001,0.001,0.003,0
1138,59600,71900,1965,0.203,1,0.018,0.05,0.005,0.001,0.018,0.01,0,0.021,0.028,0.002,0.001,0.001,0.008,0
1139,59000,71800,1965,0.201,1.011,0.02,0.03,0.005,0.001,0.018,0.01,0,0.022,0.027,0.002,0.001,0.001,0.009,0
1140,49700,78700,1956,0.248,0.972,0.021,0.058,0.01,0.011,0.025,0.007,0,0.015,0.02,0.001,0.005,0.001,0.004,0
1141,55100,79000,1956,0.248,0.972,0.021,0.058,0.01,0.011,0.025,0.007,0,0.015,0.02,0.001,0.005,0.001,0.004,0
1142,47700,72600,1956,0.237,0.903,0.02,0.034,0.011,0.005,0.023,0.011,0,0.023,0.037,0.003,0.004,0.001,0.005,0
1143,47900,72100,1956,0.237,0.903,0.02,0.034,0.011,0.005,0.023,0.011,0,0.023,0.037,0.003,0.004,0.001,0.005,0
1144,47732,61487,1950,0.229,0.428,0.033,0.082,0.016,0.001,0.021,0.004,0,0.07,0.066,0.007,0.001,0.001,0.021,0
1145,82900,104000,1967,0.223,0.881,0.011,0.02,0.009,0.001,0.015,0.006,0.038,0.016,0.009,0.001,0.001,0.001,0.004,0
1146,81400,102200,1967,0.223,0.887,0.013,0.02,0.01,0.001,0.015,0.006,0.038,0.016,0.009,0.001,0.001,0.001,0.004,0
1147,76700,98000,1967,0.22,0.886,0.018,0.014,0.008,0.001,0.013,0.005,0.034,0.014,0.008,0.001,0.001,0.001,0.002,0
1148,79700,92000,1992,0.195,0.773,0.011,0.239,0.007,0.024,0.126,0.042,0,0.159,0.162,0.01,0.004,0.001,0.007,0
1149,57700,74200,1946,0.153,0.694,0.021,0.007,0.008,0.001,0.053,0.026,0,0.089,0.114,0.025,0.001,0.001,0.005,0
1150,54500,68600,1946,0.184,0.701,0.023,0.008,0.008,0.001,0.054,0.026,0,0.09,0.116,0.027,0.001,0.001,0.005,0
1151,53300,67600,1946,0.177,0.717,0.03,0.009,0.008,0.001,0.053,0.026,0,0.88,0.113,0.027,0.001,0.001,0.004,0
1152,55083,69225,1966,0.237,0.784,0.025,0.034,0.008,0.004,0.036,0.008,0,0.023,0.059,0.006,0.001,0.001,0.006,0
1153,55481,69483,1966,0.246,0.792,0.024,0.036,0.008,0.002,0.037,0.009,0,0.023,0.059,0.007,0.001,0.001,0.006,0
1154,48939,70424,1966,0.225,0.732,0.027,0.017,0.012,0.002,0.018,0.008,0,0.022,0.094,0.008,0.001,0.001,0.005,0
1155,61400,91500,1948,0.315,1.29,0.023,0.011,0.058,0.046,0.025,0.01,0,0.071,0.079,0.011,0.001,0.001,0.006,0
1156,52788,68279,1958,0.293,0.733,0.014,0.007,0.005,0.001,0.149,0.005,0,0.017,0.268,0.001,0.001,0.001,0.003,0
