ID,Yield_Strength,Tensile_Strength,C,Mn,Nb,Pipe_Vintage,Pipe_Grade
1365,76050,85161,2.45E-01,8.93E-01,3.70E-02,1975,1
1366,69749,80988,6.64E-03,8.01E-01,4.63E-02,1965,1
1367,80783,98411,6.82E-02,1.40E+00,7.01E-02,1996,8
1368,35193,45962,8.56E-02,2.57E-01,9.63E-04,1950,1
1369,39646,66457,2.08E-01,7.57E-01,1.99E-03,1984,1
1370,56156,68657,1.47E-01,6.80E-01,1.42E-03,2002,1
1371,58375,78629,2.14E-01,7.42E-01,1.50E-03,1982,1
1372,55571,101610,1.99E-01,1.05E+00,1.85E-02,1966,1
1373,87832,98722,3.22E-01,8.03E-01,1.13E-02,1951,1
1374,75725,92901,2.08E-01,1.47E+00,4.62E-02,1972,1
1375,68719,95169,8.25E-02,1.24E+00,4.43E-02,1985,1
1376,87105,94663,4.80E-02,1.52E+00,5.21E-02,1989,8
1377,36441,53575,9.20E-02,6.20E-01,3.40E-04,1953,1
1378,49799,61356,2.67E-01,1.02E+00,9.60E-03,1964,1
1379,80748,98778,1.46E-01,1.09E+00,1.40E-02,1954,1
1380,65212,75035,1.86E-01,1.17E+00,3.69E-02,1980,1
1381,73340,81623,1.86E-01,1.41E+00,3.64E-02,1944,1
1382,85742,90880,4.84E-02,1.39E+00,4.65E-02,1980,8
1383,38173,42209,1.45E-02,6.25E-01,1.32E-04,1954,1
1384,44712,56667,2.84E-01,4.18E-01,1.19E-03,1986,1
1385,52809,67697,2.42E-01,9.86E-01,5.58E-03,1942,1
1386,87763,108593,2.36E-01,1.11E+00,1.96E-02,1954,1
1387,62022,93257,1.09E-01,8.85E-01,2.16E-02,1977,1
1388,71077,88654,4.47E-02,1.69E+00,3.78E-02,2004,1
1389,80574,92301,7.63E-02,1.61E+00,5.11E-02,2013,8
1390,39363,57605,6.18E-02,2.84E-01,3.25E-04,1948,1
1391,47381,64381,6.73E-02,5.74E-01,4.91E-03,1963,1
1392,61282,65970,1.76E-01,6.50E-01,3.45E-03,1961,1
1393,79866,99941,2.28E-01,1.09E+00,1.70E-02,1954,1
1394,75813,90803,2.70E-01,1.26E+00,3.10E-02,1984,1
1395,72447,79261,2.58E-01,6.86E-01,3.29E-02,2001,1
1396,81816,99718,4.67E-02,1.65E+00,4.45E-02,2011,8
1397,34240,40944,5.86E-02,4.24E-01,1.22E-03,1972,1
1398,39876,63879,2.23E-01,5.02E-01,1.29E-03,1988,1
1399,58232,68098,1.93E-01,1.07E+00,5.20E-03,1942,1
1400,88105,82181,2.08E-01,1.39E+00,6.00E-03,1956,1
1401,67682,87967,2.85E-01,1.05E+00,1.18E-02,1941,1
1402,73981,90266,1.15E-01,1.34E+00,2.84E-02,1975,1
1403,76124,103257,4.41E-02,1.53E+00,6.17E-02,2007,8
1404,40188,55929,2.73E-02,1.91E-01,1.27E-03,1968,1
1405,49387,55198,1.32E-01,5.64E-01,8.25E-04,1964,1
1406,76404,86484,2.97E-01,9.42E-01,3.21E-02,1955,1
1407,62313,93123,1.91E-01,1.40E+00,2.35E-02,1962,1
1408,69741,87748,1.22E-01,1.14E+00,6.25E-02,2005,1
1409,81629,94657,1.42E-03,1.97E+00,4.58E-02,1995,8
1410,30991,57092,1.10E-01,4.78E-01,1.35E-03,1953,1
1411,38908,70526,2.06E-01,6.34E-01,2.80E-03,1947,1
1412,56584,72379,2.29E-01,5.95E-01,6.43E-03,1964,1
1413,78145,99330,3.19E-01,6.03E-01,7.77E-03,1952,1
1414,71955,79610,3.35E-01,1.01E+00,1.00E-02,1960,1
1415,73772,88090,1.77E-01,7.00E-01,6.24E-02,2022,1
1416,81142,101781,5.10E-02,1.68E+00,6.95E-02,2002,8
1417,58387,62857,1.93E-01,4.86E-01,1.02E-03,1940,8
1418,58865,71190,1.77E-01,4.97E-01,7.29E-04,1932,8
1419,79752,103079,2.59E-01,9.85E-01,3.02E-02,1951,8
1420,62418,95929,2.44E-01,5.89E-01,6.18E-02,1993,8
1421,69288,84353,1.13E-01,1.27E+00,4.76E-02,1959,8
1422,80394,92858,3.51E-02,1.41E+00,7.13E-02,2003,8
1423,33218,60432,8.68E-02,4.67E-01,1.91E-03,1963,1
1424,39913,61737,2.01E-01,9.16E-01,2.46E-03,1963,1
1425,57956,68122,2.17E-01,7.25E-01,6.40E-03,1972,1
1426,76803,97406,1.39E-01,1.38E+00,3.64E-02,1954,1
1427,60453,78215,2.30E-01,8.71E-01,5.30E-04,1972,1
1428,71900,86562,7.95E-02,6.03E-01,5.95E-02,2003,1
1429,81182,94705,7.41E-02,1.96E+00,5.74E-02,2004,8
1430,34434,60108,9.32E-03,2.94E-01,9.56E-04,1960,1
1431,45147,79336,1.77E-01,5.21E-01,7.00E-05,1956,1
1432,45430,69485,2.62E-01,5.46E-01,2.29E-04,1986,1
1433,90966,92370,3.00E-01,1.38E+00,1.00E-02,1955,1
1434,68252,90017,1.80E-01,1.32E+00,1.80E-02,1942,1
1435,69223,81174,1.05E-01,1.24E+00,3.43E-02,1987,1
1436,85277,99254,3.02E-02,1.02E+00,9.66E-02,1992,8
1437,36803,64238,1.28E-01,2.56E-01,1.42E-03,1952,1
1438,57538,56063,1.66E-01,8.39E-01,1.34E-03,1965,1
1439,79900,93110,3.71E-01,7.92E-01,2.72E-02,1951,1
1440,69944,82207,2.34E-01,1.31E+00,2.24E-02,1969,1
1441,69551,84563,1.96E-01,1.50E+00,4.38E-02,1997,1
1442,78216,89464,7.07E-02,1.42E+00,4.67E-02,1982,8
1443,37016,48391,7.04E-02,5.10E-01,5.50E-04,1940,1
1444,37381,74870,2.18E-01,5.97E-01,1.62E-03,1960,1
1445,58049,73743,2.19E-01,5.16E-01,2.77E-04,1938,1
1446,86712,97823,2.43E-01,8.18E-01,3.17E-02,1953,1
1447,68148,93883,9.31E-02,9.82E-01,1.77E-02,1967,1
1448,69754,91845,8.35E-02,1.25E+00,4.68E-02,1982,1
1449,82143,95077,5.77E-02,1.26E+00,7.53E-02,2002,8
1450,35381,46041,1.54E-01,2.59E-01,4.57E-04,1953,1
1451,58227,64688,2.42E-01,5.65E-01,3.66E-03,1954,1
1452,76173,106082,1.44E-01,9.29E-01,4.50E-02,1952,1
1453,67335,88460,1.86E-01,7.33E-01,4.07E-02,1962,1
1454,68711,87921,1.19E-01,6.46E-01,4.76E-02,1987,1
1455,77358,88981,6.72E-02,1.42E+00,3.36E-02,1994,8
1456,33519,55412,1.75E-01,3.61E-01,1.33E-03,1946,1
1457,45187,84620,2.63E-01,7.86E-01,2.75E-03,1982,1
1458,57924,76390,3.04E-01,6.76E-01,2.07E-03,1949,1
1459,87630,88384,2.48E-01,1.28E+00,3.81E-02,1952,1
1460,65024,84122,2.17E-01,1.17E+00,8.18E-04,1993,1
1461,70489,78415,4.84E-02,1.14E+00,5.03E-02,1974,1
1462,84509,102050,4.66E-02,1.44E+00,2.94E-02,2005,8
1463,30430,50795,1.56E-01,5.10E-01,7.72E-04,1959,1
1464,55233,75236,2.27E-01,5.88E-01,2.61E-03,1946,1
1465,59880,69355,1.93E-01,7.54E-01,3.19E-04,1968,1
1466,86983,109538,2.69E-01,1.48E+00,1.46E-02,1953,1
1467,65834,87548,2.09E-01,1.18E+00,1.50E-02,1982,1
1468,72544,87725,1.16E-01,1.06E+00,4.56E-02,2001,1
1469,85324,87934,6.97E-03,1.57E+00,6.88E-02,2022,8
1470,34073,56548,6.90E-02,5.55E-01,7.55E-04,1941,1
1471,41977,60643,1.17E-01,5.26E-01,2.94E-03,1972,1
1472,58977,78019,2.58E-01,1.06E+00,1.40E-03,1956,1
1473,87318,92569,2.93E-01,8.21E-01,3.81E-03,1951,1
1474,75968,83668,2.40E-01,8.79E-01,1.50E-02,1944,1
1475,69680,90216,1.81E-01,9.72E-01,4.34E-02,1956,1
1476,85778,100606,6.55E-02,1.41E+00,5.06E-02,1985,8
1477,34845,62744,1.07E-01,6.13E-01,1.84E-03,1953,1
1478,40335,69186,2.31E-01,3.99E-01,3.75E-03,1996,1
1479,61249,71504,2.64E-01,7.78E-01,4.10E-03,1973,1
1480,91477,97016,2.49E-01,1.29E+00,2.94E-02,1950,1
1481,75755,88748,1.86E-01,1.04E+00,3.01E-02,1998,1
1482,69062,94350,1.40E-01,1.06E+00,4.01E-02,1978,1
1483,84603,91097,5.16E-02,1.41E+00,3.61E-02,2012,8
1484,35028,54926,8.54E-02,4.89E-01,8.48E-04,1967,1
1485,46017,61681,1.88E-01,4.70E-01,2.98E-03,1957,1
1486,52581,81555,2.59E-01,7.71E-01,1.36E-03,1960,1
1487,80328,105070,4.08E-01,1.07E+00,3.21E-02,1947,1
1488,63621,77467,2.16E-01,1.34E+00,3.04E-02,1969,1
1489,75213,91737,2.11E-01,1.21E+00,5.18E-02,2019,1
1490,81038,92411,5.15E-02,1.34E+00,3.77E-02,2023,8
1491,34867,53108,9.52E-02,4.60E-01,7.17E-04,1962,1
1492,53874,72203,2.82E-01,4.41E-01,2.68E-03,1951,1
1493,62937,70373,1.08E-01,5.97E-01,6.95E-03,1977,1
1494,87599,89725,3.06E-01,1.23E+00,2.00E-03,1955,1
1495,67038,77760,1.97E-01,1.39E+00,2.58E-02,1992,1
1496,71882,78595,1.71E-01,1.27E+00,5.78E-02,1987,1
1497,80163,93994,3.33E-02,1.60E+00,6.65E-02,2019,8
1498,35691,56941,8.73E-02,6.12E-01,2.24E-03,1957,1
1499,44323,67953,1.97E-01,6.91E-01,6.15E-04,1934,1
1500,55510,73709,2.20E-01,7.49E-01,1.61E-03,1972,1
1501,80810,98363,2.73E-01,1.45E+00,3.63E-03,1951,1
1502,63622,92771,2.16E-01,9.65E-01,2.84E-02,1972,1
1503,70224,91002,2.27E-01,9.38E-01,5.11E-02,2032,1
1504,75592,97026,6.24E-02,1.64E+00,4.79E-02,2019,8
1505,38044,47104,1.01E-02,2.96E-01,1.46E-03,1953,1
1506,41880,73276,2.11E-01,7.67E-01,8.08E-04,1980,1
1507,57190,71289,3.14E-01,9.63E-01,4.07E-04,1990,1
1508,86294,101158,5.13E-01,6.11E-01,2.14E-02,1952,1
1509,64238,92482,2.59E-01,8.51E-01,1.83E-02,1996,1
1510,76098,84221,1.11E-01,1.19E+00,4.32E-02,2002,1
1511,76856,95030,3.67E-02,1.32E+00,2.79E-02,2009,8
1512,35468,46277,1.21E-01,2.26E-01,5.16E-04,1980,1
1513,40684,89742,2.15E-01,5.24E-01,8.75E-04,1962,1
1514,51389,69563,2.58E-01,6.79E-01,3.37E-03,1955,1
1515,75739,92375,2.66E-01,3.88E-01,2.30E-02,1947,1
1516,63225,85645,1.99E-01,1.59E+00,2.24E-02,2000,1
1517,70836,87263,2.60E-02,1.67E+00,7.36E-02,1992,1
1518,79105,91088,6.94E-02,1.67E+00,6.01E-02,2021,8
1519,34726,56739,3.11E-02,3.90E-01,1.49E-03,1959,1
1520,37102,57095,2.77E-01,8.98E-01,1.94E-03,1979,1
1521,56371,72289,2.90E-01,7.06E-01,5.56E-03,1952,1
1522,88763,106804,4.32E-01,9.75E-01,1.21E-02,1951,1
1523,60240,83695,1.62E-01,1.11E+00,1.53E-03,1982,1
1524,74823,97329,5.33E-02,8.60E-01,4.52E-02,2021,1
1525,80802,97911,1.78E-02,1.55E+00,5.10E-02,1995,8
1526,34955,56636,1.78E-01,7.68E-01,1.52E-03,1954,1
1527,36801,72875,2.01E-01,9.91E-01,1.26E-03,1983,1
1528,56243,82630,1.39E-01,8.12E-01,3.22E-04,1952,1
1529,86767,96898,4.14E-01,1.42E+00,6.20E-02,1951,1
1530,67456,92190,2.30E-01,1.21E+00,2.77E-02,1980,1
1531,72371,88345,8.90E-02,7.47E-01,5.02E-02,1963,1
1532,82665,97333,3.41E-02,1.67E+00,5.52E-02,2004,8
1533,33837,52123,1.10E-01,3.43E-01,1.11E-03,1942,1
1534,54926,49291,1.56E-01,6.57E-01,1.79E-03,1932,1
1535,59256,64379,2.47E-01,2.98E-01,4.91E-03,1974,1
1536,88658,87434,3.99E-01,1.19E+00,1.58E-02,1956,1
1537,66255,89761,2.35E-01,9.24E-01,9.99E-03,1966,1
1538,74432,89003,1.40E-01,1.19E+00,3.48E-02,1997,1
1539,82878,90493,4.29E-02,1.12E+00,6.39E-02,2000,8
1540,32630,53265,7.78E-02,9.00E-01,8.32E-05,1948,1
1541,50848,71373,2.56E-01,6.29E-01,4.84E-03,1954,1
1542,50651,70397,2.71E-01,7.43E-01,1.57E-03,1973,1
1543,87394,76572,3.57E-01,1.76E+00,3.49E-02,1950,1
1544,76623,96272,2.31E-01,1.19E+00,2.39E-02,2001,1
1545,72186,81484,5.92E-02,1.51E+00,5.73E-02,2000,1
1546,79506,96453,2.54E-02,1.47E+00,6.66E-02,2005,8
1547,35627,52752,1.04E-01,4.19E-01,1.01E-03,1955,1
1548,49849,65729,1.97E-01,4.90E-01,1.55E-03,1969,1
1549,57372,78914,2.68E-01,8.71E-01,5.24E-03,1943,1
1550,85085,92078,4.06E-01,1.11E+00,1.94E-02,1956,1
1551,67225,68133,1.63E-01,9.96E-01,3.37E-02,1975,1
1552,68113,93436,1.83E-01,1.59E+00,3.77E-02,1995,1
1553,82209,94754,3.12E-02,1.48E+00,5.96E-02,1990,8
1554,35023,52380,1.56E-02,3.04E-01,1.17E-03,1936,1
1555,46119,69533,9.73E-02,5.91E-01,7.52E-04,1954,1
1556,93482,71694,4.01E-01,5.60E-01,1.58E-02,1951,1
1557,63788,88194,1.04E-01,1.33E+00,4.98E-03,1960,1
1558,69254,78323,4.46E-02,1.04E+00,4.33E-02,1951,1
1559,78361,85674,6.64E-02,8.31E-01,6.08E-02,2009,8
1560,34814,55736,3.40E-02,3.62E-01,2.97E-04,1963,1
1561,36964,75204,1.72E-01,4.66E-01,7.39E-04,1931,1
1562,57045,78487,1.51E-01,1.06E+00,7.36E-03,1985,1
1563,79483,104418,3.94E-01,6.60E-01,7.78E-03,1952,1
1564,65373,87368,1.33E-01,1.07E+00,1.48E-02,1963,1
1565,73493,82160,1.10E-01,1.01E+00,4.52E-02,2011,1
1566,76218,91714,4.69E-02,1.44E+00,4.03E-02,2015,8
1567,34177,57273,1.78E-03,5.85E-01,1.75E-03,1969,1
1568,42438,48579,2.38E-01,7.95E-01,1.18E-03,1944,1
1569,56500,77162,2.49E-01,8.65E-01,7.09E-03,1946,1
1570,88482,85581,3.77E-01,1.11E+00,1.16E-02,1949,1
1571,66714,75461,1.84E-01,1.01E+00,1.68E-02,1929,1
1572,71726,90396,8.88E-02,1.51E+00,5.41E-02,2008,1
1573,82828,94581,5.62E-02,1.79E+00,4.43E-02,1973,8
1574,35648,48840,9.15E-02,3.95E-01,2.10E-03,1949,1
1575,55809,76759,1.94E-01,5.67E-01,1.45E-03,1985,1
1576,54118,75936,2.23E-01,8.13E-01,4.76E-03,2006,1
1577,85051,91584,3.40E-01,6.40E-01,1.50E-02,1955,1
1578,67330,87453,2.03E-01,1.12E+00,2.46E-02,1939,1
1579,73471,75558,1.34E-01,5.59E-01,2.76E-02,2000,1
1580,78561,87927,5.73E-02,1.28E+00,8.32E-02,2000,8
1581,32968,51490,8.97E-02,3.41E-01,6.51E-04,1953,1
1582,46298,66665,2.48E-01,7.72E-01,6.43E-04,1987,1
1583,59571,74173,2.15E-01,6.36E-01,2.81E-03,1993,1
1584,90419,95317,3.98E-01,8.60E-01,7.55E-03,1953,1
1585,64833,91991,1.53E-01,4.31E-01,1.96E-02,1950,1
1586,69293,85978,1.43E-01,8.72E-01,2.44E-02,1977,1
1587,75678,91943,2.59E-02,1.51E+00,3.11E-02,1979,8
1588,33069,58109,2.11E-02,1.68E-01,1.70E-04,1945,1
1589,43553,60375,2.97E-01,5.86E-01,3.19E-03,1979,1
1590,51670,68525,2.52E-01,7.96E-01,3.52E-03,1938,1
1591,80015,113935,2.77E-01,1.04E+00,1.29E-02,1949,1
1592,68052,79534,1.29E-01,1.15E+00,1.23E-03,1985,1
1593,74051,92103,8.25E-02,1.47E+00,3.19E-02,1982,1
1594,77019,96042,8.00E-02,5.33E-01,7.32E-02,2007,8
1595,34450,55867,1.19E-01,7.03E-01,1.44E-03,1974,1
1596,42739,79045,2.85E-01,5.89E-01,1.13E-03,1954,1
1597,55007,63640,2.52E-01,9.29E-01,1.72E-03,1983,1
1598,79016,81514,4.09E-01,1.10E+00,1.24E-02,1953,1
1599,63914,82038,2.27E-01,1.20E+00,2.45E-02,1967,1
1600,73172,77856,1.08E-01,1.16E+00,2.90E-02,1984,1
1601,79150,91902,7.45E-02,1.97E+00,5.99E-02,1991,8
1602,35258,58718,5.38E-03,7.07E-01,7.09E-04,1939,1
1603,49646,58163,7.61E-02,4.34E-01,1.40E-03,1927,1
1604,58761,62318,2.28E-01,9.84E-01,8.12E-04,1953,1
1605,75553,107897,3.39E-01,1.36E+00,1.58E-02,1953,1
1606,60593,84981,2.73E-01,1.25E+00,2.11E-02,1980,1
1607,71617,80911,6.91E-02,1.13E+00,7.11E-02,1985,1
1608,77920,92807,4.29E-02,1.48E+00,2.60E-02,1991,8
1609,31087,47440,1.68E-01,2.38E-01,2.20E-03,1956,1
1610,50474,72270,2.72E-01,5.44E-02,1.60E-03,1956,1
1611,59311,70753,2.58E-01,5.33E-01,4.69E-05,1972,1
1612,94551,113988,3.63E-01,1.31E+00,2.93E-02,1950,1
1613,60860,91287,1.86E-01,1.12E+00,2.36E-02,1969,1
1614,69942,87402,1.93E-01,1.03E+00,3.66E-02,2010,1
1615,82966,96568,3.34E-02,1.37E+00,6.35E-02,2000,8
1616,33618,61229,8.26E-02,7.19E-01,2.47E-03,1971,1
1617,43565,66022,1.46E-01,7.85E-01,2.62E-03,1971,1
1618,54852,71854,1.33E-01,9.02E-01,5.50E-03,1941,1
1619,76054,98392,2.53E-01,1.30E+00,1.54E-04,1954,1
1620,75562,98026,2.69E-01,1.32E+00,3.45E-02,1940,1
1621,71733,93452,1.55E-01,1.24E+00,4.38E-02,2002,1
1622,83084,93486,8.70E-02,1.43E+00,5.62E-02,1961,8
1623,33784,53631,1.02E-01,3.39E-01,5.15E-04,1937,1
1624,46375,71616,2.64E-01,4.99E-01,2.88E-03,1986,1
1625,52649,63472,2.93E-01,5.29E-01,7.36E-03,1982,1
1626,89252,92860,2.15E-01,1.10E+00,1.56E-02,1952,1
1627,67129,82307,2.31E-01,7.46E-01,3.02E-02,1953,1
1628,72449,96978,1.55E-01,1.01E+00,5.24E-02,1993,1
1629,81991,101608,4.88E-02,1.74E+00,6.18E-02,2011,8
1630,36155,62494,7.05E-02,1.99E-01,2.37E-04,1971,1
1631,51230,63786,2.07E-01,5.64E-01,5.08E-03,1964,1
1632,57281,67083,2.24E-01,6.55E-01,2.84E-04,1960,1
1633,94963,89120,2.56E-01,1.28E+00,1.08E-02,1954,1
1634,72782,92547,1.88E-01,1.18E+00,1.02E-02,1987,1
1635,73360,85982,7.86E-02,9.46E-01,5.20E-02,2014,1
1636,84935,94678,7.98E-02,1.24E+00,3.09E-02,1995,8
1637,37921,38469,1.10E-01,5.47E-01,6.45E-04,1932,1
1638,58082,59308,3.21E-01,6.95E-01,1.01E-03,1920,1
1639,58391,73513,1.64E-01,6.85E-01,2.68E-03,1945,1
1640,83434,111925,1.99E-01,1.47E+00,1.06E-02,1952,1
1641,77523,88140,1.96E-01,7.28E-01,6.86E-03,1971,1
1642,70121,88397,8.61E-02,1.12E+00,5.48E-02,1972,1
1643,81977,95776,6.50E-02,1.22E+00,9.01E-02,1989,8
1644,34116,46684,2.07E-02,3.89E-01,8.77E-04,1966,1
1645,43392,77245,2.86E-01,6.05E-01,1.38E-03,1958,1
1646,57609,74197,2.27E-01,6.61E-01,1.39E-03,1955,1
1647,85082,108076,3.85E-01,1.11E+00,1.75E-02,1955,1
1648,64740,76890,2.45E-01,1.36E+00,1.81E-02,1987,1
1649,70778,91944,1.37E-01,1.77E+00,2.73E-02,2003,1
1650,82237,97583,7.91E-02,1.69E+00,5.63E-02,1993,8
1651,35039,58835,8.03E-02,2.71E-01,1.56E-04,1940,1
1652,55050,73966,1.32E-01,4.66E-01,9.32E-04,1969,1
1653,79519,103497,3.66E-01,1.56E+00,2.45E-03,1949,1
1654,69823,88660,2.11E-01,1.04E+00,1.96E-03,1954,1
1655,74160,84479,1.62E-02,3.92E-01,5.20E-02,1976,1
1656,81582,83511,5.67E-02,1.48E+00,1.01E-01,2014,8
1657,35246,60723,7.15E-02,3.25E-01,1.33E-03,1976,1
1658,51197,62438,1.63E-01,9.79E-01,3.04E-03,1950,1
1659,57937,68266,2.66E-01,9.81E-01,2.76E-03,1956,1
1660,83494,102510,4.30E-01,1.31E+00,9.62E-03,1952,1
1661,63316,81466,2.35E-01,1.03E+00,6.13E-03,1979,1
1662,75933,86331,1.28E-01,1.09E+00,5.52E-02,1979,1
1663,82599,102286,5.92E-02,1.45E+00,3.12E-02,2037,8
1664,34464,46225,7.11E-02,5.38E-01,8.96E-04,1954,1
1665,38226,69643,3.03E-01,4.89E-01,7.65E-04,1930,1
1666,58610,73187,1.66E-01,6.29E-01,6.23E-03,1970,1
1667,95190,119853,2.56E-01,4.68E-01,7.11E-03,1954,1
1668,65883,84198,2.73E-01,8.60E-01,2.28E-02,1988,1
1669,72890,88827,7.24E-02,9.43E-01,4.73E-02,2001,1
1670,80574,93772,4.46E-02,1.62E+00,6.32E-02,1994,8
1671,34663,46770,8.36E-02,2.78E-01,1.29E-03,1971,1
1672,53903,64520,1.23E-01,4.37E-01,1.20E-03,1980,1
1673,54502,65946,2.47E-01,6.64E-01,7.48E-03,1956,1
1674,82444,112633,3.99E-01,1.01E+00,2.12E-02,1952,1
1675,60535,86895,2.95E-01,1.09E+00,2.00E-02,1953,1
1676,71470,87953,1.81E-01,1.10E+00,4.15E-02,1963,1
1677,81736,90785,7.35E-02,9.13E-01,8.13E-02,2033,8
1678,31070,52807,1.12E-01,4.17E-01,8.06E-04,1946,1
1679,43960,60187,1.53E-01,4.79E-01,4.68E-04,1942,1
1680,53838,79407,2.68E-01,7.27E-01,3.49E-03,1959,1
1681,92449,76232,2.01E-01,1.40E+00,3.12E-02,1952,1
1682,68125,75856,1.80E-01,1.04E+00,1.95E-02,1989,1
1683,69938,82019,6.84E-02,1.49E+00,5.74E-02,2003,1
1684,77162,92073,4.13E-02,1.57E+00,8.42E-02,1988,8
1685,33461,50198,1.52E-02,2.51E-01,5.09E-04,1954,1
1686,54853,65210,9.44E-02,6.04E-01,1.98E-04,1990,1
1687,46220,83512,3.00E-01,9.85E-01,1.08E-03,1953,1
1688,85293,97270,2.43E-01,1.16E+00,2.19E-02,1954,1
1689,64579,91948,2.35E-01,1.51E+00,1.12E-02,1988,1
1690,71460,88192,1.23E-01,1.92E+00,5.62E-02,1979,1
1691,84184,85288,1.08E-02,1.49E+00,9.90E-03,2021,8
1692,31618,56737,1.34E-01,4.41E-01,2.99E-04,1961,1
1693,51678,62501,1.21E-01,7.34E-01,6.31E-04,1950,1
1694,58007,79684,2.91E-01,8.75E-01,6.17E-03,1955,1
1695,93116,99749,5.85E-02,1.27E+00,1.03E-02,1954,1
1696,62397,80397,2.36E-01,1.06E+00,1.81E-02,1989,1
1697,75195,81274,2.06E-01,1.15E+00,3.66E-02,1983,1
1698,80503,98682,3.02E-02,1.40E+00,2.15E-02,1985,8
1699,35464,46475,8.03E-02,2.74E-01,1.06E-03,1961,1
1700,39924,65035,2.40E-01,8.78E-01,6.89E-04,1971,1
1701,45819,70685,2.44E-01,7.80E-01,5.07E-03,1970,1
1702,85463,99017,2.81E-01,1.00E+00,1.42E-03,1952,1
1703,64843,88099,1.35E-01,9.56E-01,3.04E-02,1970,1
1704,72704,90386,1.23E-01,1.43E+00,1.53E-02,2018,1
1705,83864,93138,5.01E-02,1.71E+00,5.43E-02,2005,8
1706,34353,57496,1.00E-01,1.47E-01,1.14E-03,1955,1
1707,48536,68661,1.01E-01,8.19E-01,5.20E-04,1935,1
1708,62297,65417,2.66E-01,8.72E-01,1.88E-03,1964,1
1709,87286,106248,3.76E-01,1.25E+00,4.01E-02,1951,1
1710,73211,79015,1.87E-01,1.26E+00,4.09E-02,1951,1
1711,73537,88117,1.00E-01,6.58E-01,2.94E-02,2006,1
1712,76300,97631,5.52E-02,1.17E+00,5.85E-02,2029,8
1713,33299,50958,1.43E-01,3.02E-01,1.28E-03,1943,1
1714,48715,68118,1.52E-01,7.17E-01,2.31E-03,1972,1
1715,79770,97967,3.95E-01,1.17E+00,1.64E-02,1949,1
1716,65557,77365,1.64E-01,1.26E+00,2.30E-02,1980,1
1717,75053,90768,1.32E-01,1.11E+00,3.21E-02,1978,1
1718,82303,100754,3.84E-02,1.16E+00,4.65E-02,2000,8
1719,38161,43925,7.62E-02,3.52E-01,4.64E-05,1961,1
1720,45428,62258,1.60E-01,1.76E-01,4.00E-04,1953,1
1721,57288,76768,1.04E-01,8.26E-01,5.05E-03,1965,1
1722,81825,98378,3.89E-01,9.21E-01,1.79E-02,1955,1
1723,61243,74778,1.31E-01,1.58E+00,2.92E-02,1963,1
1724,69377,80442,1.60E-01,1.33E+00,3.34E-02,1988,1
1725,81227,100113,6.83E-02,1.21E+00,4.80E-02,1987,8
1726,34038,63904,9.54E-02,2.14E-01,7.42E-04,1973,1
1727,45802,66179,1.27E-01,5.95E-01,2.95E-03,1941,1
1728,58075,75717,2.01E-01,8.21E-01,2.98E-04,1940,1
1729,87747,102278,3.69E-01,9.23E-01,4.15E-02,1956,1
1730,66696,73900,2.90E-01,1.16E+00,3.57E-02,1959,1
1731,71416,94383,1.58E-01,1.47E+00,4.41E-02,1951,1
1732,78187,84376,5.87E-02,1.58E+00,3.25E-02,2001,8
1733,43647,65849,2.16E-01,6.55E-01,4.35E-03,1939,8
1734,49002,70645,3.08E-01,8.11E-01,6.91E-03,1956,8
1735,88987,91208,2.82E-01,1.24E+00,3.81E-03,1953,8
1736,66500,90610,2.56E-01,1.12E+00,1.32E-02,1965,8
1737,72662,92731,4.41E-02,8.93E-01,5.35E-02,2003,8
1738,80988,97833,7.76E-02,1.04E+00,7.77E-02,1973,8
1739,50768,70413,1.82E-01,8.68E-01,1.73E-03,1964,8
1740,61586,71136,2.43E-01,5.44E-01,1.96E-03,1946,8
1741,87482,102933,3.50E-01,1.22E+00,1.88E-02,1952,8
1742,77012,97721,2.77E-01,1.25E+00,2.57E-03,1969,8
1743,72084,90977,2.08E-01,1.12E+00,5.91E-02,2029,8
1744,79760,97491,6.65E-02,1.16E+00,5.45E-02,2012,8
1745,41123,61824,1.57E-01,9.28E-01,3.42E-03,1953,8
1746,57414,75509,1.14E-01,7.24E-01,4.19E-03,1988,8
1747,88166,93918,2.93E-01,8.28E-01,5.29E-02,1953,8
1748,61437,93171,3.73E-02,9.46E-01,2.45E-02,1967,8
1749,72247,97119,1.45E-01,1.21E+00,3.32E-02,1981,8
1750,76326,90365,4.89E-02,1.77E+00,3.50E-02,1994,8
1751,49828,71394,1.98E-01,5.94E-01,6.56E-04,1945,8
1752,53296,79655,3.10E-01,8.46E-01,4.04E-03,1962,8
1753,84689,108371,2.18E-01,1.41E+00,2.41E-02,1956,8
1754,64018,94414,2.92E-01,1.14E+00,1.25E-02,1989,8
1755,74453,88308,2.21E-01,1.25E+00,3.62E-02,2019,8
1756,85084,88994,6.92E-02,1.52E+00,3.74E-02,1999,8
1757,44075,68560,1.91E-01,5.34E-01,2.42E-03,1956,8
1758,53869,69842,2.88E-01,6.21E-01,1.92E-03,1966,8
1759,80308,86014,2.77E-01,1.25E+00,3.69E-02,1952,8
1760,65287,87542,1.86E-01,1.29E+00,3.24E-02,1962,8
1761,70100,82664,9.96E-02,1.27E+00,5.71E-02,1958,8
1762,83661,102410,4.34E-02,1.48E+00,4.65E-02,1980,8
