ID,Yield_Strength,Tensile_Strength,C,Mn,Nb,Pipe_Vintage,Pipe_Grade
3267,78079,100263,6.04E-02,1.03E+00,8.35E-02,1993,8
3268,37502,57642,1.26E-01,3.89E-01,5.38E-04,1948,1
3269,44725,63572,2.33E-01,7.28E-01,7.39E-04,1966,1
3270,55046,72955,2.17E-01,8.51E-01,1.86E-03,1960,1
3271,78671,93850,2.32E-01,1.38E+00,3.15E-02,1954,1
3272,66723,92679,1.73E-01,1.39E+00,1.64E-02,1966,1
3273,73062,79743,4.72E-02,1.24E+00,3.00E-02,1979,1
3274,84943,91122,3.67E-02,1.38E+00,6.62E-02,1997,8
3275,36761,55443,3.37E-02,7.66E-01,1.40E-03,1958,1
3276,40920,57402,3.10E-01,4.28E-01,3.23E-03,1985,1
3277,55416,76780,2.69E-01,1.11E+00,1.32E-03,1955,1
3278,93199,96968,3.21E-01,1.05E+00,1.40E-02,1955,1
3279,63951,84261,2.33E-01,1.29E+00,1.09E-02,1975,1
3280,69348,92443,1.54E-01,1.93E+00,5.13E-02,2027,1
3281,80419,92936,3.43E-02,1.68E+00,4.94E-02,2005,8
3282,33135,52737,4.87E-02,5.50E-01,1.04E-03,1943,1
3283,38299,54396,1.65E-01,5.34E-01,2.63E-04,1961,1
3284,52922,73817,2.24E-01,1.02E+00,1.43E-03,1966,1
3285,85013,98387,7.13E-02,7.40E-01,2.83E-04,1949,1
3286,73513,96564,1.98E-01,9.64E-01,9.77E-03,1967,1
3287,72955,90163,1.49E-01,9.87E-01,4.79E-02,1991,1
3288,83479,101032,4.56E-02,1.52E+00,8.96E-02,1984,8
3289,36511,65028,1.13E-01,4.55E-01,8.21E-04,1946,1
3290,43642,79239,2.47E-01,3.99E-01,2.08E-03,1936,1
3291,56167,71070,2.13E-01,9.22E-01,2.82E-03,1947,1
3292,88279,85436,3.83E-01,1.11E+00,2.16E-02,1953,1
3293,66717,80963,1.80E-01,1.43E+00,1.67E-02,1963,1
3294,71730,82603,2.20E-01,1.69E+00,2.78E-02,1990,1
3295,81309,94675,5.32E-02,1.17E+00,7.72E-02,2021,8
3296,35656,58872,1.26E-01,5.18E-01,9.06E-04,1966,1
3297,56336,76909,2.26E-01,8.81E-01,1.06E-03,1964,1
3298,90323,94525,1.62E-01,9.02E-01,2.95E-02,1954,1
3299,71589,87259,1.09E-01,1.03E+00,1.02E-02,1951,1
3300,72089,89213,6.01E-02,1.11E+00,5.58E-02,1971,1
3301,81286,96602,1.10E-01,1.07E+00,7.88E-02,1993,8
3302,37324,51759,1.52E-01,4.21E-01,1.28E-03,1969,1
3303,59730,73405,2.29E-01,8.61E-01,1.14E-03,1945,1
3304,82734,94189,4.17E-01,1.45E+00,3.44E-02,1953,1
3305,60068,76712,2.86E-01,1.18E+00,2.46E-02,1975,1
3306,71942,95220,6.51E-02,1.60E+00,4.64E-02,2004,1
3307,78754,99511,8.41E-02,1.42E+00,4.87E-02,2029,8
3308,33684,51282,8.20E-02,4.80E-01,1.86E-03,1931,1
3309,49344,70537,2.00E-01,6.19E-01,1.43E-03,1953,1
3310,82868,85583,2.56E-01,1.13E+00,1.99E-02,1953,1
3311,65531,81304,9.90E-02,1.23E+00,1.23E-02,1974,1
3312,71911,87641,1.80E-01,1.58E+00,7.00E-02,1996,1
3313,78754,94933,7.33E-02,1.44E+00,6.02E-02,1999,8
3314,35414,53745,2.40E-02,6.70E-01,5.92E-04,1949,1
3315,57612,73838,2.28E-01,5.26E-01,7.97E-04,1960,1
3316,90254,95472,1.65E-01,5.68E-01,2.71E-02,1953,1
3317,59718,97439,2.44E-01,1.44E+00,9.23E-03,1964,1
3318,70845,75412,1.19E-01,1.02E+00,5.68E-02,1986,1
3319,81179,95394,2.65E-02,1.05E+00,8.87E-02,2002,8
3320,33926,62734,9.65E-02,5.61E-01,3.19E-04,1950,1
3321,60305,72172,2.36E-01,7.93E-01,6.35E-04,1959,1
3322,76431,105106,4.85E-01,1.45E+00,8.15E-03,1954,1
3323,64345,82307,1.87E-01,1.24E+00,2.57E-02,1961,1
3324,74494,87761,2.03E-01,1.44E+00,2.94E-02,1970,1
3325,84987,95856,3.28E-02,1.71E+00,5.01E-02,1999,8
3326,35334,60863,1.00E-01,4.41E-01,7.36E-04,1952,1
3327,56462,79139,2.50E-01,8.19E-01,1.32E-03,1969,1
3328,84556,88616,3.98E-01,1.13E+00,2.89E-03,1954,1
3329,66962,86501,1.68E-01,1.37E+00,7.09E-03,1951,1
3330,70710,82625,7.44E-02,1.54E+00,1.11E-02,1990,1
3331,85063,90920,3.53E-02,1.12E+00,7.66E-02,1977,8
3332,34365,55190,1.10E-01,6.37E-01,1.34E-03,1932,1
3333,55537,71426,2.87E-01,6.76E-01,2.07E-03,1960,1
3334,84778,113095,4.87E-01,8.13E-01,2.16E-02,1953,1
3335,60250,78046,1.22E-01,1.12E+00,1.82E-02,1938,1
3336,74674,86166,1.38E-01,1.36E+00,5.44E-02,1997,1
3337,84494,91733,2.70E-02,1.70E+00,5.86E-02,2008,8
3338,34226,48039,3.88E-02,1.03E-01,2.06E-04,1958,1
3339,56116,81192,2.82E-01,7.06E-01,2.13E-03,1965,1
3340,77570,101589,2.56E-01,1.25E+00,2.53E-02,1951,1
3341,63589,81969,2.03E-01,1.04E+00,3.65E-02,1958,1
3342,68725,89769,1.34E-01,9.44E-01,4.31E-02,1990,1
3343,79979,101003,5.03E-02,9.14E-01,8.59E-02,1992,8
3344,31947,44985,8.89E-02,4.02E-01,7.01E-05,1963,1
3345,48875,71910,2.60E-01,1.00E+00,3.07E-04,1957,1
3346,82462,102063,3.69E-01,1.17E+00,2.90E-03,1950,1
3347,66380,94720,2.13E-01,1.09E+00,8.73E-03,1946,1
3348,74842,93713,7.42E-02,1.47E+00,5.67E-02,2007,1
3349,76968,94682,6.64E-02,1.29E+00,8.35E-02,2021,8
3350,36080,53642,7.74E-02,6.69E-01,6.60E-04,1955,1
3351,57194,81440,2.89E-01,1.16E+00,2.38E-03,1940,1
3352,80409,88482,3.85E-01,5.68E-01,2.91E-03,1951,1
3353,67973,74311,1.72E-01,1.51E+00,2.86E-02,1978,1
3354,72685,88330,8.02E-02,1.33E+00,2.07E-02,2018,1
3355,78173,97665,6.39E-02,1.97E+00,6.88E-02,1995,8
3356,35742,49872,1.01E-01,4.86E-01,8.36E-04,1956,1
3357,50574,74587,2.56E-01,6.45E-01,1.30E-03,1953,1
3358,89794,81103,2.40E-01,8.29E-01,1.67E-02,1948,1
3359,65267,83231,2.19E-01,1.13E+00,1.60E-02,1965,1
3360,71511,81851,1.91E-01,8.44E-01,2.45E-02,2016,1
3361,82930,95173,4.41E-02,1.24E+00,4.70E-02,1986,8
3362,36690,54096,7.66E-02,2.97E-01,1.02E-03,1963,1
3363,55421,68516,2.69E-01,7.15E-01,2.29E-03,1974,1
3364,91552,76643,3.71E-01,1.30E+00,4.21E-02,1950,1
3365,64957,75968,2.20E-01,8.84E-01,2.06E-02,1970,1
3366,71569,77580,6.86E-02,8.70E-01,5.66E-02,1976,1
3367,81684,90638,4.92E-02,1.84E+00,3.20E-02,1992,8
3368,34219,67923,5.81E-02,8.78E-01,1.38E-03,1949,1
3369,52591,76553,2.44E-01,7.75E-01,2.45E-03,1956,1
3370,75553,85371,2.94E-01,1.11E+00,6.90E-03,1950,1
3371,64448,99967,3.23E-01,1.32E+00,3.15E-02,1934,1
3372,71647,93965,1.85E-01,8.40E-01,3.55E-02,1974,1
3373,81666,99271,5.52E-02,1.44E+00,5.80E-02,1998,8
3374,36615,58724,1.23E-01,2.79E-01,1.59E-03,1949,1
3375,49459,73438,2.10E-01,6.88E-01,5.63E-04,1949,1
3376,85228,92955,2.05E-01,1.07E+00,9.31E-03,1951,1
3377,62913,77273,1.62E-01,9.12E-01,1.31E-02,1985,1
3378,70541,79719,7.30E-02,1.64E+00,5.14E-02,1976,1
3379,79009,93521,4.91E-02,1.18E+00,5.49E-02,1991,8
3380,33899,58372,1.48E-01,5.53E-01,1.19E-03,1949,1
3381,58968,80269,2.13E-01,8.35E-01,1.80E-03,1972,1
3382,84991,99432,2.67E-01,9.04E-01,1.24E-02,1949,1
3383,62107,78944,3.42E-01,1.11E+00,3.05E-02,1985,1
3384,68272,88623,9.78E-02,1.21E+00,5.32E-02,1977,1
3385,79748,92001,2.67E-02,1.23E+00,6.04E-02,2019,8
3386,37529,60407,2.04E-02,4.41E-01,1.33E-03,1967,1
3387,55581,70378,2.70E-01,5.99E-01,1.17E-03,1952,1
3388,89058,93859,3.07E-01,1.17E+00,2.77E-02,1951,1
3389,63669,109784,2.70E-01,1.22E+00,2.81E-03,1958,1
3390,74150,97717,8.01E-02,1.53E+00,3.37E-02,2001,1
3391,79673,87555,5.09E-02,1.35E+00,4.38E-02,2001,8
3392,34326,64997,8.77E-02,5.99E-01,1.15E-03,1982,1
3393,58284,71692,2.81E-01,6.94E-01,1.61E-03,1963,1
3394,88221,98577,2.01E-01,4.52E-01,2.31E-02,1952,1
3395,65269,79811,2.43E-01,7.92E-01,3.44E-02,1964,1
3396,72005,88901,1.95E-01,1.17E+00,3.21E-02,2013,1
3397,81761,100913,6.66E-02,1.82E+00,4.11E-02,1979,8
3398,38472,59605,9.59E-02,4.40E-01,1.03E-03,1942,1
3399,59427,75836,2.48E-01,7.67E-01,1.85E-03,1972,1
3400,87370,90964,2.88E-01,9.51E-01,2.01E-02,1954,1
3401,60968,93370,1.69E-01,1.09E+00,4.07E-02,1953,1
3402,74796,91034,1.45E-01,1.35E+00,3.31E-02,1993,1
3403,82402,90519,3.38E-02,1.42E+00,5.27E-02,1998,8
3404,34772,62679,5.86E-02,6.01E-01,8.91E-04,1963,1
3405,56211,68919,1.94E-01,8.93E-01,1.96E-03,1955,1
3406,84193,79695,1.78E-01,1.07E+00,1.93E-02,1951,1
3407,66588,65238,1.05E-01,1.40E+00,3.19E-02,1980,1
3408,68809,90889,1.12E-01,9.24E-01,4.66E-02,2004,1
3409,83598,100395,5.71E-02,1.40E+00,5.45E-02,1997,8
3410,31747,56526,1.26E-01,1.40E-01,1.23E-03,1955,1
3411,50698,79270,3.17E-01,6.38E-01,1.40E-03,1966,1
3412,88754,100735,2.71E-01,1.12E+00,2.78E-02,1955,1
3413,62366,85434,1.45E-01,1.64E+00,2.85E-02,1968,1
3414,68201,92427,1.72E-01,1.72E+00,3.07E-02,1992,1
3415,79523,94988,4.41E-02,1.34E+00,7.37E-02,2006,8
3416,37970,61060,1.02E-01,3.55E-01,1.51E-03,1935,1
3417,58500,75080,2.36E-01,9.01E-01,2.35E-03,1952,1
3418,76914,90747,3.38E-01,1.26E+00,2.02E-02,1958,1
3419,62064,86988,1.92E-01,9.53E-01,1.58E-03,1960,1
3420,72284,94806,9.08E-02,5.72E-01,4.46E-02,1952,1
3421,83769,94116,5.89E-02,1.82E+00,5.48E-02,1982,8
3422,31827,55732,1.55E-01,1.12E-01,7.47E-04,1949,1
3423,51466,70610,2.17E-01,8.67E-01,7.37E-04,1938,1
3424,82297,100890,2.70E-01,1.27E+00,2.22E-02,1950,1
3425,63719,83032,2.26E-01,8.89E-01,2.96E-02,1994,1
3426,71690,93600,1.39E-01,1.03E+00,3.93E-02,1980,1
3427,84934,95774,3.61E-02,1.12E+00,4.68E-02,2027,8
3428,34162,59778,7.13E-02,8.89E-01,9.64E-04,1959,1
3429,54507,69208,2.50E-01,8.13E-01,1.51E-03,1965,1
3430,86346,109364,3.29E-01,6.88E-01,1.04E-02,1953,1
3431,66090,77502,1.96E-01,8.70E-01,8.14E-03,1977,1
3432,71529,89515,1.94E-01,9.31E-01,3.80E-02,2005,1
3433,83544,96657,6.53E-02,1.49E+00,6.34E-02,1994,8
3434,31680,62374,8.14E-02,5.97E-01,4.44E-05,1927,1
3435,51022,72552,1.93E-01,8.40E-01,2.16E-03,1951,1
3436,92079,80730,3.76E-01,1.05E+00,2.56E-02,1952,1
3437,68405,87286,3.06E-01,1.45E+00,2.38E-04,1974,1
3438,75032,84005,9.30E-02,1.07E+00,3.96E-02,2004,1
3439,82842,89327,6.05E-02,1.61E+00,6.29E-02,2001,8
3440,38012,46966,7.91E-02,6.95E-01,1.80E-03,1977,1
3441,52597,81568,2.30E-01,8.98E-01,2.11E-03,1974,1
3442,89590,104475,4.55E-01,9.88E-01,3.81E-03,1950,1
3443,61715,90346,1.82E-01,1.05E+00,1.49E-02,1981,1
3444,71300,87628,4.99E-02,5.92E-01,3.27E-02,1979,1
3445,80916,90783,4.93E-02,6.55E-01,4.58E-02,1991,8
3446,36581,50531,3.34E-02,3.97E-01,1.06E-03,1961,1
3447,51818,73361,2.24E-01,8.35E-01,1.53E-03,1955,1
3448,88487,93307,3.11E-01,7.70E-01,2.16E-02,1957,1
3449,70974,71702,5.71E-02,9.03E-01,3.50E-03,1977,1
3450,73974,82136,1.46E-01,1.75E+00,4.76E-02,1988,1
3451,77347,99874,5.19E-02,2.07E+00,4.31E-02,2003,8
3452,31951,48676,3.24E-03,7.71E-01,4.75E-04,1960,1
3453,54382,66548,2.08E-01,7.65E-01,2.31E-03,1969,1
3454,83772,91293,1.98E-01,1.05E+00,1.16E-02,1953,1
3455,68564,92657,2.98E-01,9.76E-01,2.36E-02,1983,1
3456,70814,90589,6.63E-02,1.45E+00,4.52E-02,1979,1
3457,79242,95058,6.14E-02,1.01E+00,8.86E-02,2003,8
3458,36254,63704,3.15E-03,3.85E-01,6.18E-04,1954,1
3459,60473,58018,2.15E-01,6.57E-01,9.57E-04,1954,1
3460,80900,79653,2.63E-01,1.16E+00,3.24E-02,1956,1
3461,62533,85510,3.36E-01,9.55E-01,2.38E-02,1985,1
3462,74769,86727,1.31E-01,1.13E+00,4.60E-02,1992,1
3463,80901,97584,5.74E-02,1.66E+00,1.89E-02,2003,8
3464,32962,47324,1.12E-01,4.52E-01,2.41E-03,1970,1
3465,58021,74691,2.13E-01,6.98E-01,6.15E-04,1973,1
3466,79041,69511,4.41E-01,1.29E+00,2.23E-02,1950,1
3467,62983,100680,2.63E-01,1.07E+00,2.63E-02,1958,1
3468,70877,89935,1.95E-02,1.17E+00,4.40E-02,1995,1
3469,80474,92490,1.02E-01,1.25E+00,4.30E-02,1994,8
3470,32799,57199,6.83E-02,5.70E-01,8.23E-04,1979,1
3471,52297,69573,2.04E-01,6.27E-01,1.89E-03,1952,1
3472,80768,103339,2.73E-01,1.32E+00,1.02E-02,1953,1
3473,63100,80087,1.39E-01,1.17E+00,4.07E-02,1941,1
3474,71993,84736,7.32E-02,1.05E+00,4.56E-02,1995,1
3475,78597,89590,1.52E-03,1.60E+00,7.99E-02,1989,8
3476,32907,56878,3.52E-02,4.66E-01,2.30E-03,1963,1
3477,51151,74907,2.68E-01,6.02E-01,1.05E-03,1962,1
3478,91981,100100,3.14E-01,1.44E+00,1.55E-02,1953,1
3479,67611,95462,2.28E-01,1.34E+00,4.13E-02,1997,1
3480,69367,89384,1.50E-01,1.29E+00,1.52E-02,1997,1
3481,79673,89953,4.57E-02,1.36E+00,5.81E-02,1984,8
3482,37467,48161,3.54E-02,5.58E-01,4.56E-04,1954,1
3483,51880,71110,2.45E-01,1.09E+00,2.20E-03,1946,1
3484,84301,89436,3.08E-01,1.13E+00,9.24E-03,1954,1
3485,60640,75949,2.16E-01,1.00E+00,4.50E-02,1960,1
3486,73669,92009,8.42E-02,1.54E+00,5.90E-02,1985,1
3487,84532,96078,3.79E-02,1.30E+00,7.81E-02,1997,8
3488,32013,51732,1.49E-01,4.87E-01,1.01E-03,1941,1
3489,56829,66155,2.18E-01,7.79E-01,2.06E-04,1966,1
3490,84774,107602,2.13E-01,1.59E+00,3.21E-02,1951,1
3491,67752,97951,2.91E-01,1.01E+00,2.13E-02,1994,1
3492,71325,90539,6.03E-02,1.29E+00,6.23E-02,2005,1
3493,81853,93389,2.28E-02,1.35E+00,5.50E-02,2009,8
3494,37851,43919,1.63E-01,6.19E-01,1.22E-03,1962,1
3495,58489,76047,2.42E-01,1.09E+00,1.28E-04,1959,1
3496,82896,93248,3.86E-01,7.72E-01,8.06E-03,1955,1
3497,66430,81145,1.35E-01,8.01E-01,2.22E-02,1966,1
3498,68707,87322,1.23E-01,1.39E+00,5.23E-02,1990,1
3499,79777,95970,4.18E-02,1.65E+00,8.95E-02,1994,8
3500,36690,54333,1.03E-01,7.17E-01,1.01E-03,1950,1
3501,59142,68111,2.58E-01,7.99E-01,1.09E-03,1948,1
3502,84730,85390,4.48E-01,1.11E+00,2.07E-02,1949,1
3503,68910,83932,2.38E-01,1.28E+00,3.04E-02,1996,1
3504,70273,99894,8.54E-02,1.41E+00,3.85E-02,1964,1
3505,85109,91850,8.20E-02,1.21E+00,7.41E-02,2012,8
3506,35373,50453,9.26E-02,3.70E-01,6.62E-04,1957,1
3507,54347,76930,2.78E-01,8.28E-01,1.93E-03,1974,1
3508,91209,85411,2.81E-01,1.39E+00,2.32E-02,1952,1
3509,64434,92616,1.65E-01,9.20E-01,2.30E-02,1962,1
3510,72139,84598,1.89E-01,1.01E+00,5.00E-02,1968,1
3511,78869,100322,4.36E-02,1.27E+00,7.46E-02,1983,8
3512,37777,47409,1.65E-01,6.52E-01,1.10E-03,1970,1
3513,53704,77531,2.29E-01,7.35E-01,1.43E-03,1957,1
3514,87676,76237,1.54E-01,1.17E+00,2.73E-03,1953,1
3515,66054,91846,2.62E-01,1.01E+00,2.81E-02,1970,1
3516,73653,92819,1.26E-01,9.54E-01,5.09E-02,2003,1
3517,79537,96624,6.40E-02,1.70E+00,6.10E-02,2018,8
3518,35060,49658,1.68E-01,5.06E-01,1.14E-03,1945,1
3519,54210,72802,2.42E-01,7.09E-01,2.13E-03,1949,1
3520,89840,91129,4.01E-01,1.06E+00,1.58E-03,1953,1
3521,65881,84041,1.47E-01,1.23E+00,3.60E-02,1968,1
3522,73195,92062,2.22E-01,1.35E+00,1.23E-02,2006,1
3523,81640,87837,1.04E-01,1.48E+00,1.53E-02,2006,8
3524,35320,55129,1.64E-02,1.23E-01,1.28E-03,1951,1
3525,52556,78504,2.63E-01,7.11E-01,3.38E-04,1954,1
3526,76284,111420,2.14E-01,1.38E+00,2.16E-02,1952,1
3527,67230,105193,2.68E-01,1.21E+00,7.67E-03,1968,1
3528,73611,93530,1.60E-01,7.37E-01,4.77E-02,1981,1
3529,83369,99056,5.82E-03,8.29E-01,5.22E-02,2013,8
3530,34618,61785,6.45E-02,3.48E-01,1.40E-03,1938,1
3531,54693,73118,2.51E-01,7.03E-01,1.23E-03,1955,1
3532,91633,93881,3.76E-01,1.56E+00,3.55E-02,1953,1
3533,70000,85844,2.23E-01,1.09E+00,1.18E-02,1986,1
3534,70576,81505,1.08E-01,9.89E-01,6.12E-02,2005,1
3535,80199,91005,5.36E-02,1.84E+00,2.36E-02,1983,8
3536,31963,52341,2.38E-02,2.83E-01,8.79E-04,1955,1
3537,58896,80253,2.47E-01,8.05E-01,1.55E-03,1973,1
3538,90337,108470,1.20E-01,8.50E-01,4.14E-02,1953,1
3539,68179,81737,1.77E-01,9.52E-01,9.68E-03,1982,1
3540,72209,79746,1.35E-01,1.22E+00,4.45E-02,2007,1
3541,76491,104284,3.38E-02,1.52E+00,7.41E-02,1978,8
3542,35929,55098,3.60E-02,8.14E-01,8.67E-04,1961,1
3543,53708,72433,2.63E-01,6.77E-01,1.70E-03,1962,1
3544,84995,106097,3.91E-01,1.06E+00,1.83E-03,1953,1
3545,70941,82664,1.64E-01,4.53E-01,4.04E-02,1961,1
3546,82339,87920,8.26E-02,1.34E+00,5.80E-02,1978,8
3547,32952,53134,1.20E-01,1.62E-01,1.53E-03,1954,1
3548,51956,80920,1.97E-01,7.65E-01,1.77E-03,1935,1
3549,84685,108907,4.50E-01,1.25E+00,3.02E-02,1950,1
3550,64939,84040,2.40E-01,1.34E+00,3.34E-02,1959,1
3551,71929,81128,1.56E-01,6.52E-01,5.88E-02,1986,1
3552,78913,96250,6.23E-02,1.25E+00,7.11E-02,1987,8
3553,33073,54965,4.01E-02,4.63E-01,1.52E-03,1981,1
3554,52601,69953,2.18E-01,6.20E-01,2.13E-03,1968,1
3555,78978,104372,1.90E-01,1.29E+00,5.35E-02,1951,1
3556,64198,90658,2.55E-01,1.05E+00,4.77E-02,1949,1
3557,70047,85872,9.69E-02,1.55E+00,4.72E-02,1990,1
3558,79530,95088,5.26E-02,1.62E+00,6.63E-02,1979,8
3559,37892,53680,1.55E-01,7.78E-01,7.25E-04,1972,1
3560,49747,67132,2.44E-01,7.03E-01,1.10E-03,1959,1
3561,80793,79849,3.72E-01,1.43E+00,1.34E-02,1950,1
3562,66650,86293,3.03E-01,1.16E+00,1.03E-02,1947,1
3563,75444,93848,1.27E-01,1.66E+00,5.47E-02,1991,1
3564,84591,94038,7.12E-02,1.43E+00,6.91E-02,1993,8
3565,34033,53945,7.92E-02,4.08E-01,1.17E-03,1950,1
3566,57970,74026,2.23E-01,7.81E-01,9.68E-04,1953,1
3567,89538,95841,4.47E-01,1.41E+00,1.90E-02,1954,1
3568,65817,79653,2.89E-01,1.14E+00,9.33E-03,1979,1
3569,74887,90724,1.02E-01,1.83E+00,7.45E-02,1991,1
3570,76902,96333,6.96E-02,1.95E+00,8.28E-02,1987,8
3571,32228,55649,3.79E-02,3.33E-01,7.40E-04,1953,1
3572,49426,77842,2.03E-01,5.38E-01,2.28E-03,1936,1
3573,87315,99178,3.88E-01,1.67E+00,2.55E-02,1952,1
3574,68830,82837,2.10E-01,1.19E+00,1.76E-02,1964,1
3575,72607,92651,6.49E-02,1.21E+00,7.25E-02,1989,1
3576,79887,89602,3.53E-02,1.50E+00,4.51E-02,2008,8
3577,32917,57880,1.87E-01,4.06E-01,7.59E-04,1948,1
3578,55004,73668,1.93E-01,7.39E-01,9.59E-04,1938,1
3579,88180,102535,4.60E-01,7.75E-01,8.01E-03,1954,1
3580,62842,87868,2.23E-01,1.26E+00,3.29E-02,1957,1
3581,72345,88729,5.53E-02,1.66E+00,4.73E-02,2008,1
3582,82309,91517,2.76E-02,1.25E+00,5.82E-02,1994,8
3583,35750,56861,1.18E-02,5.59E-01,1.67E-03,1953,1
3584,57814,78047,2.01E-01,8.08E-01,2.97E-04,1952,1
3585,86471,84066,2.40E-01,1.11E+00,1.26E-02,1948,1
3586,65262,91149,2.05E-01,1.10E+00,1.93E-02,1981,1
3587,73691,81472,1.71E-01,1.11E+00,5.21E-02,1961,1
3588,78735,96857,4.80E-02,1.42E+00,3.66E-02,1999,8
3589,34842,53644,7.18E-02,2.01E-01,1.85E-03,1950,1
3590,51172,78777,1.98E-01,6.20E-01,1.98E-03,1963,1
3591,84007,105250,1.63E-01,1.01E+00,3.80E-02,1954,1
3592,64558,84872,1.82E-01,8.21E-01,1.59E-02,1958,1
3593,73438,90922,1.73E-01,6.60E-01,5.02E-02,1980,1
3594,83018,87457,7.56E-02,8.91E-01,5.37E-02,1986,8
3595,34036,59972,1.22E-01,1.46E-01,1.65E-03,1968,1
3596,49177,73884,2.36E-01,6.98E-01,2.12E-03,1969,1
3597,86041,98489,2.72E-01,1.26E+00,1.56E-02,1952,1
3598,62886,79901,1.90E-01,1.03E+00,2.18E-02,1954,1
3599,70933,81456,8.57E-02,1.98E+00,5.54E-02,2005,1
3600,82178,87977,5.97E-02,1.24E+00,5.76E-02,1990,8
3601,33832,51675,1.62E-01,4.47E-01,1.22E-03,1966,1
3602,51813,73974,2.66E-01,9.26E-01,1.86E-03,1957,1
3603,78077,99658,4.14E-01,1.07E+00,2.91E-02,1950,1
3604,63723,81563,1.69E-01,1.18E+00,2.76E-02,1976,1
3605,74103,86408,2.59E-02,1.67E+00,5.03E-02,1977,1
3606,82422,92071,9.73E-03,1.33E+00,9.44E-02,2022,8
3607,33605,60361,2.32E-02,3.83E-01,1.31E-03,1973,1
3608,55905,67057,2.22E-01,7.54E-01,1.17E-03,1951,1
3609,81186,104173,2.77E-01,1.28E+00,1.36E-02,1951,1
3610,62883,86652,2.97E-01,1.34E+00,2.92E-02,1977,1
3611,70910,86184,8.52E-02,1.07E+00,3.96E-02,1969,1
3612,77983,90304,4.27E-02,1.36E+00,5.96E-02,2007,8
3613,36557,51798,5.30E-02,1.25E-01,1.66E-03,1948,1
3614,53199,74473,2.59E-01,8.37E-01,1.25E-03,1961,1
3615,77699,103184,3.18E-01,1.76E-01,1.94E-02,1950,1
3616,62985,82366,2.30E-01,7.52E-01,4.00E-02,1963,1
3617,72391,83339,9.33E-02,1.72E+00,4.28E-02,2003,1
3618,81326,94204,2.71E-02,7.16E-01,6.61E-02,2003,8
3619,32160,54892,6.17E-02,1.99E-01,5.95E-04,1979,1
3620,56473,69791,3.20E-01,7.39E-01,7.75E-04,1947,1
3621,82321,80777,3.08E-01,1.37E+00,1.33E-02,1953,1
3622,63034,92541,2.54E-01,1.14E+00,4.67E-02,1990,1
3623,71016,84069,1.70E-01,1.42E+00,3.44E-02,1976,1
3624,82251,99761,4.41E-02,8.45E-01,7.27E-02,2010,8
3625,33739,53120,3.52E-02,4.48E-01,1.57E-03,1950,1
3626,50947,75593,2.48E-01,6.97E-01,4.81E-04,1957,1
3627,75698,104670,3.32E-01,1.03E+00,2.05E-02,1949,1
3628,69497,79984,2.13E-01,7.50E-01,6.03E-03,1952,1
3629,71855,79825,9.57E-02,8.77E-01,1.36E-02,2018,1
3630,82738,101500,5.41E-02,1.62E+00,7.61E-02,2015,8
3631,33107,54665,3.69E-02,8.14E-01,6.87E-04,1961,1
3632,59355,75975,2.35E-01,7.00E-01,6.99E-04,1953,1
3633,80143,93781,2.87E-01,7.75E-01,2.03E-02,1954,1
3634,64002,93272,1.19E-01,1.09E+00,5.69E-03,1967,1
3635,72213,84588,7.52E-02,1.02E+00,5.06E-02,1976,1
3636,81386,94283,7.67E-02,9.06E-01,5.06E-02,2013,8
3637,35312,46998,2.45E-02,5.56E-01,6.58E-04,1962,1
3638,55361,80917,2.66E-01,6.22E-01,1.55E-03,1966,1
3639,82220,89216,3.06E-01,8.78E-01,2.75E-02,1949,1
3640,69078,97811,2.24E-01,1.25E+00,9.41E-03,1976,1
3641,72162,88785,1.68E-01,1.60E+00,6.21E-02,1996,1
3642,78215,91065,4.20E-02,1.42E+00,7.34E-02,1983,8
3643,34090,60045,5.95E-02,5.86E-01,5.22E-04,1947,1
3644,53373,67601,2.67E-01,9.50E-01,4.33E-04,1952,1
3645,84157,95018,2.29E-01,7.93E-01,2.77E-02,1957,1
3646,65817,87364,2.05E-01,1.42E+00,2.39E-02,1989,1
3647,72639,88422,1.34E-01,1.40E+00,5.82E-02,1990,1
3648,76413,103421,1.27E-02,1.45E+00,4.49E-02,2006,8
3649,38200,44778,6.74E-02,2.59E-01,9.04E-04,1962,1
3650,59837,70745,2.18E-01,6.18E-01,1.85E-03,1969,1
3651,86709,103714,2.41E-01,1.03E+00,1.53E-02,1953,1
3652,64352,83567,2.32E-01,1.31E+00,1.32E-02,1988,1
3653,68741,90122,5.23E-02,8.17E-01,3.25E-02,1986,1
3654,78409,103298,5.44E-02,1.20E+00,4.03E-02,2006,8
3655,35791,52613,5.85E-02,8.97E-01,5.54E-04,1966,1
3656,52083,71762,2.63E-01,7.93E-01,2.55E-03,1949,1
3657,83795,93113,2.83E-01,1.05E+00,3.92E-03,1949,1
3658,64443,69282,1.30E-01,1.53E+00,1.20E-02,1984,1
3659,69753,76415,2.81E-01,1.07E+00,6.35E-02,2013,1
3660,80828,93513,2.36E-02,1.09E+00,7.26E-02,1987,8
3661,38200,50500,1.36E-01,5.21E-01,5.43E-04,1953,1
3662,57932,72305,2.78E-01,6.26E-01,2.05E-03,1949,1
3663,81021,81149,2.39E-01,6.39E-01,2.74E-02,1953,1
3664,62138,83952,2.65E-01,1.59E+00,2.67E-02,1953,1
