ID,Pipe OD,Pipe WT,Yield_Strength,Tensile_Strength,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Ti,%Nb,Pipe Vintage,Pipe Grade
349,8.625,0.188,58000,77500,0.233,0.98,0.022,0.013,0.046,0.015,0.02,0.007,0.002,0.031,0.093,0.002,0.001,1961,X52
349,8.625,0.188,58000,77500,0.24,0.99,0.021,0.012,0.047,0.007,0.019,0.006,0.002,0.031,0.093,0.002,0.001,1961,X52
349,8.625,0.188,58000,77500,0.271,1.13,0.023,0.016,0.048,0.001,0.027,0.009,0.004,0.047,0.149,0.002,0.003,1961,X52
349,8.625,0.188,58000,77500,0.227,0.95,0.016,0.018,0.04,0.005,0.016,0.004,0.002,0.008,0.011,0.002,0.001,1961,X52
349,8.625,0.188,58000,77500,0.234,1.29,0.024,0.016,0.051,0.001,0.041,0.011,0.004,0.052,0.145,0.002,0.002,1961,X52
404,12.75,0.188,58000,74000,0.261,0.936,0.025,0.008,0.005,0.011,0.047,0.008,0.002,0.019,0.026,0,0.002,1963,X52
606,24,0.281,58000,78500,0.269,1.07,0.033,0.016,0.066,0.002,0.017,0.007,0.003,0.03,0.19,0.002,0.004,1952,X52
709,16,0.25,58000,72500,0.186,1.1,0.021,0.006,0.034,0.001,0.011,0.001,0.001,0.01,0.01,0.001,0.025,1973,X52
722,12.75,0.25,58000,74000,0.234,0.96,0.022,0.014,0.058,0.002,0.025,0.004,0.002,0.044,0.146,0.001,0.002,1954,X52
1077,8.625,0.25,58000,69000,0.235,0.98,0.028,0.008,0.015,0.007,0.041,0.004,0,0.011,0.011,0,0.001,1969,X52
1195,8.625,0.188,58000,75500,0.208,0.747,0.015,0.008,0.06,0.005,0.025,0.006,0,0.039,0.047,0.001,0.018,1963,X52
1350,10.75,0.188,58000,82000,0.253,1.33,0.024,0.006,0.018,0.006,0.038,0.014,0,0.056,0.112,0.002,0.001,1973,X52
1356,8.625,0.188,58000,70000,0.152,1.11,0.022,0.011,0.01,0.004,0.038,0.006,0,0.016,0.02,0.001,0.011,1967,X52
1402,16,0.25,58000,72500,0.225,0.85,0.018,0.013,0.006,0.009,0.021,0.004,0,0.01,0.017,0.001,0.001,1954,X52
1402,16,0.25,58000,72500,0.231,1.16,0.016,0.016,0.104,0.021,0.049,0.021,0,0.051,0.05,0.001,0.001,1954,X52
1402,16,0.25,58000,72500,0.25,0.92,0.02,0.012,0.006,0.006,0.025,0.005,0,0.012,0.016,0.001,0.001,1954,X52
1485,20,0.25,58100,82700,0.156,1.07,0.017,0.019,0.037,0.001,0.03,0.009,0,0.048,0.098,0.001,0.024,1967,X52
1485,20,0.25,58100,82700,0.242,1.16,0.018,0.017,0.039,0.001,0.022,0.005,0,0.016,0.036,0.001,0.001,1967,X52
1485,20,0.25,58100,82700,0.157,1.07,0.015,0.019,0.037,0.001,0.03,0.009,0,0.048,0.098,0.001,0.023,1967,X52
186,16,0.281,58200,71000,0.23,0.9,0.027,0.016,0.004,0.018,0.024,0.008,0.001,0.069,0.075,0.002,0.002,1955,X52
169,10.75,0.188,58500,83000,0.24,1.17,0.019,0.012,0.25,0.005,0.043,0.015,0.003,0.063,0.11,0.003,0.004,1972,X52
169,10.75,0.188,58500,83000,0.24,1.18,0.022,0.013,0.25,0.003,0.036,0.015,0.003,0.073,0.1,0.003,0.004,1972,X52
284,10.75,0.188,58500,73500,0.167,0.82,0.022,0.01,0.036,0.002,0.02,0.011,0.002,0.026,0.039,0.002,0.03,1970,X52
284,10.75,0.188,58500,73500,0.173,0.81,0.024,0.011,0.031,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,58500,73500,0.182,0.81,0.021,0.011,0.034,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,58500,73500,0.169,0.9,0.025,0.003,0.036,0.001,0.026,0.011,0.002,0.027,0.049,0.002,0.034,1970,X52
284,10.75,0.188,58500,73500,0.167,0.083,0.017,0.006,0.037,0.003,0.023,0.008,0.002,0.027,0.026,0.002,0.03,1970,X52
284,10.75,0.188,58500,73500,0.172,0.78,0.02,0.007,0.019,0.002,0.027,0.012,0.002,0.036,0.038,0.002,0.03,1970,X52
284,10.75,0.188,58500,73500,0.162,0.85,0.017,0.005,0.026,0,0.03,0.012,0.002,0.037,0.041,0.002,0.029,1970,X52
284,10.75,0.188,58500,73500,0.192,0.76,0.02,0.005,0.027,0.006,0.021,0.011,0.002,0.038,0.063,0.002,0.025,1970,X52
284,10.75,0.188,58500,73500,0.192,0.86,0.015,0.007,0.036,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.03,1970,X52
284,10.75,0.188,58500,73500,0.191,0.85,0.019,0.008,0.035,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.028,1970,X52
284,10.75,0.188,58500,73500,0.173,0.82,0.018,0.01,0.038,0.003,0.035,0.012,0.002,0.032,0.042,0.002,0.023,1970,X52
284,10.75,0.188,58500,73500,0.168,1.03,0.024,0.013,0.029,0,0.039,0.011,0.002,0.03,0.046,0.002,0.028,1970,X52
284,10.75,0.188,58500,73500,0.195,1,0.031,0.008,0.03,0.002,0.028,0.011,0.002,0.029,0.035,0.002,0.029,1970,X52
284,10.75,0.188,58500,73500,0.185,1.04,0.015,0.009,0.024,0,0.032,0.011,0.002,0.025,0.045,0.002,0.031,1970,X52
284,10.75,0.188,58500,73500,0.195,0.89,0.016,0.006,0.018,0.003,0.027,0.011,0.002,0.03,0.044,0.002,0.026,1970,X52
284,10.75,0.188,58500,73500,0.189,0.103,0.019,0.012,0.03,0.001,0.039,0.011,0.002,0.03,0.046,0.002,0.03,1970,X52
284,10.75,0.188,58500,73500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,58500,73500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,58500,73500,0.196,0.93,0.03,0.021,0.024,0.003,0.039,0.01,0.002,0.028,0.04,0.002,0.027,1970,X52
284,10.75,0.188,58500,73500,0.153,0.55,0.018,0.007,0.008,0.009,0.038,0.011,0.001,0.048,0.163,0.002,0.002,1970,X52
284,10.75,0.188,58500,73500,0.158,0.78,0.024,0.007,0.025,0,0.029,0.012,0.002,0.031,0.045,0.002,0.024,1970,X52
284,10.75,0.188,58500,73500,0.157,0.78,0.025,0.007,0.025,0,0.029,0.012,0.002,0.031,0.046,0.002,0.024,1970,X52
284,10.75,0.188,58500,73500,0.189,0.94,0.033,0.009,0.023,0,0.051,0.007,0.002,0.017,0.021,0.002,0.035,1970,X52
316,8.625,0.188,58500,66000,0.071,0.995,0.008,0.011,0.008,0.033,0.03,0.005,0.003,0.009,0.016,0.003,0.017,1996,X52
485,22,0.281,58500,82500,0.262,0.968,0.032,0.013,0.045,0.003,0.02,0.006,0.003,0.029,0.14,0.002,0.003,1952,X52
917,12.75,0.25,58500,77000,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.001,0.056,0.39,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.001,0.056,0.39,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.001,0.107,0.404,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.001,0.107,0.404,0.001,0.001,1961,X52
614,6.625,0.188,58500,76500,0.197,0.77,0.011,0.005,0.006,0,0.012,0.004,0.002,0.008,0.008,0.002,0.001,1979,X52
615,4.5,0.188,58500,76500,0.182,0.747,0.009,0.004,0.006,0.001,0.012,0.004,0.001,0.008,0.008,0.002,0.001,1976,X52
860,16,0.219,58500,85000,0.3,1.14,0.018,0.012,0.057,0.002,0.0272,0.011,0.003,0.043,0.048,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.001,0.054,0.386,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.001,0.054,0.386,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.002,0.145,0.428,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.002,0.145,0.428,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.001,0.052,0.385,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.001,0.052,0.385,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.001,0.058,0.423,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.001,0.058,0.423,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.002,0.079,0.402,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.002,0.079,0.402,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.002,0.082,0.412,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.002,0.082,0.412,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.002,0.061,0.22,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.002,0.061,0.22,0.001,0.001,1961,X52
917,12.75,0.25,58500,77000,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.001,0.05,0.414,0.001,0.001,1961,X52
917,12.75,0.25,58500,81000,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.001,0.05,0.414,0.001,0.001,1961,X52
1402,16,0.25,58500,72000,0.225,0.85,0.018,0.013,0.006,0.009,0.021,0.004,0,0.01,0.017,0.001,0.001,1954,X52
1402,16,0.25,58500,72000,0.231,1.16,0.016,0.016,0.104,0.021,0.049,0.021,0,0.051,0.05,0.001,0.001,1954,X52
1402,16,0.25,58500,72000,0.25,0.92,0.02,0.012,0.006,0.006,0.025,0.005,0,0.012,0.016,0.001,0.001,1954,X52
1446,8.625,0.188,58500,78000,0.249,0.82,0.029,0.012,0.093,0.001,0.072,0.017,0,0.082,0.256,0.001,0.001,1967,X52
1446,8.625,0.188,58500,78000,0.255,0.82,0.03,0.012,0.094,0.001,0.072,0.016,0,0.082,0.253,0.001,0.001,1967,X52
121,48,0.406,58800,80900,0.19,1.37,0.021,0.017,0.27,0.043,0.008,0.002,0.001,0.011,0.031,0.003,0,1973,X52
86,30,0.281,59000,79500,0.23,1,0.037,0.02,0.023,0.005,0.027,0.013,0,0.11,0.043,0,0,1953,X52
126,24,0.25,59000,78000,0.23,0.76,0.026,0.029,0.052,0.004,0.037,0.014,0.001,0.11,0.23,0.002,0,1948,X52
129,24,0.25,59000,83000,0.24,0.89,0.023,0.024,0.057,0.003,0.032,0.084,0.001,0.084,0.25,0.001,0,1948,X52
138,8.625,0.219,59000,68000,0.2,1,0.012,0.009,0.01,0.001,0.007,0,0.001,0.009,0.044,0.002,0.002,1982,X52
348,30,0.375,59000,82000,0.252,1.12,0.022,0.012,0.036,0.002,0.046,0.008,0.003,0.015,0.029,0.002,0.003,1957,X52
348,30,0.375,59000,82000,0.243,1.06,0.015,0.012,0.012,0.005,0.048,0.024,0.003,0.079,0.162,0.002,0.003,1957,X52
284,10.75,0.188,59000,74500,0.167,0.82,0.022,0.01,0.036,0.002,0.02,0.011,0.002,0.026,0.039,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.167,0.82,0.022,0.01,0.036,0.002,0.02,0.011,0.002,0.026,0.039,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.173,0.81,0.024,0.011,0.031,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.173,0.81,0.024,0.011,0.031,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.182,0.81,0.021,0.011,0.034,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.182,0.81,0.021,0.011,0.034,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.169,0.9,0.025,0.003,0.036,0.001,0.026,0.011,0.002,0.027,0.049,0.002,0.034,1970,X52
284,10.75,0.188,59000,74500,0.169,0.9,0.025,0.003,0.036,0.001,0.026,0.011,0.002,0.027,0.049,0.002,0.034,1970,X52
284,10.75,0.188,59000,74500,0.167,0.083,0.017,0.006,0.037,0.003,0.023,0.008,0.002,0.027,0.026,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.167,0.083,0.017,0.006,0.037,0.003,0.023,0.008,0.002,0.027,0.026,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.172,0.78,0.02,0.007,0.019,0.002,0.027,0.012,0.002,0.036,0.038,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.172,0.78,0.02,0.007,0.019,0.002,0.027,0.012,0.002,0.036,0.038,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.162,0.85,0.017,0.005,0.026,0,0.03,0.012,0.002,0.037,0.041,0.002,0.029,1970,X52
284,10.75,0.188,59000,74500,0.162,0.85,0.017,0.005,0.026,0,0.03,0.012,0.002,0.037,0.041,0.002,0.029,1970,X52
284,10.75,0.188,59000,74500,0.192,0.76,0.02,0.005,0.027,0.006,0.021,0.011,0.002,0.038,0.063,0.002,0.025,1970,X52
284,10.75,0.188,59000,74500,0.192,0.76,0.02,0.005,0.027,0.006,0.021,0.011,0.002,0.038,0.063,0.002,0.025,1970,X52
284,10.75,0.188,59000,74500,0.192,0.86,0.015,0.007,0.036,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.192,0.86,0.015,0.007,0.036,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.191,0.85,0.019,0.008,0.035,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.028,1970,X52
284,10.75,0.188,59000,74500,0.191,0.85,0.019,0.008,0.035,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.028,1970,X52
284,10.75,0.188,59000,74500,0.173,0.82,0.018,0.01,0.038,0.003,0.035,0.012,0.002,0.032,0.042,0.002,0.023,1970,X52
284,10.75,0.188,59000,74500,0.173,0.82,0.018,0.01,0.038,0.003,0.035,0.012,0.002,0.032,0.042,0.002,0.023,1970,X52
284,10.75,0.188,59000,74500,0.168,1.03,0.024,0.013,0.029,0,0.039,0.011,0.002,0.03,0.046,0.002,0.028,1970,X52
284,10.75,0.188,59000,74500,0.168,1.03,0.024,0.013,0.029,0,0.039,0.011,0.002,0.03,0.046,0.002,0.028,1970,X52
284,10.75,0.188,59000,74500,0.195,1,0.031,0.008,0.03,0.002,0.028,0.011,0.002,0.029,0.035,0.002,0.029,1970,X52
284,10.75,0.188,59000,74500,0.195,1,0.031,0.008,0.03,0.002,0.028,0.011,0.002,0.029,0.035,0.002,0.029,1970,X52
284,10.75,0.188,59000,74500,0.185,1.04,0.015,0.009,0.024,0,0.032,0.011,0.002,0.025,0.045,0.002,0.031,1970,X52
284,10.75,0.188,59000,74500,0.185,1.04,0.015,0.009,0.024,0,0.032,0.011,0.002,0.025,0.045,0.002,0.031,1970,X52
284,10.75,0.188,59000,74500,0.195,0.89,0.016,0.006,0.018,0.003,0.027,0.011,0.002,0.03,0.044,0.002,0.026,1970,X52
284,10.75,0.188,59000,74500,0.195,0.89,0.016,0.006,0.018,0.003,0.027,0.011,0.002,0.03,0.044,0.002,0.026,1970,X52
284,10.75,0.188,59000,74500,0.189,0.103,0.019,0.012,0.03,0.001,0.039,0.011,0.002,0.03,0.046,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.189,0.103,0.019,0.012,0.03,0.001,0.039,0.011,0.002,0.03,0.046,0.002,0.03,1970,X52
284,10.75,0.188,59000,74500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,59000,74500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,59000,74500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,59000,74500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,59000,74500,0.196,0.93,0.03,0.021,0.024,0.003,0.039,0.01,0.002,0.028,0.04,0.002,0.027,1970,X52
284,10.75,0.188,59000,74500,0.196,0.93,0.03,0.021,0.024,0.003,0.039,0.01,0.002,0.028,0.04,0.002,0.027,1970,X52
284,10.75,0.188,59000,74500,0.153,0.55,0.018,0.007,0.008,0.009,0.038,0.011,0.001,0.048,0.163,0.002,0.002,1970,X52
284,10.75,0.188,59000,74500,0.153,0.55,0.018,0.007,0.008,0.009,0.038,0.011,0.001,0.048,0.163,0.002,0.002,1970,X52
284,10.75,0.188,59000,74500,0.158,0.78,0.024,0.007,0.025,0,0.029,0.012,0.002,0.031,0.045,0.002,0.024,1970,X52
284,10.75,0.188,59000,74500,0.158,0.78,0.024,0.007,0.025,0,0.029,0.012,0.002,0.031,0.045,0.002,0.024,1970,X52
284,10.75,0.188,59000,74500,0.157,0.78,0.025,0.007,0.025,0,0.029,0.012,0.002,0.031,0.046,0.002,0.024,1970,X52
284,10.75,0.188,59000,74500,0.157,0.78,0.025,0.007,0.025,0,0.029,0.012,0.002,0.031,0.046,0.002,0.024,1970,X52
284,10.75,0.188,59000,74500,0.189,0.94,0.033,0.009,0.023,0,0.051,0.007,0.002,0.017,0.021,0.002,0.035,1970,X52
284,10.75,0.188,59000,74500,0.189,0.94,0.033,0.009,0.023,0,0.051,0.007,0.002,0.017,0.021,0.002,0.035,1970,X52
348,30,0.375,59000,82000,0.272,1.1,0.018,0.015,0.029,0.003,0.045,0.009,0.003,0.027,0.038,0.002,0.003,1957,X52
349,8.625,0.188,59000,74000,0.237,0.97,0.021,0.012,0.053,0.004,0.024,0.005,0.003,0.009,0.014,0.002,0.003,1961,X52
349,8.625,0.188,59000,74000,0.233,0.98,0.022,0.013,0.046,0.015,0.02,0.007,0.002,0.031,0.093,0.002,0.001,1961,X52
349,8.625,0.188,59000,74000,0.24,0.99,0.021,0.012,0.047,0.007,0.019,0.006,0.002,0.031,0.093,0.002,0.001,1961,X52
349,8.625,0.188,59000,74000,0.271,1.13,0.023,0.016,0.048,0.001,0.027,0.009,0.004,0.047,0.149,0.002,0.003,1961,X52
349,8.625,0.188,59000,74000,0.227,0.95,0.016,0.018,0.04,0.005,0.016,0.004,0.002,0.008,0.011,0.002,0.001,1961,X52
349,8.625,0.188,59000,74000,0.234,1.29,0.024,0.016,0.051,0.001,0.041,0.011,0.004,0.052,0.145,0.002,0.002,1961,X52
644,16,0.25,59000,86500,0.275,1.25,0.023,0.027,0.068,0.001,0.028,0.017,0.004,0.105,0.364,0.003,0.004,1961,X52
644,16,0.25,59000,86500,0.274,1.23,0.025,0.032,0.218,0.019,0.032,0.012,0.003,0.068,0.383,0.003,0.003,1961,X52
973,12.75,0.25,59000,77000,0.267,0.86,0.018,0.012,0.007,0.01,0.024,0.005,0,0.026,0.042,0.001,0.001,1954,X52
984,8.625,0.188,59000,80500,0.19,0.726,0.011,0.004,0.004,0.001,0.024,0.003,0.038,0.009,0.019,0.001,0.001,1981,X52
644,16,0.25,59000,86500,0.288,1.18,0.019,0.026,0.029,0.002,0.022,0.018,0.003,0.068,0.346,0.002,0.003,1961,X52
644,16,0.25,59000,86500,0.268,1.17,0.026,0.027,0.037,0.019,0.025,0.012,0.003,0.078,0.395,0.003,0.003,1961,X52
644,16,0.25,59000,86500,0.266,1.17,0.02,0.029,0.038,0.002,0.024,0.02,0.003,0.097,0.418,0.002,0.004,1961,X52
644,16,0.25,59000,86500,0.279,1.15,0.02,0.029,0.04,0.004,0.035,0.015,0.003,0.07,0.357,0.002,0.004,1961,X52
1414,24,0.312,59000,84500,0.285,1.12,0.0215,0.016,0.161,0.0015,0.026,0.016,0,0.108,0.205,0.001,0.001,1948,X52
1414,24,0.312,59000,84500,0.246,1.01,0.0235,0.018,0.119,0.001,0.052,0.0355,0,0.02095,0.224,0.001,0.001,1948,X52
1316,24,0.281,59000,81500,0.257,1.1,0.018,0.015,0.072,0.003,0.036,0.009,0,0.096,0.114,0.001,0.001,1960,X52
1316,24,0.281,59000,81500,0.25,1.1,0.019,0.013,0.069,0.001,0.044,0.023,0,0.095,0.112,0.001,0.001,1960,X52
1376,12.75,0.219,59000,73500,0.264,0.908,0.02,0.008,0.008,0.006,0.044,0.016,0,0.015,0.043,0.001,0.001,1962,X52
1376,12.75,0.219,59000,73500,0.246,0.952,0.02,0.008,0.008,0.005,0.041,0.008,0,0.025,0.031,0.001,0.001,1962,X52
1376,12.75,0.219,59000,73500,0.25,0.942,0.016,0.009,0.007,0.015,0.075,0.009,0,0.017,0.023,0.001,0.001,1962,X52
1414,24,0.312,59000,84500,0.244,1.205,0.0245,0.0145,0.1485,0.0015,0.026,0.011,0,0.0635,0.179,0.001,0.001,1948,X52
1414,24,0.312,59000,84500,0.239,1.005,0.023,0.0175,0.1355,0.001,0.027,0.008,0,0.0475,0.121,0.001,0.001,1948,X52
1414,24,0.312,59000,84500,0.309,1.15,0.0225,0.0182,0.145,0.001,0.032,0.011,0,0.076,0.182,0.001,0.001,1948,X52
1414,24,0.312,59000,84500,0.246,1.175,0.0185,0.0335,0.1175,0.001,0.036,0.008,0,0.043,0.1535,0.001,0.001,1948,X52
1464,8.625,0.25,59000,79500,0.259,0.84,0.02,0.006,0.127,0.005,0.068,0.016,0,0.081,0.154,0.001,0.001,1968,X52
569,22,0.344,59500,82000,0.266,1.04,0.023,0.01,0.052,0.001,0.021,0.006,0.003,0.02,0.116,0.002,0.003,1952,X52
284,10.75,0.188,59500,70500,0.167,0.82,0.022,0.01,0.036,0.002,0.02,0.011,0.002,0.026,0.039,0.002,0.03,1970,X52
284,10.75,0.188,59500,70500,0.173,0.81,0.024,0.011,0.031,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,59500,70500,0.182,0.81,0.021,0.011,0.034,0.002,0.021,0.011,0.002,0.026,0.04,0.002,0.03,1970,X52
284,10.75,0.188,59500,70500,0.169,0.9,0.025,0.003,0.036,0.001,0.026,0.011,0.002,0.027,0.049,0.002,0.034,1970,X52
284,10.75,0.188,59500,70500,0.167,0.083,0.017,0.006,0.037,0.003,0.023,0.008,0.002,0.027,0.026,0.002,0.03,1970,X52
284,10.75,0.188,59500,70500,0.172,0.78,0.02,0.007,0.019,0.002,0.027,0.012,0.002,0.036,0.038,0.002,0.03,1970,X52
284,10.75,0.188,59500,70500,0.162,0.85,0.017,0.005,0.026,0,0.03,0.012,0.002,0.037,0.041,0.002,0.029,1970,X52
284,10.75,0.188,59500,70500,0.192,0.76,0.02,0.005,0.027,0.006,0.021,0.011,0.002,0.038,0.063,0.002,0.025,1970,X52
284,10.75,0.188,59500,70500,0.192,0.86,0.015,0.007,0.036,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.03,1970,X52
284,10.75,0.188,59500,70500,0.191,0.85,0.019,0.008,0.035,0.001,0.03,0.007,0.002,0.016,0.033,0.002,0.028,1970,X52
284,10.75,0.188,59500,70500,0.173,0.82,0.018,0.01,0.038,0.003,0.035,0.012,0.002,0.032,0.042,0.002,0.023,1970,X52
284,10.75,0.188,59500,70500,0.168,1.03,0.024,0.013,0.029,0,0.039,0.011,0.002,0.03,0.046,0.002,0.028,1970,X52
284,10.75,0.188,59500,70500,0.195,1,0.031,0.008,0.03,0.002,0.028,0.011,0.002,0.029,0.035,0.002,0.029,1970,X52
284,10.75,0.188,59500,70500,0.185,1.04,0.015,0.009,0.024,0,0.032,0.011,0.002,0.025,0.045,0.002,0.031,1970,X52
284,10.75,0.188,59500,70500,0.195,0.89,0.016,0.006,0.018,0.003,0.027,0.011,0.002,0.03,0.044,0.002,0.026,1970,X52
284,10.75,0.188,59500,70500,0.189,0.103,0.019,0.012,0.03,0.001,0.039,0.011,0.002,0.03,0.046,0.002,0.03,1970,X52
284,10.75,0.188,59500,70500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,59500,70500,0.185,0.94,0.022,0.012,0.02,0.008,0.034,0.012,0.002,0.034,0.043,0.002,0.025,1970,X52
284,10.75,0.188,59500,70500,0.196,0.93,0.03,0.021,0.024,0.003,0.039,0.01,0.002,0.028,0.04,0.002,0.027,1970,X52
284,10.75,0.188,59500,70500,0.153,0.55,0.018,0.007,0.008,0.009,0.038,0.011,0.001,0.048,0.163,0.002,0.002,1970,X52
284,10.75,0.188,59500,70500,0.158,0.78,0.024,0.007,0.025,0,0.029,0.012,0.002,0.031,0.045,0.002,0.024,1970,X52
284,10.75,0.188,59500,70500,0.157,0.78,0.025,0.007,0.025,0,0.029,0.012,0.002,0.031,0.046,0.002,0.024,1970,X52
284,10.75,0.188,59500,70500,0.189,0.94,0.033,0.009,0.023,0,0.051,0.007,0.002,0.017,0.021,0.002,0.035,1970,X52
486,24,0.281,59500,79500,0.243,1.01,0.035,0.019,0.069,0.002,0.02,0.008,0.003,0.065,0.11,0.002,0.003,1952,X52
917,12.75,0.25,59500,84500,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.001,0.056,0.396,0.001,0.001,1961,X52
917,12.75,0.25,59500,84500,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.002,0.079,0.404,0.001,0.001,1961,X52
917,12.75,0.25,59500,84500,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.001,0.084,0.436,0.001,0.001,1961,X52
